-- Logs begin at Fri 2022-07-22 00:27:43 UTC, end at Fri 2022-07-22 02:35:02 UTC. --
Jul 22 01:58:43 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 22 01:58:43 ubuntu dstat.sh[91932]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 22 01:58:43 ubuntu dstat.sh[91932]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 22 02:14:38 ubuntu dstat.sh[91932]: 22-07 02:14:38| 24   3  69   1   0|5634M  381M  191M 1668M| 500k  492k|   0   851k|   0   110 |3622  6242 |1.78 1.86 1.63|1.0   0   0|   0     0 |   0     0 | 25  394    0   65    1
Jul 22 02:14:39 ubuntu dstat.sh[91932]: 22-07 02:14:39| 10   3  86   1   0|5635M  380M  191M 1668M| 197k  188k|   0   712k|   0  82.1 |2907  4902 |1.78 1.86 1.63|2.0   0   0|   0     0 |   0     0 | 25  393    0   65    1
Jul 22 02:14:40 ubuntu dstat.sh[91932]: 22-07 02:14:40| 10   1  85   1   0|5635M  380M  191M 1668M| 185k  172k|   0   667k|   0  83.9 |2937  5012 |1.78 1.86 1.63|2.0   0   0|   0     0 |   0     0 | 25  394    0   65    1
Jul 22 02:14:41 ubuntu dstat.sh[91932]: 22-07 02:14:41| 10   2  86   1   0|5635M  379M  191M 1668M| 108k   88k|   0   752k|   0   104 |3198  5268 |1.78 1.86 1.63|1.0   0 2.0|   0     0 |   0     0 | 25  394    0   65    1
Jul 22 02:14:42 ubuntu dstat.sh[91932]: 22-07 02:14:42| 28   5  61   6   0|5635M  379M  191M 1669M| 467k  454k|   0    12M|   0  1321 |7211  9297 |1.78 1.86 1.63|3.0   0   0|   0     0 |   0     0 | 25  391    0   68    1
Jul 22 02:14:43 ubuntu dstat.sh[91932]: 22-07 02:14:43| 30   4  64   1   0|5635M  378M  191M 1669M| 624k  606k|   0  1104k|   0   135 |5655    11k|1.72 1.85 1.63|1.0   0   0|   0     0 |   0     0 | 25  393    0   68    1
Jul 22 02:14:44 ubuntu dstat.sh[91932]: 22-07 02:14:44| 30   5  63   3   0|5636M  377M  191M 1670M| 546k  539k|8217B 1565k|1.00   213 |5247  9434 |1.72 1.85 1.63|7.0   0 1.0|   0     0 |   0     0 | 25  392    0   69    1
Jul 22 02:14:45 ubuntu dstat.sh[91932]: 22-07 02:14:45| 27   4  65   1   0|5637M  375M  191M 1670M| 570k  564k|   0   985k|   0   125 |4673  9320 |1.72 1.85 1.63|4.0   0   0|   0     0 |   0     0 | 25  392    0   71    1
Jul 22 02:14:46 ubuntu dstat.sh[91932]: 22-07 02:14:46| 32   4  63   3   0|5637M  374M  191M 1671M| 517k  509k|   0  1787k|   0   255 |5045    10k|1.72 1.85 1.63|2.0   0   0|   0     0 |   0     0 | 25  393    0   72    1
Jul 22 02:14:47 ubuntu dstat.sh[91932]: 22-07 02:14:47| 27   5  62   4   0|5638M  374M  191M 1671M| 517k  507k|8187B 2326k|1.00   222 |5379    10k|1.72 1.85 1.63|4.0 1.0   0|   0     0 |   0     0 | 25  393    0   73    1
Jul 22 02:14:48 ubuntu dstat.sh[91932]: 22-07 02:14:48| 30   4  62   3   0|5639M  372M  191M 1671M| 535k  524k|   0  1982k|   0   257 |5127  9686 |1.66 1.84 1.63|2.0   0   0|   0     0 |   0     0 | 25  392    0   74    1
Jul 22 02:14:49 ubuntu dstat.sh[91932]: 22-07 02:14:49| 31   4  61   3   0|5638M  372M  192M 1672M| 470k  465k|   0  1908k|   0   269 |4949  9232 |1.66 1.84 1.63|1.0   0   0|   0     0 |   0     0 | 25  393    0   75    1
Jul 22 02:14:50 ubuntu dstat.sh[91932]: 22-07 02:14:50| 33   5  59   2   0|5639M  371M  192M 1672M| 503k  496k|   0  1637k|   0   220 |4323  7672 |1.66 1.84 1.63|3.0 1.0   0|   0     0 |   0     0 | 25  393    0   74    1
Jul 22 02:14:51 ubuntu dstat.sh[91932]: 22-07 02:14:51| 31   4  63   2   0|5639M  371M  192M 1672M| 486k  473k|   0  1580k|   0   224 |4762  8290 |1.66 1.84 1.63|1.0 1.0 2.0|   0     0 |   0     0 | 25  393    0   77    1
Jul 22 02:14:52 ubuntu dstat.sh[91932]: 22-07 02:14:52| 28   4  64   2   0|5639M  371M  192M 1672M| 463k  456k|   0  1548k|   0   202 |5287  9679 |1.66 1.84 1.63|2.0   0   0|   0     0 |   0     0 | 25  393    0   77    1
Jul 22 02:14:53 ubuntu dstat.sh[91932]: 22-07 02:14:53| 27   4  67   1   0|5640M  369M  192M 1672M| 556k  547k|  16k 1244k|1.00   141 |5229    11k|1.69 1.84 1.63|1.0   0   0|   0     0 |   0     0 | 25  391    0   78    1
Jul 22 02:14:54 ubuntu dstat.sh[91932]: 22-07 02:14:54| 16   4  78   1   0|5642M  368M  192M 1673M| 341k  335k|   0  1186k|   0   150 |3946  7479 |1.69 1.84 1.63|  0   0   0|   0     0 |   0     0 | 25  391    0   75    1
Jul 22 02:14:55 ubuntu dstat.sh[91932]: 22-07 02:14:55| 19   3  77   1   0|5642M  367M  192M 1673M| 326k  320k|   0  1226k|   0   184 |3826  6991 |1.69 1.84 1.63|3.0   0   0|   0     0 |   0     0 | 25  392    0   80    1
Jul 22 02:14:56 ubuntu dstat.sh[91932]: 22-07 02:14:56|  8   2  88   1   0|5643M  366M  192M 1673M|  80k   72k|   0   732k|   0  78.0 |2705  4544 |1.69 1.84 1.63|2.0 1.0   0|   0     0 |   0     0 | 25  392    0   77    1
Jul 22 02:14:57 ubuntu dstat.sh[91932]: 22-07 02:14:57| 13   3  82   2   0|5644M  365M  192M 1673M| 226k  220k|   0  1405k|   0   215 |3568  5923 |1.69 1.84 1.63|1.0   0   0|   0     0 |   0     0 | 25  391    0   77    1
Jul 22 02:14:58 ubuntu dstat.sh[91932]: 22-07 02:14:58| 27   3  67   1   0|5646M  362M  192M 1673M| 585k  577k|   0  1124k|   0   145 |4249  7702 |1.80 1.86 1.64|3.0   0   0|   0     0 |   0     0 | 25  392    0   80    1
Jul 22 02:14:59 ubuntu dstat.sh[91932]: 22-07 02:14:59| 16   3  77   2   0|5647M  362M  192M 1673M| 356k  334k|  20k 1086k|1.00   144 |3728  6622 |1.80 1.86 1.64|  0   0   0|   0     0 |   0     0 | 25  391    0   84    1
Jul 22 02:15:00 ubuntu dstat.sh[91932]: 22-07 02:15:00| 15   3  81   2   0|5648M  360M  192M 1673M| 247k  243k|   0   972k|   0   129 |3380  6035 |1.80 1.86 1.64|  0   0   0|   0     0 |   0     0 | 25  391    0   84    1
Jul 22 02:15:01 ubuntu dstat.sh[91932]: 22-07 02:15:01| 16   1  80   1   0|5649M  358M  192M 1674M| 319k  308k|   0   767k|   0  86.8 |3081  5403 |1.80 1.86 1.64|2.0 1.0 2.0|   0     0 |   0     0 | 25  391    0   86    1
Jul 22 02:15:02 ubuntu dstat.sh[91932]: 22-07 02:15:02| 11   3  83   2   0|5650M  358M  192M 1674M| 174k  159k|   0  1116k|   0   154 |3262  5564 |1.80 1.86 1.64|2.0   0   0|   0     0 |   0     0 | 25  392    0   81    1
Jul 22 02:15:03 ubuntu dstat.sh[91932]: 22-07 02:15:03|  8   2  87   1   0|5650M  358M  192M 1674M| 154k  148k|   0   783k|   0  92.9 |2942  5062 |1.65 1.83 1.63|1.0   0   0|   0     0 |   0     0 | 25  391    0   81    1
Jul 22 02:15:04 ubuntu dstat.sh[91932]: 22-07 02:15:04| 16   4  77   2   0|5650M  357M  193M 1674M| 335k  326k|   0  1248k|   0   181 |3728  6806 |1.65 1.83 1.63|  0   0   0|   0     0 |   0     0 | 25  391    0   84    1
Jul 22 02:15:05 ubuntu dstat.sh[91932]: 22-07 02:15:05| 17   3  77   2   0|5652M  356M  193M 1674M| 345k  336k|   0  1145k|   0   148 |3776  6938 |1.65 1.83 1.63|  0   0   0|   0     0 |   0     0 | 25  392    0   89    1
Jul 22 02:15:06 ubuntu dstat.sh[91932]: 22-07 02:15:06|  8   2  87   1   0|5652M  355M  193M 1674M| 178k  171k|   0   666k|   0  75.2 |2666  4654 |1.65 1.83 1.63|1.0   0   0|   0     0 |   0     0 | 25  391    0   87    1
Jul 22 02:15:07 ubuntu dstat.sh[91932]: 22-07 02:15:07|  8   3  87   0   0|5653M  354M  193M 1674M|  52k   45k|   0   623k|   0  58.9 |2597  4182 |1.65 1.83 1.63|1.0   0 1.0|   0     0 |   0     0 | 25  392    0   87    1
Jul 22 02:15:08 ubuntu dstat.sh[91932]: 22-07 02:15:08|  8   2  88   0   0|5653M  353M  193M 1674M| 184k  176k|   0   536k|   0  49.0 |2339  4093 |1.52 1.80 1.62|1.0   0   0|   0     0 |   0     0 | 25  391    0   87    1
Jul 22 02:15:09 ubuntu dstat.sh[91932]: 22-07 02:15:09|  8   1  89   0   0|5653M  353M  193M 1675M| 164k  156k|   0   512k|   0  47.0 |2367  3970 |1.52 1.80 1.62|  0   0   0|   0     0 |   0     0 | 25  391    0   87    1
Jul 22 02:15:10 ubuntu dstat.sh[91932]: 22-07 02:15:10|  8   1  88   1   0|5653M  353M  193M 1675M| 192k  185k|   0   540k|   0  52.0 |2369  4078 |1.52 1.80 1.62|  0   0   0|   0     0 |   0     0 | 25  391    0   86    1
Jul 22 02:15:11 ubuntu dstat.sh[91932]: 22-07 02:15:11| 16   3  78   2   0|5654M  352M  193M 1675M| 379k  370k|   0  1268k|   0   191 |3748  6478 |1.52 1.80 1.62|1.0 1.0 2.0|   0     0 |   0     0 | 25  391    0   88    1
Jul 22 02:15:12 ubuntu dstat.sh[91932]: 22-07 02:15:12| 10   2  86   1   0|5655M  352M  193M 1675M| 199k  190k|   0   621k|   0  71.1 |2601  4704 |1.52 1.80 1.62|5.0   0   0|   0     0 |   0     0 | 25  392    0   89    2
Jul 22 02:15:13 ubuntu dstat.sh[91932]: 22-07 02:15:13| 11   3  76   9   0|5654M  351M  193M 1675M| 186k  173k|   0    12M|   0  1373 |6105  6802 |1.40 1.77 1.61|  0   0   0|   0     0 |   0     0 | 25  391    0   88    1
Jul 22 02:15:14 ubuntu dstat.sh[91932]: 22-07 02:15:14| 18   4  76   2   0|5655M  351M  193M 1675M| 441k  431k|   0  1073k|   0   145 |3456  6322 |1.40 1.77 1.61|1.0   0   0|   0     0 |   0     0 | 25  391    0   93    1
Jul 22 02:15:15 ubuntu dstat.sh[91932]: 22-07 02:15:15| 18   3  76   2   0|5655M  350M  193M 1675M| 342k  328k|   0  1408k|   0   199 |4168  7724 |1.40 1.77 1.61|  0   0   0|   0     0 |   0     0 | 25  391    0   93    1
Jul 22 02:15:16 ubuntu dstat.sh[91932]: 22-07 02:15:16|  9   2  89   1   0|5655M  350M  193M 1675M| 131k  123k|   0   512k|   0  51.0 |2134  3680 |1.40 1.77 1.61|1.0   0   0|   0     0 |   0     0 | 25  392    0   93    1
Jul 22 02:15:17 ubuntu dstat.sh[91932]: 22-07 02:15:17| 13   2  81   2   0|5655M  349M  193M 1675M| 233k  216k|   0  1147k|   0   162 |3650  6413 |1.40 1.77 1.61|  0   0   0|   0     0 |   0     0 | 25  391    0   96    1
Jul 22 02:15:18 ubuntu dstat.sh[91932]: 22-07 02:15:18| 17   4  75   2   0|5680M  325M  193M 1675M| 271k  264k|   0  1242k|   0   140 |3659  8752 |1.61 1.80 1.62|  0   0  32|   0     0 |   0     0 | 25  391    0   97    1
Jul 22 02:15:19 ubuntu dstat.sh[91932]: 22-07 02:15:19| 17   3  77   2   0|5658M  347M  193M 1676M| 294k  288k|   0   858k|   0   111 |3579  7242 |1.61 1.80 1.62|1.0   0 2.0|   0     0 |   0     0 | 25  391    0   96    1
Jul 22 02:15:20 ubuntu dstat.sh[91932]: 22-07 02:15:20| 14   4  81   0   0|5668M  335M  193M 1676M| 155k  146k|   0   296k|   0  19.0 |2361  3910 |1.61 1.80 1.62|2.0   0 4.0|   0     0 |   0     0 | 25  392    0   97    1
Jul 22 02:15:21 ubuntu dstat.sh[91932]: 22-07 02:15:21| 19   4  75   2   0|5669M  334M  193M 1676M| 257k  232k|   0  1096k|   0   162 |4014  6679 |1.61 1.80 1.62|  0   0 2.0|   0     0 |   0     0 | 25  391    0   94    1
Jul 22 02:15:22 ubuntu dstat.sh[91932]: 22-07 02:15:22| 26   5  67   1   0|5663M  341M  193M 1676M| 490k  483k|   0   913k|   0   100 |4900  9942 |1.61 1.80 1.62|2.0   0   0|   0     0 |   0     0 | 25  394    0   95    1
Jul 22 02:15:23 ubuntu dstat.sh[91932]: 22-07 02:15:23| 32   5  61   3   0|5663M  341M  193M 1676M| 583k  572k|   0  1969k|   0   249 |5628    10k|1.48 1.77 1.61|1.0   0   0|   0     0 |   0     0 | 25  392    0   93    1
Jul 22 02:15:24 ubuntu dstat.sh[91932]: 22-07 02:15:24| 26   3  67   1   0|5663M  340M  193M 1677M| 545k  538k|  60k 1153k|1.00   152 |5650    11k|1.48 1.77 1.61|1.0   0   0|   0     0 |   0     0 | 25  392    0   94    1
Jul 22 02:15:25 ubuntu dstat.sh[91932]: 22-07 02:15:25| 15   4  77   2   0|5664M  339M  193M 1677M| 394k  389k|   0  1106k|   0   153 |4291  7774 |1.48 1.77 1.61|1.0   0 1.0|   0     0 |   0     0 | 25  393    0   92    1
Jul 22 02:15:26 ubuntu dstat.sh[91932]: 22-07 02:15:26| 15   3  80   2   0|5664M  338M  193M 1677M| 296k  287k|   0   938k|   0   131 |3280  5607 |1.48 1.77 1.61|1.0   0   0|   0     0 |   0     0 | 25  391    0   98    1
Jul 22 02:15:27 ubuntu dstat.sh[91932]: 22-07 02:15:27|  7   1  88   1   0|5664M  338M  193M 1677M|  86k   79k|   0   838k|   0  95.7 |2688  4561 |1.48 1.77 1.61|4.0   0   0|   0     0 |   0     0 | 25  392    0   96    1
Jul 22 02:15:28 ubuntu dstat.sh[91932]: 22-07 02:15:28| 10   3  85   2   1|5664M  338M  194M 1677M| 254k  236k|   0  1196k|   0   160 |3097  5220 |1.36 1.74 1.61|  0   0   0|   0     0 |   0     0 | 25  391    0   97    1
Jul 22 02:15:29 ubuntu dstat.sh[91932]: 22-07 02:15:29| 18   3  77   1   0|5664M  338M  194M 1677M| 356k  349k|   0  1280k|   0   160 |4032  6862 |1.36 1.74 1.61|  0   0   0|   0     0 |   0     0 | 25  391    0   96    1
Jul 22 02:15:30 ubuntu dstat.sh[91932]: 22-07 02:15:30| 11   2  86   1   0|5665M  337M  194M 1677M| 261k  250k|   0   578k|   0  42.1 |2553  4089 |1.36 1.74 1.61|  0   0   0|   0     0 |   0     0 | 25  392    0   99    1
Jul 22 02:15:31 ubuntu dstat.sh[91932]: 22-07 02:15:31|  9   2  86   1   0|5665M  337M  194M 1678M| 134k  116k|   0   923k|   0   124 |3034  5088 |1.36 1.74 1.61|5.0   0 1.0|   0     0 |   0     0 | 25  392    0   96    1
Jul 22 02:15:32 ubuntu dstat.sh[91932]: 22-07 02:15:32| 28   3  65   2   0|5665M  336M  194M 1678M| 559k  549k|   0  1486k|   0   194 |5321  9727 |1.36 1.74 1.61|2.0   0 1.0|   0     0 |   0     0 | 25  392    0   98    1
Jul 22 02:15:33 ubuntu dstat.sh[91932]: 22-07 02:15:33| 27   6  64   1   0|5665M  336M  194M 1678M| 494k  486k|   0  1925k|   0   267 |5875    11k|1.33 1.73 1.60|1.0   0   0|   0     0 |   0     0 | 25  392    0   98    1
Jul 22 02:15:34 ubuntu dstat.sh[91932]: 22-07 02:15:34| 26   4  68   1   1|5666M  335M  194M 1678M| 494k  483k|  52k 1152k|1.00   140 |4795  9395 |1.33 1.73 1.60|2.0 1.0   0|   0     0 |   0     0 | 25  392    0   98    1
Jul 22 02:15:35 ubuntu dstat.sh[91932]: 22-07 02:15:35| 28   4  64   1   0|5666M  334M  194M 1678M| 538k  529k|   0  1807k|   0   252 |5658    10k|1.33 1.73 1.60|2.0 1.0   0|   0     0 |   0     0 | 25  392    0  100    1
Jul 22 02:15:36 ubuntu dstat.sh[91932]: 22-07 02:15:36| 28   6  64   2   0|5667M  333M  194M 1679M| 589k  583k|   0  1557k|   0   226 |5926    11k|1.33 1.73 1.60|1.0   0   0|   0     0 |   0     0 | 25  392    0  102    1
Jul 22 02:15:37 ubuntu dstat.sh[91932]: 22-07 02:15:37| 27   3  66   1   0|5668M  332M  194M 1679M| 512k  508k|   0  1160k|   0   142 |5302  9710 |1.33 1.73 1.60|1.0   0   0|   0     0 |   0     0 | 25  392    0  101    1
Jul 22 02:15:38 ubuntu dstat.sh[91932]: 22-07 02:15:38| 29   4  64   2   1|5668M  331M  194M 1679M| 522k  517k|   0  1472k|   0   213 |5558    10k|1.62 1.79 1.62|2.0   0   0|   0     0 |   0     0 | 25  392    0  104    1
Jul 22 02:15:39 ubuntu dstat.sh[91932]: 22-07 02:15:39| 29   4  65   2   0|5669M  330M  194M 1679M| 585k  580k|   0  1541k|   0   228 |5434    11k|1.62 1.79 1.62|2.0   0   0|   0     0 |   0     0 | 25  392    0  105    1
Jul 22 02:15:40 ubuntu dstat.sh[91932]: 22-07 02:15:40| 22   5  72   1   0|5669M  330M  194M 1679M| 554k  544k|   0  1127k|   0   153 |4850  9167 |1.62 1.79 1.62|  0   0   0|   0     0 |   0     0 | 25  391    0  105    1
Jul 22 02:15:41 ubuntu dstat.sh[91932]: 22-07 02:15:41| 10   2  86   0   0|5669M  330M  194M 1680M| 186k  173k|   0   680k|   0  88.0 |2860  4617 |1.62 1.79 1.62|  0   0   0|   0     0 |   0     0 | 25  391    0  105    1
Jul 22 02:15:42 ubuntu dstat.sh[91932]: 22-07 02:15:42| 11   2  88   0   0|5670M  329M  194M 1680M| 117k  102k|  44k  300k|1.00  28.0 |2510  4083 |1.62 1.79 1.62|1.0   0 2.0|   0     0 |   0     0 | 25  392    0  105    1
Jul 22 02:15:43 ubuntu dstat.sh[91932]: 22-07 02:15:43| 14   3  80   2   0|5670M  329M  194M 1680M| 257k  242k|   0  1893k|   0   294 |4120  6693 |1.49 1.76 1.61|1.0   0   0|   0     0 |   0     0 | 25  391    0  105    1
Jul 22 02:15:44 ubuntu dstat.sh[91932]: 22-07 02:15:44| 20   4  69   5   0|5673M  326M  195M 1680M| 495k  473k|   0    12M|   0  1342 |6404  7231 |1.49 1.76 1.61|  0   0 1.0|   0     0 |   0     0 | 25  392    0  110    1
Jul 22 02:15:45 ubuntu dstat.sh[91932]: 22-07 02:15:45| 13   2  83   1   0|5673M  326M  195M 1680M| 236k  216k|   0   800k|   0  92.9 |3197  5414 |1.49 1.76 1.61|1.0   0   0|   0     0 |   0     0 | 25  392    0  106    1
Jul 22 02:15:46 ubuntu dstat.sh[91932]: 22-07 02:15:46|  8   2  89   0   0|5673M  325M  195M 1680M|  78k   65k|   0   400k|   0  27.0 |2186  3443 |1.49 1.76 1.61|2.0   0   0|   0     0 |   0     0 | 25  391    0  106    1
Jul 22 02:15:47 ubuntu dstat.sh[91932]: 22-07 02:15:47| 15   3  80   2   0|5674M  324M  195M 1681M| 273k  262k| 100k 1041k|4.00   132 |3309  5930 |1.49 1.76 1.61|  0   0   0|   0     0 |   0     0 | 25  391    0  103    1
Jul 22 02:15:48 ubuntu dstat.sh[91932]: 22-07 02:15:48| 18   3  75   1   0|5674M  324M  195M 1681M| 347k  335k|  40k 1351k|1.00   197 |3851  6695 |1.37 1.73 1.60|  0   0   0|   0     0 |   0     0 | 25  391    0  108    1
Jul 22 02:15:49 ubuntu dstat.sh[91932]: 22-07 02:15:49| 10   3  85   1   0|5675M  323M  195M 1681M| 176k  171k|   0  1268k|   0   108 |2745  4585 |1.37 1.73 1.60|2.0   0   0|   0     0 |   0     0 | 25  393    0  107    1
Jul 22 02:15:50 ubuntu dstat.sh[91932]: 22-07 02:15:50| 15   3  80   1   1|5674M  323M  195M 1681M| 174k  169k|   0   773k|   0  93.1 |2930  5152 |1.37 1.73 1.60|  0   0   0|   0     0 |   0     0 | 25  391    0  111    1
Jul 22 02:15:51 ubuntu dstat.sh[91932]: 22-07 02:15:51|  9   1  87   0   0|5674M  323M  195M 1681M| 202k  184k|   0   476k|   0  60.0 |2580  4387 |1.37 1.73 1.60|  0   0   0|   0     0 |   0     0 | 25  391    0  106    1
Jul 22 02:15:52 ubuntu dstat.sh[91932]: 22-07 02:15:52| 11   2  84   0   0|5674M  323M  195M 1681M| 257k  249k|   0   568k|   0  62.0 |2593  4358 |1.37 1.73 1.60|  0   0 2.0|   0     0 |   0     0 | 25  391    0  107    1
Jul 22 02:15:53 ubuntu dstat.sh[91932]: 22-07 02:15:53| 18   2  80   0   0|5675M  323M  195M 1681M| 350k  340k|   0   536k|   0  57.0 |2940  4733 |1.37 1.73 1.60|  0   0   0|   0     0 |   0     0 | 25  392    0  107    1
Jul 22 02:15:54 ubuntu dstat.sh[91932]: 22-07 02:15:54| 13   3  82   2   0|5674M  323M  195M 1681M| 220k  205k|   0  1378k|   0   190 |3718  5935 |1.90 1.83 1.64|1.0 1.0   0|   0     0 |   0     0 | 25  392    0  107    1
Jul 22 02:15:55 ubuntu dstat.sh[91932]: 22-07 02:15:55| 32   3  64   2   0|5674M  322M  195M 1682M| 561k  556k|   0  1326k|   0   178 |5077  8995 |1.90 1.83 1.64|1.0   0   0|   0     0 |   0     0 | 25  393    0  108    1
Jul 22 02:15:56 ubuntu dstat.sh[91932]: 22-07 02:15:56| 29   4  64   2   0|5674M  322M  195M 1682M| 507k  490k|   0  1820k|   0   253 |6073    11k|1.90 1.83 1.64|4.0   0   0|   0     0 |   0     0 | 25  392    0  106    1
Jul 22 02:15:57 ubuntu dstat.sh[91932]: 22-07 02:15:57| 28   4  66   1   0|5675M  321M  195M 1682M| 582k  575k|   0  1320k|   0   168 |5787    11k|1.90 1.83 1.64|1.0   0   0|   0     0 |   0     0 | 25  393    0  106    1
Jul 22 02:15:58 ubuntu dstat.sh[91932]: 22-07 02:15:58|  9   2  86   1   0|5675M  321M  195M 1682M| 203k  195k|   0   652k|   0  87.0 |2895  5161 |1.90 1.83 1.64|1.0   0   0|   0     0 |   0     0 | 25  391    0  105    1
Jul 22 02:15:59 ubuntu dstat.sh[91932]: 22-07 02:15:59| 19   3  75   2   0|5675M  320M  195M 1682M| 325k  321k|   0  1103k|   0   156 |3920  6622 |1.83 1.82 1.63|1.0   0   0|   0     0 |   0     0 | 25  391    0  108    1
Jul 22 02:16:00 ubuntu dstat.sh[91932]: 22-07 02:16:00| 13   2  82   1   1|5675M  320M  195M 1682M| 274k  270k|   0   850k|   0   112 |2997  5182 |1.83 1.82 1.63|1.0   0   0|   0     0 |   0     0 | 25  392    0  103    1
Jul 22 02:16:01 ubuntu dstat.sh[91932]: 22-07 02:16:01| 14   2  81   1   0|5676M  320M  195M 1682M| 269k  255k|   0   730k|   0  94.8 |3049  5120 |1.83 1.82 1.63|  0   0   0|   0     0 |   0     0 | 25  391    0  106    1
Jul 22 02:16:02 ubuntu dstat.sh[91932]: 22-07 02:16:02| 14   3  83   0   0|5677M  318M  195M 1683M| 302k  294k|   0   304k|   0  34.0 |2598  4383 |1.83 1.82 1.63|  0   0 2.0|   0     0 |   0     0 | 25  392    0  106    1
Jul 22 02:16:03 ubuntu dstat.sh[91932]: 22-07 02:16:03| 17   2  77   2   0|5677M  318M  196M 1683M| 393k  376k|   0  1060k|   0   164 |4003  6668 |1.83 1.82 1.63|  0   0   0|   0     0 |   0     0 | 25  392    0  109    1
Jul 22 02:16:04 ubuntu dstat.sh[91932]: 22-07 02:16:04| 11   3  82   1   0|5678M  317M  196M 1683M| 240k  226k|   0  1232k|   0   149 |3429  5803 |1.68 1.79 1.63|3.0 1.0   0|   0     0 |   0     0 | 25  392    0  109    1
Jul 22 02:16:05 ubuntu dstat.sh[91932]: 22-07 02:16:05| 28   5  63   2   0|5678M  315M  196M 1684M| 518k  512k|   0  1929k|   0   280 |5510    11k|1.68 1.79 1.63|1.0 1.0   0|   0     0 |   0     0 | 25  393    0  114    1
Jul 22 02:16:06 ubuntu dstat.sh[91932]: 22-07 02:16:06| 26   6  65   1   0|5678M  314M  196M 1685M| 557k  551k|   0  1414k|   0   192 |5604    11k|1.68 1.79 1.63|1.0   0   0|   0     0 |   0     0 | 25  392    0  106    1
Jul 22 02:16:07 ubuntu dstat.sh[91932]: 22-07 02:16:07| 30   4  64   2   0|5679M  314M  196M 1685M| 534k  526k|   0  1270k|   0   172 |5137  9609 |1.68 1.79 1.63|1.0   0   0|   0     0 |   0     0 | 25  391    0  106    1
Jul 22 02:16:08 ubuntu dstat.sh[91932]: 22-07 02:16:08|  5   1  92   0   0|5679M  314M  196M 1685M|  58k   53k|   0   308k|   0  26.0 |1940  3332 |1.68 1.79 1.63|1.0   0   0|   0     0 |   0     0 | 25  392    0  105    1
Jul 22 02:16:09 ubuntu dstat.sh[91932]: 22-07 02:16:09| 17   3  80   1   0|5679M  313M  196M 1685M| 321k  305k|   0   925k|   0   112 |3478  5957 |1.63 1.77 1.62|  0   0   0|   0     0 |   0     0 | 25  391    0  105    1
Jul 22 02:16:10 ubuntu dstat.sh[91932]: 22-07 02:16:10| 19   2  76   1   0|5679M  313M  196M 1685M| 383k  361k|   0  1043k|   0   132 |3527  6784 |1.63 1.77 1.62|1.0   0   0|   0     0 |   0     0 | 25  393    0  106    1
Jul 22 02:16:11 ubuntu dstat.sh[91932]: 22-07 02:16:11| 29   4  64   2   0|5679M  312M  196M 1686M| 517k  511k|   0  1708k|   0   239 |5247    10k|1.63 1.77 1.62|1.0   0   0|   0     0 |   0     0 | 25  392    0  110    1
Jul 22 02:16:12 ubuntu dstat.sh[91932]: 22-07 02:16:12| 27   4  67   1   0|5680M  311M  196M 1686M| 453k  446k|   0  1064k|   0   125 |4791  9221 |1.63 1.77 1.62|1.0   0 2.0|   0     0 |   0     0 | 25  392    0  108    1
Jul 22 02:16:13 ubuntu dstat.sh[91932]: 22-07 02:16:13| 25   3  69   2   0|5686M  305M  196M 1686M| 451k  442k|   0  1396k|   0   195 |4696  8108 |1.63 1.77 1.62|1.0   0   0|   0     0 |   0     0 | 25  391    0  109    1
Jul 22 02:16:14 ubuntu dstat.sh[91932]: 22-07 02:16:14| 17   2  77   2   0|5687M  303M  196M 1687M| 351k  340k|   0  2487k|   0   447 |4206  6097 |1.50 1.74 1.61|1.0 1.0   0|   0     0 |   0     0 | 25  391    0  103    1
Jul 22 02:16:15 ubuntu dstat.sh[91932]: 22-07 02:16:15|  9   1  84   4   0|5687M  303M  196M 1687M| 121k  113k|   0    10M|   0  1043 |4690  4864 |1.50 1.74 1.61|1.0   0   0|   0     0 |   0     0 | 25  392    0  103    1
Jul 22 02:16:16 ubuntu dstat.sh[91932]: 22-07 02:16:16| 15   3  80   1   0|5687M  302M  196M 1687M| 285k  278k|   0  1274k|   0   170 |3788  6664 |1.50 1.74 1.61|1.0   0   0|   0     0 |   0     0 | 25  391    0  102    1
Jul 22 02:16:17 ubuntu dstat.sh[91932]: 22-07 02:16:17| 20   3  73   3   0|5687M  302M  196M 1687M| 378k  368k|   0  1473k|   0   212 |4432  7597 |1.50 1.74 1.61|1.0   0   0|   0     0 |   0     0 | 25  391    0  103    1
Jul 22 02:16:18 ubuntu dstat.sh[91932]: 22-07 02:16:18| 11   3  86   0   0|5687M  302M  196M 1687M| 257k  251k|   0   248k|   0  24.0 |2331  3866 |1.50 1.74 1.61|1.0   0   0|   0     0 |   0     0 | 25  392    0   99    1
