-- Logs begin at Tue 2022-08-09 12:34:44 UTC, end at Tue 2022-08-09 14:05:56 UTC. --
Aug 09 13:49:50 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 09 13:49:50 ubuntu dstat.sh[491]: [286B blob data]
Aug 09 13:49:50 ubuntu dstat.sh[491]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Aug 09 13:58:21 ubuntu dstat.sh[491]: 09-08 13:58:21| 26   2  72   0   0|1822M  136M  167M 5620M|  10k 1566B|   0     0 |   0     0 |1942  3223 |1.78 1.34 1.05|1.0   0   0|   0     0 |uwsgi                2736 9.5%3657B  13k|openstack            6325  878k   0 3.2%|mysqld       324M|   0     0 |  23   27    0   39    0
Aug 09 13:58:22 ubuntu dstat.sh[491]: 09-08 13:58:22| 26   4  70   1   0|1845M  143M  167M 5592M|6679B 1674B|   0   502k|   0  35.0 |2223  3939 |1.78 1.34 1.05|1.0   0 8.0|   0     0 |uwsgi                2736 5.2%1333B6012B|openstack            6325   12M   0 1.5%|mysqld       325M|   0     0 |  23   39    0   52    0
Aug 09 13:58:23 ubuntu dstat.sh[491]: 09-08 13:58:23| 27   9  61   3   0|1842M  290M  167M 5453M|6798B 1620B|9216B   49M|4.00   419 |3607  5784 |1.78 1.34 1.05|  0 2.0  29|   0     0 |uwsgi                2737 9.5%  88B4602B|swift-object-se      3068   40k  16M4.0%|mysqld       325M|   0     0 |  23   39    0   59    0
Aug 09 13:58:24 ubuntu dstat.sh[491]: 09-08 13:58:24| 12  18  68   2   0|1795M  338M  167M 5453M|5101B 1512B| 140k 4240k|6.00  46.0 |2965  4772 |1.88 1.37 1.06|3.0   0 356|   0     0 |bash                 2692 3.5%  27M  33k|bash                 2692   27M  33k3.5%|mysqld       325M|   0     0 |  23   35    0   61    0
Aug 09 13:58:25 ubuntu dstat.sh[491]: 09-08 13:58:25| 14  23  61   1   0|1807M  324M  167M 5454M|8909B 1620B|8508k 4068k|77.0   118 |3597  6597 |1.88 1.37 1.06|2.0   0 449|   0     0 |bash                 2692 3.0%2627k  28k|swift-object-au      6781 8449k  37k1.5%|mysqld       325M|   0     0 |  23   37    0   61    0
Aug 09 13:58:26 ubuntu dstat.sh[491]: 09-08 13:58:26| 18  20  62   1   0|1809M  322M  167M 5455M|6456B 1620B|7768k   96k|65.0  12.0 |4844  9187 |1.88 1.37 1.06|4.0   0 230|   0     0 |systemd              1    7.8%   0    0 |swift-object-au      3923   16M  38k  0%|mysqld       325M|   0     0 |  23   37    0   61    0
Aug 09 13:58:27 ubuntu dstat.sh[491]: 09-08 13:58:27| 49  10  40   2   0|1888M  243M  167M 5455M|  17k 1620B| 976k  144k|23.0  6.00 |2004  2659 |1.88 1.37 1.06|2.0   0 116|   0     0 |uwsgi                7387  25%  10M  87k|uwsgi                7387   10M  87k 25%|mysqld       325M|   0     0 |  23   39    0   61    0
Aug 09 13:58:28 ubuntu dstat.sh[491]: 09-08 13:58:28| 48   4  48   0   0|1965M  165M  167M 5456M|  11k 1566B|   0     0 |   0     0 |1392  1610 |1.88 1.37 1.06|2.0   0   0|   0     0 |uwsgi                7387  25%7276k 146k|uwsgi                7388 8197k   0  25%|mysqld       325M|   0     0 |  23   39    0   61    0
Aug 09 13:58:29 ubuntu dstat.sh[491]: 09-08 13:58:29| 49   7  43   1   0|2013M  134M  167M 5439M|8254B 1620B|  24k  710k|2.00  40.0 |2971    14k|2.13 1.43 1.08|3.0   0  10|   0     0 |uwsgi                7388  24%2661k 183k|uwsgi                7387 2410k 523k 24%|mysqld       339M|   0     0 |  23   55    0   61    0
Aug 09 13:58:30 ubuntu dstat.sh[491]: 09-08 13:58:30| 26  16  58   0   0|2035M  122M  166M 5432M|7289B 1714B|   0   217k|   0  13.0 |2682  4383 |2.13 1.43 1.08|3.0   0 312|   0     0 |uwsgi                7388  12% 775k1372B|uwsgi                7388  775k1372B 12%|mysqld       339M|   0     0 |  23   53    0   62    0
Aug 09 13:58:31 ubuntu dstat.sh[491]: 09-08 13:58:31| 10  21  68   1   0|2032M  125M  166M 5432M|9290B 1620B|  28k  272k|3.00  18.0 |3111  5259 |2.13 1.43 1.08|2.0   0 390|   0     0 |bash                 2692 3.8%1765k  25k|bash                 2692 1765k  25k3.8%|mysqld       339M|   0     0 |  23   53    0   62    0
Aug 09 13:58:32 ubuntu dstat.sh[491]: 09-08 13:58:32| 15  22  62   1   0|2038M  367M  166M 5197M|6732B 1620B|4096B  100k|1.00  9.00 |3941  6562 |2.13 1.43 1.08|1.0 1.0 233|   0     0 |systemd              1    8.0%   0    0 |bash                 2692 1466k  11k1.5%|mysqld       339M|   0     0 |  23   53    0   62    0
Aug 09 13:58:33 ubuntu dstat.sh[491]: 09-08 13:58:33| 24  10  63   3   0|2079M  325M  166M 5198M|5816B 1620B|1396k  665k|24.0  57.0 |2061  3165 |2.13 1.43 1.08|1.0   0 146|   0     0 |neutron-server       8418  22%  11M2795B|neutron-server       8418   11M2795B 22%|mysqld       339M|   0     0 |  23   55    0   63    0
Aug 09 13:58:34 ubuntu dstat.sh[491]: 09-08 13:58:34| 23   5  72   0   0|2115M  289M  166M 5198M|6957B 1620B|   0   196k|   0  8.00 |1263  2774 |2.04 1.42 1.08|1.0   0 4.0|   0     0 |python               8418  25%7124k 110k|python               8418 7124k 110k 25%|mysqld       339M|   0     0 |  23   55    0   63    0
Aug 09 13:58:35 ubuntu dstat.sh[491]: 09-08 13:58:35| 24   4  71   1   0|2143M  258M  166M 5200M|6031B 1512B|4096B 1860k|1.00  59.0 |1542  2648 |2.04 1.42 1.08|3.0   0 5.0|   0     0 |python               8418  24%3897k 935k|python               8418 3897k 935k 24%|mysqld       341M|   0     0 |  23   57    0   64    0
Aug 09 13:58:36 ubuntu dstat.sh[491]: 09-08 13:58:36| 43  15  40   1   0|2296M  673M  166M 4651M|5775B 1620B|   0  5181k|   0   576 |5392    14k|2.04 1.42 1.08|2.0 1.0  67|   0     0 |python               8418  17% 458k 536k|python               8418  458k 536k 17%|mysqld       371M|   0     0 |  24   85    0   88    0
Aug 09 13:58:37 ubuntu dstat.sh[491]: 09-08 13:58:37| 10  21  66   2   0|2295M  674M  166M 4651M|6996B 1620B|  84k 9988k|2.00   491 |4097  5478 |2.04 1.42 1.08|1.0   0 405|   0     0 |bash                 2692 3.2%1702k  26k|bash                 2692 1702k  26k3.2%|mysqld       371M|   0     0 |  24   85    0   88    0
Aug 09 13:58:38 ubuntu dstat.sh[491]: 09-08 13:58:38| 14  21  64   0   0|2297M  672M  166M 4651M|7655B 1620B|   0  1056k|   0  43.0 |3630  7189 |2.04 1.42 1.08|4.0   0 329|   0     0 |systemd              1    3.5%   0    0 |bash                 2692 2569k  20k2.8%|mysqld       371M|   0     0 |  24   85    0   88    0
Aug 09 13:58:39 ubuntu dstat.sh[491]: 09-08 13:58:39| 37  14  45   4   0|2347M  622M  166M 4652M|6360B 1566B| 504k   84k|20.0  6.00 |2474  3925 |2.20 1.46 1.10|2.0   0 158|   0     0 |uwsgi                9453  16%4894k2990B|uwsgi                9453 4894k2990B 16%|mysqld       371M|   0     0 |  24   87    0   88    0
Aug 09 13:58:40 ubuntu dstat.sh[491]: 09-08 13:58:40| 43   9  47   0   0|2427M  541M  166M 4652M|5561B 1620B|   0   396k|   0  20.0 |1822  3692 |2.20 1.46 1.10|2.0   0  62|   0     0 |uwsgi                9452  24%9093k  23k|uwsgi                9453 9209k 193k 21%|mysqld       375M|   0     0 |  24   89    0   89    0
Aug 09 13:58:41 ubuntu dstat.sh[491]: 09-08 13:58:41|  9  21  69   0   0|2428M  540M  166M 4652M|7307B 1620B|   0   164k|   0  9.00 |3129  5168 |2.20 1.46 1.10|1.0   0 383|   0     0 |bash                 2692 4.5% 509k  23k|bash                 2692  509k  23k4.5%|mysqld       375M|   0     0 |  24   89    0   89    0
Aug 09 13:58:42 ubuntu dstat.sh[491]: 09-08 13:58:42| 10  19  71   0   0|2427M  540M  166M 4652M|6563B 1620B|   0   648k|   0  29.0 |3178  5205 |2.20 1.46 1.10|1.0   0 414|   0     0 |bash                 2692 3.8% 520k  25k|bash                 2692  520k  25k3.8%|mysqld       375M|   0     0 |  24   89    0   89    0
Aug 09 13:58:43 ubuntu dstat.sh[491]: 09-08 13:58:43| 17  13  69   0   0|2454M  514M  166M 4653M|7683B 1458B|   0    56k|   0  6.00 |2318  3876 |2.20 1.46 1.10|1.0   0 278|   0     0 |openstack            10713 12%5513k   0 |openstack            107135513k   0  12%|mysqld       375M|   0     0 |  24   89    0   89    0
Aug 09 13:58:44 ubuntu dstat.sh[491]: 09-08 13:58:44| 25   3  72   0   0|2482M  486M  166M 4653M|  14k 1512B|  56k   82k|4.00  12.0 |1546  2405 |2.10 1.46 1.10|1.0   0   0|   0     0 |openstack            10713 16%5520k   0 |openstack            107135520k   0  16%|mysqld       375M|   0     0 |  24  111    0   85    0
Aug 09 13:58:45 ubuntu dstat.sh[491]: 09-08 13:58:45| 18   9  71   1   0|2453M  513M  166M 4653M|6659B 1512B| 636k    0 |39.0     0 |1853  2736 |2.10 1.46 1.10|1.0   0 135|   0     0 |openstack            10848 12%4533k   0 |bash                 2692   11M9924B0.5%|mysqld       375M|   0     0 |  24  109    0   86    0
Aug 09 13:58:46 ubuntu dstat.sh[491]: 09-08 13:58:46| 28   4  68   0   0|2488M  479M  166M 4653M|6960B 1620B|   0     0 |   0     0 |1606  2552 |2.10 1.46 1.10|2.0   0 1.0|   0     0 |openstack            10848 17%6477k   0 |openstack            108486477k   0  17%|mysqld       375M|   0     0 |  24  115    0   91    0
Aug 09 13:58:47 ubuntu dstat.sh[491]: 09-08 13:58:47| 27   8  65   0   0|2480M  487M  166M 4653M|5440B 1620B|4096B    0 |1.00     0 |1752  2794 |2.10 1.46 1.10|2.0   0 109|   0     0 |openstack            10956 14%6512k   0 |bash                 2692   11M8371B0.5%|mysqld       376M|   0     0 |  24  113    0   92    0
Aug 09 13:58:48 ubuntu dstat.sh[491]: 09-08 13:58:48| 25   3  72   0   0|2514M  453M  166M 4653M|6153B 1620B|   0    76k|   0  3.00 |1577  2533 |2.10 1.46 1.10|1.0   0   0|   0     0 |openstack            10956 12%4537k   0 |openstack            109564537k   0  12%|mysqld       376M|   0     0 |  24  117    0   96    0
Aug 09 13:58:49 ubuntu dstat.sh[491]: 09-08 13:58:49| 28   4  67   0   0|2532M  435M  166M 4653M|5854B 1620B|   0   616k|   0  57.0 |1960  3152 |2.01 1.45 1.10|4.0   0 1.0|   0     0 |python               8620  23% 185k  71k|python               8620  185k  71k 23%|mysqld       377M|   0     0 |  24  121    0   96    0
Aug 09 13:58:50 ubuntu dstat.sh[491]: 09-08 13:58:50| 21  11  68   0   0|2497M  470M  166M 4654M|5942B 1620B|   0   588k|   0  35.0 |2244  3627 |2.01 1.45 1.10|1.0   0 222|   0     0 |python               8620 6.5%   1B  11k|bash                 2692   11M  20k0.2%|mysqld       378M|   0     0 |  24  119    0   93    0
Aug 09 13:58:51 ubuntu dstat.sh[491]: 09-08 13:58:51| 24   4  71   0   0|2535M  431M  166M 4654M|6973B 1620B|   0  2432k|   0  78.0 |1528  2283 |2.01 1.45 1.10|1.0   0   0|   0     0 |openstack            11181 22%9121k   0 |openstack            111819121k   0  22%|mysqld       378M|   0     0 |  24  123    0   98    0
Aug 09 13:58:52 ubuntu dstat.sh[491]: 09-08 13:58:52| 25   2  72   0   0|2539M  427M  166M 4654M|9183B 1620B|   0   220k|   0  17.0 |1509  2528 |2.01 1.45 1.10|1.0   0   0|   0     0 |python               8620  22%   0 6020B|python2              535    47k 452B0.2%|mysqld       378M|   0     0 |  24  121    0   99    0
Aug 09 13:58:53 ubuntu dstat.sh[491]: 09-08 13:58:53| 21   9  70   0   0|2498M  468M  166M 4654M|6908B 1512B|   0   316k|   0  24.0 |2180  3541 |2.01 1.45 1.10|1.0   0 157|   0     0 |python               8620  10%   1B  17k|bash                 2692   11M  24k0.2%|mysqld       378M|   0     0 |  24  119    0  100    0
Aug 09 13:58:54 ubuntu dstat.sh[491]: 09-08 13:58:54| 24   4  72   0   0|2532M  434M  166M 4654M|5931B 1674B|   0  1240k|   0  47.0 |1204  1800 |1.93 1.44 1.10|3.0   0   0|   0     0 |openstack            11338 25%8398k   0 |openstack            113388398k   0  25%|mysqld       378M|   0     0 |  24  119    0  100    0
Aug 09 13:58:55 ubuntu dstat.sh[491]: 09-08 13:58:55| 24   7  68   0   0|2502M  464M  166M 4654M|  15k 1620B|   0    76k|   0  9.00 |1745  2642 |1.93 1.44 1.10|2.0   0  72|   0     0 |openstack            114109.2%3246k   0 |bash                 2692   11M7891B0.2%|mysqld       378M|   0     0 |  24  119    0  106    0
Aug 09 13:58:56 ubuntu dstat.sh[491]: 09-08 13:58:56| 25   2  73   0   0|2535M  431M  166M 4654M|7032B 1512B|   0     0 |   0     0 |1233  1783 |1.93 1.44 1.10|1.0   0   0|   0     0 |openstack            11410 23%7764k   0 |openstack            114107764k   0  23%|mysqld       378M|   0     0 |  24  123    0  110    0
Aug 09 13:58:57 ubuntu dstat.sh[491]: 09-08 13:58:57| 23   6  71   0   0|2522M  444M  166M 4654M|6957B 1620B|   0    92k|   0  6.00 |1499  2453 |1.93 1.44 1.10|2.0   0  97|   0     0 |openstack            11505 17%7669k   0 |bash                 2692   11M7522B0.2%|mysqld       378M|   0     0 |  24  119    0  112    0
Aug 09 13:58:58 ubuntu dstat.sh[491]: 09-08 13:58:58| 24   3  72   0   0|2538M  428M  166M 4654M|6203B 1620B|   0   100k|   0  11.0 |1437  2410 |1.93 1.44 1.10|1.0   0   0|   0     0 |openstack            11505 16%3381k   0 |openstack            115053381k   0  16%|mysqld       378M|   0     0 |  24  121    0  118    0
Aug 09 13:58:59 ubuntu dstat.sh[491]: 09-08 13:58:59| 20  10  71   0   0|2506M  460M  166M 4654M|6312B 1620B|   0   224k|   0  16.0 |1811  2873 |1.94 1.45 1.10|1.0   0 135|   0     0 |openstack            116429.5%3274k   0 |bash                 2692   11M  16k0.5%|mysqld       378M|   0     0 |  24  119    0  119    0
Aug 09 13:59:00 ubuntu dstat.sh[491]: 09-08 13:59:00| 24   3  72   0   0|2491M  475M  166M 4654M|6376B 1620B|   0   156k|   0  12.0 |1206  2101 |1.94 1.45 1.10|2.0   0 1.0|   0     0 |uwsgi                2736 2.0%2718B  13k|python2              535    50k 459B0.2%|mysqld       378M|   0     0 |  24  119    0  125    0
Aug 09 13:59:01 ubuntu dstat.sh[491]: 09-08 13:59:01| 22   7  71   0   0|2535M  431M  166M 4654M|5853B 1620B|   0     0 |   0     0 |1477  2301 |1.94 1.45 1.10|1.0   0  98|   0     0 |openstack            11741 22%  10M   0 |bash                 2692   11M7889B  0%|mysqld       378M|   0     0 |  24  119    0  119    0
Aug 09 13:59:02 ubuntu dstat.sh[491]: 09-08 13:59:02| 28   2  69   1   0|2544M  422M  166M 4654M|6182B 1620B|   0   864k|   0  82.0 |1866  3572 |1.94 1.45 1.10|1.0   0 1.0|   0     0 |python               8620  16% 459B  23k|openstack            117411042k   0 4.2%|mysqld       378M|   0     0 |  24  123    0  124    0
Aug 09 13:59:03 ubuntu dstat.sh[491]: 09-08 13:59:03| 22   8  66   4   0|2520M  445M  166M 4654M|8571B 1620B|   0  4588k|   0   412 |3085  2918 |1.94 1.45 1.10|1.0   0  94|   0     0 |openstack            11834 15%6109k   0 |bash                 2692   11M  22k0.5%|mysqld       378M|   0     0 |  24  121    0  120    0
Aug 09 13:59:04 ubuntu dstat.sh[491]: 09-08 13:59:04| 25   3  72   0   0|2548M  418M  166M 4654M|7458B 1512B|   0   436k|   0  26.0 |1392  2129 |1.86 1.44 1.10|2.0   0   0|   0     0 |openstack            11834 15%4927k   0 |openstack            118344927k   0  15%|mysqld       378M|   0     0 |  24  123    0  125    0
Aug 09 13:59:05 ubuntu dstat.sh[491]: 09-08 13:59:05| 26   2  72   0   0|2559M  407M  166M 4654M|6970B 1566B|   0   524k|   0  18.0 |1513  2337 |1.86 1.44 1.10|1.0   0   0|   0     0 |python               8621  23%  19k5231B|python2              535   102k 894B  0%|mysqld       378M|   0     0 |  24  125    0  126    0
Aug 09 13:59:06 ubuntu dstat.sh[491]: 09-08 13:59:06| 28   4  67   0   0|2567M  398M  166M 4654M|8546B 1620B|   0   656k|   0  43.0 |1804  3043 |1.86 1.44 1.10|2.0   0 2.0|   0     0 |python               8621  23%  83k  29k|python               8621   83k  29k 23%|mysqld       378M|   0     0 |  24  129    0  126    0
Aug 09 13:59:07 ubuntu dstat.sh[491]: 09-08 13:59:07| 29   2  68   1   0|2572M  393M  166M 4654M|  15k 1620B|   0  2624k|   0   227 |1753  2472 |1.86 1.44 1.10|1.0   0 3.0|   0     0 |python               8621  24%   2B  17k|python2              535    52k 468B0.5%|mysqld       378M|   0     0 |  24  131    0  123    0
Aug 09 13:59:08 ubuntu dstat.sh[491]: 09-08 13:59:08| 23   6  71   0   0|2559M  406M  166M 4654M|7789B 1662B|   0   504k|   0  23.0 |1729  2709 |1.86 1.44 1.10|1.0   0  99|   0     0 |openstack            11940 15%7007k   0 |bash                 2692   11M 330B0.2%|mysqld       378M|   0     0 |  24  129    0  124    0
Aug 09 13:59:09 ubuntu dstat.sh[491]: 09-08 13:59:09| 25   3  72   0   0|2576M  389M  166M 4654M|7457B 1620B|   0   440k|   0  28.0 |1482  2289 |1.79 1.43 1.10|2.0   0   0|   0     0 |openstack            11940 16%4043k   0 |openstack            119404043k   0  16%|mysqld       378M|   0     0 |  24  131    0  129    0
Aug 09 13:59:10 ubuntu dstat.sh[491]: 09-08 13:59:10| 21  10  69   1   0|2530M  435M  166M 4654M|6951B 1620B|   0   732k|   0  41.0 |2423  3853 |1.79 1.43 1.10|1.0   0 204|   0     0 |python               8620 9.8%   0 4960B|bash                 2692   11M  27k0.2%|mysqld       378M|   0     0 |  24  129    0  130    0
Aug 09 13:59:11 ubuntu dstat.sh[491]: 09-08 13:59:11| 25   3  71   0   0|2573M  392M  166M 4654M|  10k 1620B|   0  3712k|   0   112 |1434  2024 |1.79 1.43 1.10|3.0   0   0|   0     0 |openstack            12144 25%  10M   0 |openstack            12144  10M   0  25%|mysqld       378M|   0     0 |  24  131    0  132    0
Aug 09 13:59:12 ubuntu dstat.sh[491]: 09-08 13:59:12| 27   1  72   0   0|2574M  392M  166M 4654M|7801B 1620B|   0   292k|   0  14.0 |1654  2678 |1.79 1.43 1.10|3.0   0   0|   0     0 |python               8620  21% 456B2065B|python2              535    54k 449B  0%|mysqld       379M|   0     0 |  24  131    0  135    0
Aug 09 13:59:13 ubuntu dstat.sh[491]: 09-08 13:59:13| 28   1  71   1   0|2576M  389M  166M 4654M|6579B 1620B|   0   444k|   0  32.0 |1726  2773 |1.79 1.43 1.10|1.0   0   0|   0     0 |python               8620  23%   1B  12k|python2              535    54k 463B0.2%|mysqld       379M|   0     0 |  24  131    0  134    0
Aug 09 13:59:14 ubuntu dstat.sh[491]: 09-08 13:59:14| 29   6  65   0   0|2531M  434M  166M 4655M|8479B 1566B| 212k  324k|4.00  21.0 |1994  3164 |1.81 1.44 1.10|2.0   0  73|   0     0 |python               8620  16%   1B  10k|bash                 2692   11M5065B0.5%|mysqld       379M|   0     0 |  24  129    0  135    0
Aug 09 13:59:15 ubuntu dstat.sh[491]: 09-08 13:59:15| 10  22  68   1   0|2531M  434M  166M 4655M|7204B 1512B|   0  6487k|   0   112 |3219  5628 |1.81 1.44 1.10|2.0   0 390|   0     0 |bash                 2692 4.2%1493k  24k|bash                 2692 1493k  24k4.2%|mysqld       379M|   0     0 |  24  129    0  135    0
Aug 09 13:59:16 ubuntu dstat.sh[491]: 09-08 13:59:16| 15  21  64   0   0|2534M  431M  166M 4655M|5814B 1620B|   0    96k|   0  10.0 |4061  9013 |1.81 1.44 1.10|5.0   0 235|   0     0 |systemd              1    8.5%   0    0 |bash                 2692 1744k  12k1.5%|mysqld       379M|   0     0 |  24  129    0  136    0
Aug 09 13:59:17 ubuntu dstat.sh[491]: 09-08 13:59:17| 33  23  44   0   0|2584M  381M  166M 4655M|7249B 1620B|   0   112k|   0  11.0 |3284  5862 |1.81 1.44 1.10|3.0   0 473|   0     0 |nova-scheduler       12832 25%  12M1221B|nova-scheduler       12832  12M1221B 25%|mysqld       379M|   0     0 |  24  129    0  135    0
Aug 09 13:59:18 ubuntu dstat.sh[491]: 09-08 13:59:18| 38  20  42   0   0|2617M  348M  166M 4655M|7334B 1620B|   0    28k|   0  7.00 |4011  8898 |1.81 1.44 1.10|2.0   0 281|   0     0 |nova-scheduler       12832 22%5454k  21k|nova-scheduler       128325454k  21k 22%|mysqld       379M|   0     0 |  26  131    0  136    0
Aug 09 13:59:19 ubuntu dstat.sh[491]: 09-08 13:59:19| 66  24  10   0   0|2760M  203M  166M 4657M|6455B 1662B|   0   400k|   0  20.0 |3842    10k|2.23 1.54 1.14|3.0   0 613|   0     0 |uwsgi                13601 23%9188k   0 |uwsgi                136029670k 412B 21%|mysqld       379M|   0     0 |  26  143    0  141    0
Aug 09 13:59:20 ubuntu dstat.sh[491]: 09-08 13:59:20| 58  23  19   0   0|2846M  123M  166M 4651M|  18k 1620B|   0   481k|   0  29.0 |4207  9198 |2.23 1.54 1.14|6.0 1.0 326|   0     0 |uwsgi                13602 24%7730k   7B|uwsgi                136018215k   7B 24%|mysqld       379M|   0     0 |  26  143    0  141    0
Aug 09 13:59:21 ubuntu dstat.sh[491]: 09-08 13:59:21| 54  27  14   4   0|2910M  148M  164M 4566M|7067B 1620B| 912k 7020k|29.0   576 |6431    13k|2.23 1.54 1.14|5.0   0 548|   0     0 |nova-novncproxy      14505 20%8409k  11k|nova-novncproxy      145058409k  11k 20%|mysqld       389M|   0     0 |  26  159    0  135    0
Aug 09 13:59:22 ubuntu dstat.sh[491]: 09-08 13:59:22| 31  17  43   9   0|2959M  121M  163M 4545M|7186B 1620B| 300k 5312k|18.0   443 |3598  4655 |2.23 1.54 1.14|1.0 1.0 350|   0     0 |nova-novncproxy      14505 26%  11M  14k|nova-novncproxy      14505  11M  14k 26%|mysqld       389M|   0     0 |  26  159    0  135    0
Aug 09 13:59:23 ubuntu dstat.sh[491]: 09-08 13:59:23| 13  15  61  11   0|2961M  133M  163M 4533M|7511B 1620B| 356k  128k|26.0  13.0 |2814  4568 |2.23 1.54 1.14|1.0   0 267|   0     0 |nova-novncproxy      145052.2% 151k 638B|bash                 2692 2506k  16k1.8%|mysqld       389M|   0     0 |  27  159    0  116    0
Aug 09 13:59:24 ubuntu dstat.sh[491]: 09-08 13:59:24| 21  20  54   5   0|2982M  129M  163M 4516M|5871B 1620B| 616k  228k|84.0  17.0 |3719  8792 |2.45 1.59 1.16|5.0   0 274|   0     0 |nova-conductor       157748.5%3525k 141B|nova-conductor       157743525k 141B8.5%|mysqld       389M|   0     0 |  27  159    0  116    0
Aug 09 13:59:25 ubuntu dstat.sh[491]: 09-08 13:59:25| 35  23  34   7   0|3038M  121M  162M 4471M|6761B 1512B|6508k 2391k| 136   300 |3808  5680 |2.45 1.59 1.16|4.0   0 402|   0     0 |nova-conductor       15774 24%  12M1148B|nova-conductor       15774  12M1148B 24%|mysqld       389M|   0     0 |  27  159    0  112    0
Aug 09 13:59:26 ubuntu dstat.sh[491]: 09-08 13:59:26| 45  23  28   4   0|3123M  128M  161M 4384M|7036B 1566B|  12M  228k| 208  29.0 |4615  9169 |2.45 1.59 1.16| 10 1.0 310|   0     0 |nova-conductor       15774 22%3042k 164k|swift-object-au      161799856k   0 1.0%|mysqld       400M|   0     0 |  27  169    0  115    0
Aug 09 13:59:27 ubuntu dstat.sh[491]: 09-08 13:59:27| 39  25  34   2   0|3181M  209M  160M 4251M|  11k 1620B|1752k 2607k|47.0   306 |5067  9682 |2.45 1.59 1.16|2.0   0 488|   0     0 |nova-conductor       16454 24%  12M   0 |swift-object-au      3923   16M  38k  0%|mysqld       400M|   0     0 |  27  173    0  115    0
Aug 09 13:59:28 ubuntu dstat.sh[491]: 09-08 13:59:28| 42  26  31   1   0|3261M  126M  160M 4253M|8600B 1620B|1644k  324k| 107  21.0 |4512    11k|2.45 1.59 1.16|1.0   0 546|   0     0 |nova-conductor       16454 20%2494k 229k|nova-conductor       164542494k 229k 20%|mysqld       402M|   0     0 |  27  183    0  118    0
Aug 09 13:59:29 ubuntu dstat.sh[491]: 09-08 13:59:29| 13  20  59   8   0|3263M  146M  160M 4233M|7585B 1620B| 540k 6412k|26.0   688 |5222  7893 |2.65 1.65 1.18|1.0   0 271|   0     0 |systemd              1    7.8%   0    0 |bash                 2692 1819k  13k1.2%|mysqld       402M|   0     0 |  27  183    0  118    0
Aug 09 13:59:30 ubuntu dstat.sh[491]: 09-08 13:59:30| 41  13  46   1   0|3345M  135M  159M 4167M|  16k 1606B|  40k 1060k|8.00   132 |2739  4395 |2.65 1.65 1.18|3.0   0 124|   0     0 |nova-compute         18009 24%   0    0 |nova-manage          181247568k   0  17%|mysqld       402M|   0     0 |  27  183    0  118    0
Aug 09 13:59:31 ubuntu dstat.sh[491]: 09-08 13:59:31| 47   7  46   0   0|3428M  186M  157M 4038M|6667B 1404B|1248k   40k|42.0  6.00 |1852  2266 |2.65 1.65 1.18|3.0   0 1.0|   0     0 |nova-manage          18124 25%9872k   0 |nova-manage          181249872k   0  25%|mysqld       402M|   0     0 |  27  183    0  117    0
Aug 09 13:59:32 ubuntu dstat.sh[491]: 09-08 13:59:32| 44   6  46   4   0|3473M  140M  157M 4040M|5968B 1458B| 804k  332k|60.0  14.0 |1975  2672 |2.65 1.65 1.18|3.0 1.0 5.0|   0     0 |nova-manage          18124 25%2844k1135B|nova-manage          181242844k1135B 25%|mysqld       404M|   0     0 |  27  191    0  120    0
Aug 09 13:59:33 ubuntu dstat.sh[491]: 09-08 13:59:33| 44  12  40   5   0|3425M  181M  157M 4047M|6298B 1188B|5100k  412k|90.0  21.0 |4008    17k|2.65 1.65 1.18|3.0   0  72|   0     0 |openstack            18172 20%8139k 272B|bash                 2692   20M3603B0.2%|mysqld       405M|   0     0 |  27  199    0  123    0
Aug 09 13:59:34 ubuntu dstat.sh[491]: 09-08 13:59:34| 39  10  51   1   0|3445M  156M  157M 4051M|5487B 1458B|  20k  532k|5.00  42.0 |6187    19k|2.52 1.64 1.18|3.0   0 1.0|   0     0 |openstack            18172 12%3392k   0 |openstack            181723392k   0  12%|mysqld       405M|   0     0 |  27  203    0  135    0
Aug 09 13:59:35 ubuntu dstat.sh[491]: 09-08 13:59:35| 27   3  71   0   0|3436M  165M  157M 4051M|  11k 1566B|   0   332k|   0  15.0 |1477  2240 |2.52 1.64 1.18|2.0   0 5.0|   0     0 |openstack            18210 20%9140k   0 |bash                 2692   11M 863B0.2%|mysqld       405M|   0     0 |  27  201    0  136    0
Aug 09 13:59:36 ubuntu dstat.sh[491]: 09-08 13:59:36| 26   4  70   0   0|3451M  150M  157M 4051M|8853B 1674B|   0   340k|   0  26.0 |1885  3035 |2.52 1.64 1.18|2.0   0   0|   0     0 |openstack            18210 11%2385k   0 |openstack            182102385k   0  11%|mysqld       405M|   0     0 |  27  205    0  144    0
Aug 09 13:59:37 ubuntu dstat.sh[491]: 09-08 13:59:37| 25   4  70   0   0|3445M  156M  157M 4051M|9460B 1566B|  84k  276k|2.00  12.0 |1626  2399 |2.52 1.64 1.18|2.0   0 7.0|   0     0 |openstack            18215 20%7669k   0 |bash                 2692   11M1174B  0%|mysqld       405M|   0     0 |  27  205    0  121    0
