-- Logs begin at Thu 2022-05-12 19:17:07 UTC, end at Thu 2022-05-12 20:56:07 UTC. --
May 12 20:17:53 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
May 12 20:17:53 ubuntu dstat.sh[79421]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
May 12 20:17:53 ubuntu dstat.sh[79421]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 12 20:35:27 ubuntu dstat.sh[79421]: 12-05 20:35:27| 20   3  74   2   0|5907M  265M  188M 1527M| 338k  327k|   0  1242k|   0   178 |4058  7272 |1.37 1.84 1.65|1.0   0   0|   0     0 |   0     0 | 25  296    0  105    0
May 12 20:35:28 ubuntu dstat.sh[79421]: 12-05 20:35:28| 24   4  72   0   0|5900M  272M  188M 1527M| 484k  466k|   0   607k|   0  56.9 |3339  5418 |1.37 1.84 1.65|1.0   0   0|   0     0 |   0     0 | 25  297    0  103    0
May 12 20:35:29 ubuntu dstat.sh[79421]: 12-05 20:35:29| 12   2  84   1   1|5901M  271M  188M 1527M| 155k  120k|   0   693k|   0  85.2 |3269  5159 |1.37 1.84 1.65|5.0   0   0|   0     0 |   0     0 | 25  297    0  103    0
May 12 20:35:30 ubuntu dstat.sh[79421]: 12-05 20:35:30| 12   2  82   2   0|5901M  271M  188M 1528M| 197k  181k|   0   915k|   0   125 |3781  6292 |1.37 1.84 1.65|2.0   0   0|   0     0 |   0     0 | 25  296    0  101    0
May 12 20:35:31 ubuntu dstat.sh[79421]: 12-05 20:35:31| 14   2  80   1   0|5902M  270M  188M 1528M| 261k  240k|   0   972k|   0   133 |3796  6336 |1.37 1.84 1.65|2.0   0 2.0|   0     0 |   0     0 | 25  296    0  101    0
May 12 20:35:32 ubuntu dstat.sh[79421]: 12-05 20:35:32| 15   3  80   2   0|5902M  270M  188M 1528M| 277k  254k|   0  1154k|   0   140 |3757  6133 |1.26 1.80 1.64|  0   0   0|   0     0 |   0     0 | 25  296    0   99    0
May 12 20:35:33 ubuntu dstat.sh[79421]: 12-05 20:35:33| 14   2  80   0   0|5902M  270M  188M 1528M| 318k  296k|   0   759k|   0  80.9 |3522  5775 |1.26 1.80 1.64|2.0   0   0|   0     0 |   0     0 | 25  298    0  100    0
May 12 20:35:34 ubuntu dstat.sh[79421]: 12-05 20:35:34| 30   4  62   3   0|5902M  270M  188M 1528M| 564k  548k|   0  1760k|   0   248 |5655  9915 |1.26 1.80 1.64|1.0   0   0|   0     0 |   0     0 | 25  297    0   99    0
May 12 20:35:35 ubuntu dstat.sh[79421]: 12-05 20:35:35| 26   3  67   1   0|5903M  268M  188M 1528M| 558k  534k|   0   976k|   0   118 |4948  8666 |1.26 1.80 1.64|2.0   0   0|   0     0 |   0     0 | 25  297    0   99    0
May 12 20:35:36 ubuntu dstat.sh[79421]: 12-05 20:35:36| 26   5  66   2   0|5903M  267M  188M 1529M| 552k  528k| 128k 1709k|1.00   212 |5583  9669 |1.26 1.80 1.64|4.0   0   0|   0     0 |   0     0 | 25  297    0   98    0
May 12 20:35:37 ubuntu dstat.sh[79421]: 12-05 20:35:37| 30   3  65   1   0|5903M  267M  188M 1529M| 583k  576k|   0  1245k|   0   163 |4875  8618 |1.16 1.77 1.63|3.0   0   0|   0     0 |   0     0 | 25  298    0  101    0
May 12 20:35:38 ubuntu dstat.sh[79421]: 12-05 20:35:38| 28   5  64   3   1|5905M  265M  188M 1529M| 538k  523k|   0  1784k|   0   272 |5566  9870 |1.16 1.77 1.63|4.0   0 1.0|   0     0 |   0     0 | 25  297    0  104    0
May 12 20:35:39 ubuntu dstat.sh[79421]: 12-05 20:35:39| 24   4  67   1   0|5906M  264M  188M 1530M| 479k  462k|   0   806k|   0  91.8 |4950  8455 |1.16 1.77 1.63|2.0   0   0|   0     0 |   0     0 | 25  298    0  104    0
May 12 20:35:40 ubuntu dstat.sh[79421]: 12-05 20:35:40| 19   3  75   2   0|5906M  263M  189M 1530M| 345k  329k|   0   965k|   0   133 |4058  6582 |1.16 1.77 1.63|1.0   0   0|   0     0 |   0     0 | 25  296    0  103    0
May 12 20:35:41 ubuntu dstat.sh[79421]: 12-05 20:35:41| 12   3  83   1   1|5907M  262M  189M 1530M| 247k  228k|   0   877k|   0   128 |3424  5564 |1.16 1.77 1.63|2.0   0 2.0|   0     0 |   0     0 | 25  296    0  103    0
May 12 20:35:42 ubuntu dstat.sh[79421]: 12-05 20:35:42| 14   3  82   0   0|5907M  262M  189M 1530M| 255k  240k|   0   611k|   0  66.9 |3249  5129 |1.07 1.74 1.62|3.0   0   0|   0     0 |   0     0 | 25  297    0  100    0
May 12 20:35:43 ubuntu dstat.sh[79421]: 12-05 20:35:43|  9   1  81   8   0|5907M  262M  189M 1530M| 178k  156k|   0    12M|   0  1398 |5809  5730 |1.07 1.74 1.62|1.0   0   0|   0     0 |   0     0 | 25  296    0  100    0
May 12 20:35:44 ubuntu dstat.sh[79421]: 12-05 20:35:44| 11   3  83   1   0|5907M  261M  189M 1530M| 230k  217k|   0   808k|   0  95.0 |3221  5203 |1.07 1.74 1.62|3.0   0   0|   0     0 |   0     0 | 25  296    0   98    0
May 12 20:35:45 ubuntu dstat.sh[79421]: 12-05 20:35:45| 14   2  81   2   0|5907M  261M  189M 1530M| 294k  280k|   0  1025k|   0   133 |3551  5825 |1.07 1.74 1.62|2.0   0   0|   0     0 |   0     0 | 25  296    0   99    0
May 12 20:35:46 ubuntu dstat.sh[79421]: 12-05 20:35:46| 10   2  85   0   0|5907M  261M  189M 1530M| 245k  217k|   0   784k|   0  91.0 |3081  5084 |1.07 1.74 1.62|2.0   0   0|   0     0 |   0     0 | 25  296    0   93    0
May 12 20:35:47 ubuntu dstat.sh[79421]: 12-05 20:35:47|  9   2  87   0   0|5912M  256M  189M 1530M| 168k  150k|   0   420k|   0  40.0 |2555  4090 |0.98 1.72 1.62|3.0 1.0   0|   0     0 |   0     0 | 25  297    0   93    0
May 12 20:35:48 ubuntu dstat.sh[79421]: 12-05 20:35:48|  9   2  86   2   0|5912M  256M  189M 1531M| 170k  150k|   0   921k|   0   125 |3272  5398 |0.98 1.72 1.62|1.0   0   0|   0     0 |   0     0 | 25  296    0   93    0
May 12 20:35:49 ubuntu dstat.sh[79421]: 12-05 20:35:49| 11   2  83   1   0|5912M  256M  189M 1531M| 251k  235k|   0   800k|   0   104 |3544  5768 |0.98 1.72 1.62|1.0   0   0|   0     0 |   0     0 | 25  296    0   88    0
May 12 20:35:50 ubuntu dstat.sh[79421]: 12-05 20:35:50| 11   2  84   2   0|5912M  255M  189M 1531M| 284k  270k|   0   940k|   0   130 |3522  5905 |0.98 1.72 1.62|1.0   0   0|   0     0 |   0     0 | 25  296    0   88    0
May 12 20:35:51 ubuntu dstat.sh[79421]: 12-05 20:35:51| 14   2  81   1   0|5914M  253M  189M 1531M| 284k  268k|4088B  755k|1.00   101 |3281  5547 |0.98 1.72 1.62|1.0   0 2.0|   0     0 |   0     0 | 25  296    0   88    0
May 12 20:35:52 ubuntu dstat.sh[79421]: 12-05 20:35:52| 14   3  81   1   0|5914M  252M  189M 1532M| 357k  341k|   0   773k|   0  85.1 |3587  5763 |0.90 1.69 1.61|3.0   0   0|   0     0 |   0     0 | 25  297    0   89    0
May 12 20:35:53 ubuntu dstat.sh[79421]: 12-05 20:35:53|  8   2  87   1   0|5914M  252M  189M 1532M| 153k  135k|   0  1155k|   0  87.9 |3104  4981 |0.90 1.69 1.61|2.0   0   0|   0     0 |   0     0 | 25  296    0   83    0
May 12 20:35:54 ubuntu dstat.sh[79421]: 12-05 20:35:54| 14   2  82   1   0|5914M  251M  189M 1532M| 213k  189k|   0   837k|   0   124 |3594  5848 |0.90 1.69 1.61|1.0   0   0|   0     0 |   0     0 | 25  296    0   83    0
May 12 20:35:55 ubuntu dstat.sh[79421]: 12-05 20:35:55| 22   3  69   5   0|5914M  251M  189M 1533M| 413k  398k|   0  1078k|   0   159 |4190  7240 |0.90 1.69 1.61|1.0   0   0|   0     0 |   0     0 | 25  297    0   81    0
May 12 20:35:56 ubuntu dstat.sh[79421]: 12-05 20:35:56| 29   5  60   4   1|5940M  225M  189M 1533M| 508k  491k|   0  1487k|   0   203 |5532  9507 |0.90 1.69 1.61|2.0   0   0|   0     0 |   0     0 | 25  297    0   83    0
May 12 20:35:57 ubuntu dstat.sh[79421]: 12-05 20:35:57| 27   4  65   2   0|5915M  250M  189M 1533M| 517k  501k|   0   805k|   0  96.7 |4525  8166 |0.91 1.67 1.60|1.0   0   0|   0     0 |   0     0 | 25  297    0   82    0
May 12 20:35:58 ubuntu dstat.sh[79421]: 12-05 20:35:58| 16   2  74   7   0|5915M  249M  189M 1533M| 274k  257k|   0  1010k|   0   151 |4083  6996 |0.91 1.67 1.60|5.0   0   0|   0     0 |   0     0 | 25  296    0   83    0
May 12 20:35:59 ubuntu dstat.sh[79421]: 12-05 20:35:59| 15   3  77   4   0|5916M  249M  190M 1533M| 268k  247k|   0   804k|   0   107 |3562  5872 |0.91 1.67 1.60|2.0   0   0|   0     0 |   0     0 | 25  297    0   81    0
May 12 20:36:00 ubuntu dstat.sh[79421]: 12-05 20:36:00|  7   2  89   2   0|5916M  249M  190M 1533M|  49k   29k|  48k  360k|6.01  45.1 |2667  4303 |0.91 1.67 1.60|1.0   0   0|   0     0 |   0     0 | 25  296    0   81    0
May 12 20:36:01 ubuntu dstat.sh[79421]: 12-05 20:36:01| 23   5  63   7   0|5916M  248M  190M 1534M| 506k  488k|   0  1454k|   0   186 |5190  9075 |0.91 1.67 1.60|1.0   0 2.0|   0     0 |   0     0 | 25  299    0   75    0
May 12 20:36:02 ubuntu dstat.sh[79421]: 12-05 20:36:02| 28   4  61   6   0|5915M  248M  190M 1534M| 493k  475k|   0  1466k|   0   196 |5186  8866 |1.08 1.70 1.61|3.0   0   0|   0     0 |   0     0 | 25  298    0   79    0
May 12 20:36:03 ubuntu dstat.sh[79421]: 12-05 20:36:03| 25   5  68   2   0|5916M  247M  190M 1534M| 535k  518k|   0  1077k|   0   129 |5045  9102 |1.08 1.70 1.61|3.0   0   0|   0     0 |   0     0 | 25  297    0   73    0
May 12 20:36:04 ubuntu dstat.sh[79421]: 12-05 20:36:04| 31   6  61   1   0|5917M  245M  190M 1535M| 709k  680k|   0   815k|   0  96.9 |5110    10k|1.08 1.70 1.61|3.0   0   0|   0     0 |   0     0 | 25  298    0   76    0
May 12 20:36:05 ubuntu dstat.sh[79421]: 12-05 20:36:05| 27   4  64   2   0|5918M  244M  190M 1535M| 534k  505k|   0  1719k|   0   255 |5388  9480 |1.08 1.70 1.61|4.0   0   0|   0     0 |   0     0 | 25  297    0   78    0
May 12 20:36:06 ubuntu dstat.sh[79421]: 12-05 20:36:06| 27   4  67   1   0|5919M  243M  190M 1535M| 621k  603k|   0   873k|   0  95.1 |4810  8707 |1.08 1.70 1.61|4.0   0   0|   0     0 |   0     0 | 25  297    0   78    0
May 12 20:36:07 ubuntu dstat.sh[79421]: 12-05 20:36:07| 28   3  65   2   0|5919M  243M  190M 1536M| 492k  472k|   0  1408k|   0   191 |4925  8674 |1.07 1.69 1.61|4.0   0   0|   0     0 |   0     0 | 25  298    0   76    0
May 12 20:36:08 ubuntu dstat.sh[79421]: 12-05 20:36:08| 34   8  54   2   0|5921M  240M  190M 1536M| 567k  549k|   0  1679k|   0   210 |6081    15k|1.07 1.69 1.61|3.0   0  34|   0     0 |   0     0 | 25  297    0   79    0
May 12 20:36:09 ubuntu dstat.sh[79421]: 12-05 20:36:09| 27   4  66   1   0|5921M  240M  190M 1536M| 572k  553k|   0  1367k|   0   182 |5693  9766 |1.07 1.69 1.61|2.0   0   0|   0     0 |   0     0 | 25  297    0   74    0
May 12 20:36:10 ubuntu dstat.sh[79421]: 12-05 20:36:10| 28   4  66   2   1|5921M  240M  190M 1536M| 548k  531k|   0  1264k|   0   171 |5176  9014 |1.07 1.69 1.61|3.0   0   0|   0     0 |   0     0 | 25  298    0   75    0
May 12 20:36:11 ubuntu dstat.sh[79421]: 12-05 20:36:11| 29   4  64   3   0|5921M  240M  190M 1536M| 500k  485k|   0  1572k|   0   222 |5571  9820 |1.07 1.69 1.61|2.0   0 2.0|   0     0 |   0     0 | 25  297    0   74    0
May 12 20:36:12 ubuntu dstat.sh[79421]: 12-05 20:36:12| 27   4  67   1   0|5922M  238M  190M 1537M| 512k  497k|   0  1092k|   0   137 |5135  8927 |1.07 1.67 1.60|1.0   0   0|   0     0 |   0     0 | 25  297    0   74    0
May 12 20:36:13 ubuntu dstat.sh[79421]: 12-05 20:36:13| 27   4  67   1   0|5923M  237M  190M 1537M| 548k  529k|   0  1000k|   0   131 |4910  8588 |1.07 1.67 1.60|4.0   0 2.0|   0     0 |   0     0 | 25  298    0   66    0
May 12 20:36:14 ubuntu dstat.sh[79421]: 12-05 20:36:14| 16   2  69  11   0|5924M  236M  190M 1537M| 301k  286k|   0    13M|   0  1519 |6622  6970 |1.07 1.67 1.60|1.0   0   0|   0     0 |   0     0 | 25  296    0   67    0
May 12 20:36:15 ubuntu dstat.sh[79421]: 12-05 20:36:15| 14   2  83   0   1|5924M  235M  190M 1537M| 241k  219k|   0   657k|   0  73.1 |3088  4991 |1.07 1.67 1.60|2.0   0   0|   0     0 |   0     0 | 25  296    0   65    0
May 12 20:36:16 ubuntu dstat.sh[79421]: 12-05 20:36:16| 16   2  79   1   0|5924M  235M  190M 1537M| 281k  249k|   0  1056k|   0   153 |3424  6047 |1.07 1.67 1.60|2.0   0   0|   0     0 |   0     0 | 25  296    0   66    0
May 12 20:36:17 ubuntu dstat.sh[79421]: 12-05 20:36:17|  7   1  88   1   0|5924M  235M  190M 1537M| 106k   89k|   0   755k|   0  97.9 |2997  5086 |1.22 1.70 1.61|2.0   0   0|   0     0 |   0     0 | 25  297    0   64    0
May 12 20:36:18 ubuntu dstat.sh[79421]: 12-05 20:36:18| 28   5  65   3   0|5925M  234M  191M 1538M| 638k  621k|   0  1886k|   0   305 |5244  9455 |1.22 1.70 1.61|2.0   0 1.0|   0     0 |   0     0 | 25  298    0   64    0
May 12 20:36:19 ubuntu dstat.sh[79421]: 12-05 20:36:19|  9   1  87   1   0|5925M  234M  191M 1538M| 114k   90k|   0   730k|   0  93.8 |2831  4795 |1.22 1.70 1.61|2.0   0   0|   0     0 |   0     0 | 25  297    0   64    0
May 12 20:36:20 ubuntu dstat.sh[79421]: 12-05 20:36:20| 27   4  65   2   0|5925M  234M  191M 1538M| 582k  569k|   0  1589k|   0   239 |5053  9161 |1.22 1.70 1.61|6.0   0   0|   0     0 |   0     0 | 25  298    0   66    0
May 12 20:36:21 ubuntu dstat.sh[79421]: 12-05 20:36:21| 27   4  65   1   0|5925M  233M  191M 1538M| 466k  445k|   0  1760k|   0   238 |5149  9672 |1.22 1.70 1.61|2.0   0 2.0|   0     0 |   0     0 | 25  299    0   63    0
May 12 20:36:22 ubuntu dstat.sh[79421]: 12-05 20:36:22| 30   4  65   2   0|5926M  232M  191M 1539M| 565k  551k| 292k 1398k|8.99   191 |5195  9429 |1.20 1.68 1.61|6.0   0   0|   0     0 |   0     0 | 25  298    0   65    0
May 12 20:36:23 ubuntu dstat.sh[79421]: 12-05 20:36:23| 29   3  66   1   0|5926M  231M  191M 1539M| 440k  422k|   0   805k|   0  80.1 |4268  7510 |1.20 1.68 1.61|2.0   0   0|   0     0 |   0     0 | 25  298    0   64    0
May 12 20:36:24 ubuntu dstat.sh[79421]: 12-05 20:36:24| 15   3  79   2   0|5926M  231M  191M 1539M| 285k  269k|   0  1822k|   0   179 |3704  6408 |1.20 1.68 1.61|3.0   0   0|   0     0 |   0     0 | 25  297    0   65    0
May 12 20:36:25 ubuntu dstat.sh[79421]: 12-05 20:36:25| 24   3  72   2   0|5928M  230M  191M 1539M| 412k  387k|  36k  945k|3.00   117 |4100  6752 |1.20 1.68 1.61|4.0   0   0|   0     0 |   0     0 | 25  297    0   62    0
May 12 20:36:26 ubuntu dstat.sh[79421]: 12-05 20:36:26| 11   2  80   3   0|5928M  229M  191M 1539M| 207k  171k|   0  1023k|   0   129 |3730  5943 |1.20 1.68 1.61|1.0   0   0|   0     0 |   0     0 | 25  297    0   62    0
May 12 20:36:27 ubuntu dstat.sh[79421]: 12-05 20:36:27| 31   6  61   2   0|5938M  217M  191M 1540M| 516k  489k|   0  1629k|   0   242 |5307  9247 |1.19 1.67 1.60|1.0   0 4.0|   0     0 |   0     0 | 25  298    0   62    0
May 12 20:36:28 ubuntu dstat.sh[79421]: 12-05 20:36:28| 31   5  60   2   0|5932M  224M  191M 1539M| 554k  489k|   0  1415k|   0   201 |5420  9362 |1.19 1.67 1.60|4.0   0   0|   0     0 |   0     0 | 25  298    0   64    0
May 12 20:36:29 ubuntu dstat.sh[79421]: 12-05 20:36:29| 26   5  62   7   0|5934M  214M  191M 1547M| 561k  527k|   0  7033k|   0   864 |6562  9035 |1.19 1.67 1.60|2.0   0 4.0|   0     0 |   0     0 | 25  299    0   64    0
May 12 20:36:30 ubuntu dstat.sh[79421]: 12-05 20:36:30| 17   3  77   2   1|5935M  213M  191M 1547M| 313k  295k|   0  1142k|   0   162 |3859  6610 |1.19 1.67 1.60|1.0   0   0|   0     0 |   0     0 | 25  297    0   66    0
May 12 20:36:31 ubuntu dstat.sh[79421]: 12-05 20:36:31| 15   3  79   2   0|5936M  212M  191M 1547M| 311k  290k|   0   757k|   0   105 |3348  5534 |1.19 1.67 1.60|2.0   0 2.0|   0     0 |   0     0 | 25  298    0   67    0
May 12 20:36:32 ubuntu dstat.sh[79421]: 12-05 20:36:32| 14   2  83   0   0|5937M  211M  191M 1548M| 257k  240k|   0   587k|   0  67.9 |3063  4815 |1.09 1.64 1.60|1.0   0   0|   0     0 |   0     0 | 25  298    0   69    0
May 12 20:36:33 ubuntu dstat.sh[79421]: 12-05 20:36:33| 10   1  86   1   0|5937M  211M  191M 1548M| 114k   90k|   0   690k|   0  91.2 |2900  4801 |1.09 1.64 1.60|1.0   0   0|   0     0 |   0     0 | 25  298    0   70    0
May 12 20:36:34 ubuntu dstat.sh[79421]: 12-05 20:36:34| 27   3  66   2   0|5936M  211M  191M 1548M| 627k  547k|   0  1499k|   0   227 |5100  9431 |1.09 1.64 1.60|2.0   0   0|   0     0 |   0     0 | 25  299    0   72    0
May 12 20:36:35 ubuntu dstat.sh[79421]: 12-05 20:36:35| 29   4  64   2   0|5937M  210M  191M 1548M| 629k  582k|   0  1387k|   0   190 |5118  9464 |1.09 1.64 1.60|2.0   0   0|   0     0 |   0     0 | 25  298    0   75    0
May 12 20:36:36 ubuntu dstat.sh[79421]: 12-05 20:36:36| 27   4  67   1   0|5938M  210M  191M 1548M| 759k  608k|   0   916k|   0   132 |4491  8108 |1.09 1.64 1.60|1.0 1.0   0|   0     0 |   0     0 | 25  297    0   75    0
May 12 20:36:37 ubuntu dstat.sh[79421]: 12-05 20:36:37|  9   2  86   2   1|5938M  209M  191M 1549M| 168k  119k|   0   628k|   0  86.0 |2999  5082 |1.16 1.65 1.60|2.0   0   0|   0     0 |   0     0 | 25  298    0   75    0
May 12 20:36:38 ubuntu dstat.sh[79421]: 12-05 20:36:38| 14   2  80   1   0|5937M  209M  191M 1549M| 280k  241k|   0   822k|   0   117 |3566  6084 |1.16 1.65 1.60|1.0   0   0|   0     0 |   0     0 | 25  297    0   70    0
May 12 20:36:39 ubuntu dstat.sh[79421]: 12-05 20:36:39| 24   4  71   2   0|5937M  209M  191M 1549M| 471k  438k|   0  1339k|   0   208 |4305  7979 |1.16 1.65 1.60|2.0   0   0|   0     0 |   0     0 | 25  298    0   73    0
May 12 20:36:40 ubuntu dstat.sh[79421]: 12-05 20:36:40| 28   4  66   2   0|5938M  208M  191M 1549M| 582k  562k|   0  1364k|   0   176 |5023  9145 |1.16 1.65 1.60|1.0   0   0|   0     0 |   0     0 | 25  298    0   73    0
May 12 20:36:41 ubuntu dstat.sh[79421]: 12-05 20:36:41| 27   4  68   1   0|5939M  207M  191M 1549M| 522k  499k|   0   772k|   0  90.5 |4699  8071 |1.16 1.65 1.60|1.0   0 2.0|   0     0 |   0     0 | 25  298    0   74    0
May 12 20:36:42 ubuntu dstat.sh[79421]: 12-05 20:36:42| 27   6  63   3   0|5939M  207M  191M 1550M| 564k  547k|   0  1734k|   0   275 |5728  9689 |1.23 1.66 1.60|2.0   0   0|   0     0 |   0     0 | 25  298    0   78    0
May 12 20:36:43 ubuntu dstat.sh[79421]: 12-05 20:36:43| 27   2  68   1   0|5939M  206M  192M 1550M| 490k  469k|   0   907k|   0   112 |4970  8561 |1.23 1.66 1.60|1.0 1.0   0|   0     0 |   0     0 | 25  298    0   80    0
May 12 20:36:44 ubuntu dstat.sh[79421]: 12-05 20:36:44| 22   3  66   6   0|5940M  205M  192M 1550M| 468k  453k|   0   753k|   0   108 |4277  7366 |1.23 1.66 1.60|1.0   0   0|   0     0 |   0     0 | 25  297    0   84    0
May 12 20:36:45 ubuntu dstat.sh[79421]: 12-05 20:36:45| 13   2  81   2   0|5940M  205M  192M 1550M| 226k  212k|   0  2618k|   0   205 |3885  6271 |1.23 1.66 1.60|2.0   0   0|   0     0 |   0     0 | 25  296    0   85    0
May 12 20:36:46 ubuntu dstat.sh[79421]: 12-05 20:36:46| 12   2  82   2   0|5940M  204M  192M 1550M| 255k  231k|   0   900k|   0   136 |3530  5565 |1.23 1.66 1.60|1.0   0   0|   0     0 |   0     0 | 25  296    0   84    0
May 12 20:36:47 ubuntu dstat.sh[79421]: 12-05 20:36:47| 17   3  78   1   0|5941M  204M  192M 1551M| 381k  361k|   0   984k|   0   142 |4038  6865 |1.21 1.65 1.60|1.0   0   0|   0     0 |   0     0 | 25  296    0   84    0
May 12 20:36:48 ubuntu dstat.sh[79421]: 12-05 20:36:48|  8   2  88   1   0|5940M  204M  192M 1551M| 179k  139k|   0   472k|   0  58.0 |2733  4383 |1.21 1.65 1.60|3.0   0   0|   0     0 |   0     0 | 25  297    0   84    0
May 12 20:36:49 ubuntu dstat.sh[79421]: 12-05 20:36:49|  8   1  87   1   1|5940M  204M  192M 1551M|  99k   68k|   0   592k|   0  80.0 |2971  4854 |1.21 1.65 1.60|1.0   0   0|   0     0 |   0     0 | 25  297    0   84    0
May 12 20:36:50 ubuntu dstat.sh[79421]: 12-05 20:36:50| 29   3  66   2   0|5940M  204M  192M 1551M| 576k  558k|   0  1662k|   0   245 |5500  9488 |1.21 1.65 1.60|1.0   0   0|   0     0 |   0     0 | 25  298    0   87    0
May 12 20:36:51 ubuntu dstat.sh[79421]: 12-05 20:36:51| 27   5  65   2   0|5942M  202M  192M 1551M| 594k  576k|   0  1521k|   0   204 |5334  9619 |1.21 1.65 1.60|2.0   0 2.0|   0     0 |   0     0 | 25  297    0   89    0
May 12 20:36:52 ubuntu dstat.sh[79421]: 12-05 20:36:52| 27   5  66   1   0|5950M  194M  192M 1551M| 552k  536k|4104B 1090k|1.00   120 |4916  8627 |1.20 1.64 1.59|1.0   0   0|   0     0 |   0     0 | 25  298    0   90    0
May 12 20:36:53 ubuntu dstat.sh[79421]: 12-05 20:36:53| 17   4  75   2   0|5950M  194M  192M 1551M| 355k  339k|   0  1348k|   0   185 |3997  7295 |1.20 1.64 1.59|1.0   0   0|   0     0 |   0     0 | 25  296    0   92    0
May 12 20:36:54 ubuntu dstat.sh[79421]: 12-05 20:36:54| 16   3  80   1   1|5950M  194M  192M 1552M| 307k  285k|   0  1141k|   0   130 |3628  6338 |1.20 1.64 1.59|1.0   0   0|   0     0 |   0     0 | 25  297    0   91    0
May 12 20:36:55 ubuntu dstat.sh[79421]: 12-05 20:36:55| 15   2  81   2   0|5949M  194M  192M 1552M| 220k  186k|   0  1361k|   0   123 |3621  6096 |1.20 1.64 1.59|2.0   0   0|   0     0 |   0     0 | 25  297    0   91    0
May 12 20:36:56 ubuntu dstat.sh[79421]: 12-05 20:36:56| 27   4  66   4   0|5950M  193M  192M 1552M| 468k  436k|   0  1325k|   0   182 |4572  8554 |1.20 1.64 1.59|2.0 1.0   0|   0     0 |   0     0 | 25  298    0   89    0
May 12 20:36:57 ubuntu dstat.sh[79421]: 12-05 20:36:57| 34   5  57   3   0|5948M  194M  192M 1552M| 522k  498k|   0  1582k|   0   223 |5164  9373 |1.26 1.64 1.60|3.0   0   0|   0     0 |   0     0 | 25  297    0   94    0
May 12 20:36:58 ubuntu dstat.sh[79421]: 12-05 20:36:58| 27   4  67   1   0|5949M  193M  192M 1553M| 597k  563k|   0   984k|   0   119 |5454  9591 |1.26 1.64 1.60|3.0   0   0|   0     0 |   0     0 | 25  297    0   93    0
May 12 20:36:59 ubuntu dstat.sh[79421]: 12-05 20:36:59| 23   2  71   2   0|5949M  193M  192M 1553M| 504k  480k|   0  1353k|   0   201 |4496  7972 |1.26 1.64 1.60|1.0   0   0|   0     0 |   0     0 | 25  296    0   95    0
May 12 20:37:00 ubuntu dstat.sh[79421]: 12-05 20:37:00| 12   2  83   1   0|5949M  192M  192M 1553M| 289k  262k|   0    11M|   0   146 |3005  5142 |1.26 1.64 1.60|2.0   0   0|   0     0 |   0     0 | 25  297    0   94    0
May 12 20:37:01 ubuntu dstat.sh[79421]: 12-05 20:37:01|  8   1  87   0   0|5949M  193M  192M 1553M| 158k  132k|   0   340k|   0  29.0 |2425  3690 |1.26 1.64 1.60|2.0   0 2.0|   0     0 |   0     0 | 25  297    0   94    0
May 12 20:37:02 ubuntu dstat.sh[79421]: 12-05 20:37:02| 26   4  67   2   0|5950M  192M  192M 1553M| 572k  552k|   0  1663k|   0   228 |5111  9288 |1.24 1.63 1.59|2.0   0   0|   0     0 |   0     0 | 25  297    0   93    0
May 12 20:37:03 ubuntu dstat.sh[79421]: 12-05 20:37:03| 11   2  84   1   0|5949M  192M  192M 1553M| 210k  187k|   0   670k|   0  72.2 |3162  5241 |1.24 1.63 1.59|3.0   0   0|   0     0 |   0     0 | 25  297    0   94    0
May 12 20:37:04 ubuntu dstat.sh[79421]: 12-05 20:37:04| 26   4  60   8   0|5950M  191M  192M 1554M| 580k  561k|   0  1038k|   0   128 |5724    10k|1.24 1.63 1.59|2.0   0   0|   0     0 |   0     0 | 25  297    0   95    0
May 12 20:37:05 ubuntu dstat.sh[79421]: 12-05 20:37:05|  9   2  62  24   0|5950M  191M  192M 1554M| 156k  130k|   0   436k|   0  42.0 |3257  5467 |1.24 1.63 1.59|1.0 1.0   0|   0     0 |   0     0 | 25  298    0   95    0
May 12 20:37:06 ubuntu dstat.sh[79421]: 12-05 20:37:06|  8   2  66  22   0|5950M  190M  192M 1554M| 135k  111k|   0   428k|   0  34.0 |2449  3996 |1.24 1.63 1.59|1.0 2.0   0|   0     0 |   0     0 | 25  298    0   92    0
May 12 20:37:07 ubuntu dstat.sh[79421]: 12-05 20:37:07| 19   3  61  14   0|5950M  190M  192M 1554M| 388k  369k|  76k 1078k|3.00   131 |4265  7621 |1.22 1.62 1.59|3.0   0   0|   0     0 |   0     0 | 25  297    0   93    0
May 12 20:37:08 ubuntu dstat.sh[79421]: 12-05 20:37:08| 32   8  59   1   0|5953M  186M  192M 1555M| 646k  610k|   0  1046k|   0   130 |5472    14k|1.22 1.62 1.59|7.0   0  34|   0     0 |   0     0 | 25  296    1   89    0
May 12 20:37:09 ubuntu dstat.sh[79421]: 12-05 20:37:09| 27   4  65   4   0|5953M  186M  192M 1555M| 591k  565k|   0  1572k|   0   233 |5434  9708 |1.22 1.62 1.59|3.0 1.0   0|   0     0 |   0     0 | 25  297    0   93    0
