-- Logs begin at Tue 2022-05-10 19:24:38 UTC, end at Tue 2022-05-10 20:30:03 UTC. --
May 10 20:09:31 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
May 10 20:09:32 ubuntu dstat.sh[71185]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
May 10 20:09:32 ubuntu dstat.sh[71185]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 10 20:20:40 ubuntu dstat.sh[71185]: 10-05 20:20:40| 26   4  70   1   0|5180M  187M  189M 2310M|  28k 6036 |   0  1253k|   0  33.0 |2292  3437 |1.35 1.91 1.49|2.0   0   0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:41 ubuntu dstat.sh[71185]: 10-05 20:20:41| 24   4  70   0   0|5184M  179M  189M 2314M| 222k 5014 |   0   256k|   0  8.00 |1992  2741 |1.35 1.91 1.49|1.0   0   0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:42 ubuntu dstat.sh[71185]: 10-05 20:20:42| 27   6  66   2   0|5168M  189M  189M 2320M| 243k 1730 |   0   144M|   0   282 |2318  2765 |1.32 1.89 1.49|1.0   0   0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:43 ubuntu dstat.sh[71185]: 10-05 20:20:43| 21   8  70   0   0|5165M  143M  191M 2364M|  18k 1950 |   0  3581k|   0  36.9 |1893  2688 |1.32 1.89 1.49|1.0   0   0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:44 ubuntu dstat.sh[71185]: 10-05 20:20:44| 23  13  64   1   0|5126M  462M  191M 2089M| 148k   15k|  16k 4936k|3.00  50.0 |2572  3785 |1.32 1.89 1.49|1.0   0 2.0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:45 ubuntu dstat.sh[71185]: 10-05 20:20:45| 27   5  66   0   0|5137M  451M  191M 2089M|  31k 1620 |   0     0 |   0     0 |7814    19k|1.32 1.89 1.49|1.0   0 6.0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:46 ubuntu dstat.sh[71185]: 10-05 20:20:46| 30   6  64   0   0|5140M  447M  191M 2089M|  95k   13k|   0   468k|   0  25.0 |  14k   29k|1.32 1.89 1.49|2.0   0 4.0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:47 ubuntu dstat.sh[71185]: 10-05 20:20:47| 30   9  60   0   0|5146M  431M  191M 2099M|  93k 6116 |   0   489k|   0  38.1 |  20k   43k|1.38 1.90 1.49|1.0   0 1.0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:48 ubuntu dstat.sh[71185]: 10-05 20:20:48| 25   4  70   0   0|5147M  415M  191M 2114M|  47k 4262 |   0  1272k|   0  14.0 |2892  4346 |1.38 1.90 1.49|1.0   0 9.0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:49 ubuntu dstat.sh[71185]: 10-05 20:20:49| 22   9  69   0   0|5157M  374M  192M 2145M| 134k   12k|4097B 2501k|1.00  17.0 |3970  6653 |1.38 1.90 1.49|2.0   0   0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:50 ubuntu dstat.sh[71185]: 10-05 20:20:50| 26   4  68   1   0|5149M  377M  192M 2150M|  96k 6149 |   0   924k|   0  31.0 |2479  4053 |1.38 1.90 1.49|2.0   0   0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:51 ubuntu dstat.sh[71185]: 10-05 20:20:51| 26   3  70   0   0|5149M  372M  192M 2155M| 191k 3586 |   0   336k|   0  8.99 |2023  3340 |1.38 1.90 1.49|1.0   0   0|   0     0 |   0     0 | 25  221    0   17    0
May 10 20:20:52 ubuntu dstat.sh[71185]: 10-05 20:20:52| 25   4  70   0   0|5149M  366M  192M 2160M|  18k 3431 |   0   622k|   0  9.02 |2044  3236 |1.35 1.88 1.49|1.0   0   0|   0     0 |   0     0 | 25  221    0   16    0
May 10 20:20:53 ubuntu dstat.sh[71185]: 10-05 20:20:53| 47   8  42   1   0|4993M  519M  192M 2162M|  42k 5916 | 152k 1692k|4.00  44.0 |3106  4769 |1.35 1.88 1.49|5.0   0  35|   0     0 |   0     0 | 25  212    0   18    0
May 10 20:20:54 ubuntu dstat.sh[71185]: 10-05 20:20:54| 79  13   8   1   0|4647M  865M  192M 2163M|  59k   11k|4098B  556k|1.00  15.0 |4112  6319 |1.35 1.88 1.49|5.0   0  10|   0     0 |   0     0 | 25  188    0   23    0
May 10 20:20:55 ubuntu dstat.sh[71185]: 10-05 20:20:55| 88  12   0   0   0|4838M  674M  192M 2163M|  33k 1844 |   0   724k|   0  14.0 |2402  2948 |1.35 1.88 1.49|5.0   0 5.0|   0     0 |   0     0 | 25  188    0   23    0
May 10 20:20:56 ubuntu dstat.sh[71185]: 10-05 20:20:56| 86  14   0   0   0|5015M  495M  192M 2165M| 242k  139k|  16k  892k|2.00  50.0 |5985    14k|1.35 1.88 1.49|5.0   0 5.0|   0     0 |   0     0 | 25  200    0   30    0
May 10 20:20:57 ubuntu dstat.sh[71185]: 10-05 20:20:57| 62  11  27   2   0|5117M  390M  192M 2167M| 227k  149k| 284k  844k|9.00  61.0 |6409    19k|1.56 1.92 1.50|1.0   0 6.0|   0     0 |   0     0 | 25  210    2   38    0
May 10 20:20:58 ubuntu dstat.sh[71185]: 10-05 20:20:58| 13   1  84   0   0|5124M  382M  192M 2168M|  64k   26k|   0   152k|   0  7.98 |2062  3676 |1.56 1.92 1.50|  0   0 2.0|   0     0 |   0     0 | 25  208    2   40    0
May 10 20:20:59 ubuntu dstat.sh[71185]: 10-05 20:20:59|  4   1  94   0   0|5124M  382M  192M 2168M| 516k   11k|   0   204k|   0  19.0 |2039  2908 |1.56 1.92 1.50|  0 1.0   0|   0     0 |   0     0 | 25  208    2   40    0
May 10 20:21:00 ubuntu dstat.sh[71185]: 10-05 20:21:00|  3   1  94   0   0|5125M  382M  192M 2168M|  42k 2403 |   0   108k|   0  8.99 |1910  2788 |1.56 1.92 1.50|  0   0   0|   0     0 |   0     0 | 25  208    0   40    0
May 10 20:21:01 ubuntu dstat.sh[71185]: 10-05 20:21:01|  4   1  93   0   1|5112M  395M  192M 2168M| 102k 1751 |   0   108k|   0  8.00 |1787  2590 |1.56 1.92 1.50|2.0   0   0|   0     0 |   0     0 | 25  208    2   40    0
May 10 20:21:02 ubuntu dstat.sh[71185]: 10-05 20:21:02|  3   1  95   0   0|5111M  395M  192M 2168M| 266k 1708 |   0   328k|   0  25.0 |1833  2758 |1.43 1.88 1.49|  0   0   0|   0     0 |   0     0 | 25  208    2   40    0
May 10 20:21:03 ubuntu dstat.sh[71185]: 10-05 20:21:03|  3   1  95   0   0|5111M  395M  192M 2168M|  63k 2284 |   0    92k|   0  9.00 |1729  2508 |1.43 1.88 1.49|  0   0   0|   0     0 |   0     0 | 25  208    0   40    0
May 10 20:21:04 ubuntu dstat.sh[71185]: 10-05 20:21:04|  2   0  94   0   0|5111M  395M  192M 2168M|  95k 8176 |   0   104k|   0  14.0 |1942  2948 |1.43 1.88 1.49|1.0   0   0|   0     0 |   0     0 | 25  208    0   40    0
May 10 20:21:05 ubuntu dstat.sh[71185]: 10-05 20:21:05|  3   1  94   0   0|5111M  395M  192M 2168M| 166k 1708 |   0   200k|   0  14.0 |1756  2614 |1.43 1.88 1.49|  0   0   0|   0     0 |   0     0 | 25  208    0   40    0
May 10 20:21:06 ubuntu dstat.sh[71185]: 10-05 20:21:06|  5   1  91   0   0|5111M  395M  192M 2168M| 104k   18k|   0   212k|   0  38.0 |2235  3480 |1.43 1.88 1.49|  0   0   0|   0     0 |   0     0 | 25  208    0   40    0
May 10 20:21:07 ubuntu dstat.sh[71185]: 10-05 20:21:07|  3   2  94   1   0|5111M  395M  192M 2168M|  57k 1626 |   0  2695k|   0   138 |2121  3104 |1.32 1.85 1.49|1.0   0   0|   0     0 |   0     0 | 25  208    0   40    0
May 10 20:21:08 ubuntu dstat.sh[71185]: 10-05 20:21:08| 12   2  79   3   0|5115M  391M  192M 2168M| 164k  143k|   0    17M|   0  1105 |3693  4351 |1.32 1.85 1.49|  0   0 2.0|   0     0 |   0     0 | 25  208    0   39    0
May 10 20:21:09 ubuntu dstat.sh[71185]: 10-05 20:21:09| 10   3  88   1   0|5115M  391M  192M 2168M| 234k   98k|   0   200k|   0  17.0 |2969  6013 |1.32 1.85 1.49|  0   0   0|   0     0 |   0     0 | 25  208    0   40    0
May 10 20:21:10 ubuntu dstat.sh[71185]: 10-05 20:21:10|  5   2  93   0   0|5115M  391M  192M 2168M|  29k 3207 |   0   128k|   0  11.0 |1946  2887 |1.32 1.85 1.49|  0   0   0|   0     0 |   0     0 | 25  208    0   30    0
May 10 20:21:11 ubuntu dstat.sh[71185]: 10-05 20:21:11|  3   0  94   0   0|5115M  391M  192M 2168M|  53k   18k|   0   112k|   0  7.99 |1817  2616 |1.32 1.85 1.49|1.0   0   0|   0     0 |   0     0 | 25  208    0   30    0
May 10 20:21:12 ubuntu dstat.sh[71185]: 10-05 20:21:12|  4   2  94   0   1|5115M  391M  192M 2168M| 511k 9819 |   0   520k|   0  33.0 |2101  2884 |1.21 1.82 1.48|  0   0   0|   0     0 |   0     0 | 25  208    0   30    0
May 10 20:21:13 ubuntu dstat.sh[71185]: 10-05 20:21:13|  2   1  93   0   0|5115M  391M  192M 2168M|  68k 2501 |   0   900k|   0   134 |1857  2558 |1.21 1.82 1.48|1.0   0   0|   0     0 |   0     0 | 25  208    2   30    0
May 10 20:21:14 ubuntu dstat.sh[71185]: 10-05 20:21:14| 20  12  68   1   0|5154M  350M  192M 2169M|  65k   11k| 248k  168k|12.0  18.0 |3915  8398 |1.21 1.82 1.48|2.0   0 182|   0     0 |   0     0 | 25  208    2   30    0
May 10 20:21:15 ubuntu dstat.sh[71185]: 10-05 20:21:15| 13  19  66   0   0|5128M  377M  192M 2169M| 116k 1707 |   0   296k|   0  14.0 |4153  7869 |1.21 1.82 1.48|1.0   0 534|   0     0 |   0     0 | 25  208    2   30    0
May 10 20:21:16 ubuntu dstat.sh[71185]: 10-05 20:21:16| 17  19  62   0   1|5121M  384M  192M 2168M|  37k   18k|   0   424k|   0  42.0 |4575  8418 |1.21 1.82 1.48|3.0   0 533|   0     0 |   0     0 | 25  208    0   30    0
May 10 20:21:17 ubuntu dstat.sh[71185]: 10-05 20:21:17| 12  19  66   1   0|5121M  384M  192M 2169M|  80k 1599 | 696k  584k|13.0  35.0 |4319  7019 |1.19 1.81 1.47|1.0   0 520|   0     0 |   0     0 | 25  208    0   30    0
May 10 20:21:18 ubuntu dstat.sh[71185]: 10-05 20:21:18| 16  13  67   1   0|5141M  364M  192M 2169M|2183k 1708 |  48k   71M|3.00   506 |4295  5162 |1.19 1.81 1.47|1.0   0 270|   0     0 |   0     0 | 25  208    0   30    0
May 10 20:21:19 ubuntu dstat.sh[71185]: 10-05 20:21:19| 27   5  69   1   0|5165M  340M  192M 2169M| 127k   63k| 136k 1804k|3.00  18.0 |2222  4554 |1.19 1.81 1.47|2.0   0 1.0|   0     0 |   0     0 | 25  209    0   30    0
May 10 20:21:20 ubuntu dstat.sh[71185]: 10-05 20:21:20| 27   3  70   1   0|5149M  355M  192M 2170M| 143k  105k|   0   281k|   0  23.1 |2633  4248 |1.19 1.81 1.47|1.0   0 6.0|   0     0 |   0     0 | 25  212    0   30    0
May 10 20:21:21 ubuntu dstat.sh[71185]: 10-05 20:21:21| 26   4  70   0   0|5169M  335M  192M 2170M|  98k   83k|   0  4086B|   0  1.00 |2087  3102 |1.19 1.81 1.47|1.0   0   0|   0     0 |   0     0 | 25  215    0   31    0
May 10 20:21:22 ubuntu dstat.sh[71185]: 10-05 20:21:22| 25   3  70   0   0|5151M  354M  192M 2170M|  81k   47k|   0   533k|   0  17.0 |2118  3108 |1.18 1.79 1.47|1.0   0 6.0|   0     0 |   0     0 | 25  216    0   31    0
May 10 20:21:23 ubuntu dstat.sh[71185]: 10-05 20:21:23| 25   4  69   1   0|5176M  328M  192M 2170M| 213k  143k|   0    46M|   0   197 |2617  3370 |1.18 1.79 1.47|  0 1.0   0|   0     0 |   0     0 | 25  217    0   31    0
May 10 20:21:24 ubuntu dstat.sh[71185]: 10-05 20:21:24| 25   4  70   1   0|5165M  339M  192M 2170M|  44k   14k|   0  1821k|   0  34.0 |2212  3116 |1.18 1.79 1.47|2.0   0 6.0|   0     0 |   0     0 | 25  216    0   31    0
May 10 20:21:25 ubuntu dstat.sh[71185]: 10-05 20:21:25| 27   4  69   1   0|5150M  354M  192M 2170M|  99k   89k|   0   717k|   0  26.0 |2324  3412 |1.18 1.79 1.47|2.0   0 6.0|   0     0 |   0     0 | 25  216    0   31    0
May 10 20:21:26 ubuntu dstat.sh[71185]: 10-05 20:21:26| 27   3  68   1   0|5174M  330M  192M 2170M| 157k  141k|   0   980k|   0  70.0 |2979  4402 |1.18 1.79 1.47|2.0   0   0|   0     0 |   0     0 | 25  216    0   31    0
May 10 20:21:27 ubuntu dstat.sh[71185]: 10-05 20:21:27| 27   3  69   0   0|5172M  331M  192M 2170M|  54k 9468 | 128k  128k|1.00  7.98 |2469  2943 |1.16 1.78 1.47|3.0   0 6.0|   0     0 |   0     0 | 25  216    0   31    0
May 10 20:21:28 ubuntu dstat.sh[71185]: 10-05 20:21:28| 63  10  28   0   0|5024M  479M  192M 2171M| 150k  125k| 313k  666k|10.0  20.0 |3438  5016 |1.16 1.78 1.47|5.0   0  28|   0     0 |   0     0 | 25  204    0   34    0
May 10 20:21:29 ubuntu dstat.sh[71185]: 10-05 20:21:29| 77  14   9   0   1|4798M  705M  192M 2171M|  26k   13k|   0  1684k|   0  30.0 |3647  5268 |1.16 1.78 1.47|6.0   0  12|   0     0 |   0     0 | 25  192    2   38    0
May 10 20:21:30 ubuntu dstat.sh[71185]: 10-05 20:21:30| 88  12   0   0   0|4974M  529M  192M 2171M|  32k 6497 |   0   320k|   0  8.00 |2853  3814 |1.16 1.78 1.47|6.0   0 4.0|   0     0 |   0     0 | 25  194    2   38    0
May 10 20:21:31 ubuntu dstat.sh[71185]: 10-05 20:21:31| 85  14   0   0   0|5118M  383M  192M 2172M| 130k  116k|  32k  796k|2.00  33.0 |5581  9292 |1.16 1.78 1.47|8.0   0 8.0|   0     0 |   0     0 | 25  206    2   44    0
May 10 20:21:32 ubuntu dstat.sh[71185]: 10-05 20:21:32| 58  10  31   0   0|5145M  354M  192M 2174M| 100k   87k|   0   120k|   0  7.98 |6337    14k|1.47 1.83 1.49|2.0   0 2.0|   0     0 |   0     0 | 25  208    0   49    0
May 10 20:21:33 ubuntu dstat.sh[71185]: 10-05 20:21:33| 24   6  71   0   0|5026M  472M  192M 2174M|  21k 2021 |   0   124k|   0  8.00 |1716  2769 |1.47 1.83 1.49|1.0   0 7.0|   0     0 |   0     0 | 25  204    0   51    0
May 10 20:21:34 ubuntu dstat.sh[71185]: 10-05 20:21:34| 24   3  70   0   0|5078M  420M  192M 2174M|  34k   15k|   0   440k|   0  21.0 |2014  2874 |1.47 1.83 1.49|1.0   0 1.0|   0     0 |   0     0 | 25  204    0   51    0
May 10 20:21:35 ubuntu dstat.sh[71185]: 10-05 20:21:35| 27   5  68   0   0|5134M  364M  192M 2174M| 119k   87k|   0  1264k|   0  85.0 |2786  4876 |1.47 1.83 1.49|3.0   0 2.0|   0     0 |   0     0 | 25  206    1   56    0
May 10 20:21:36 ubuntu dstat.sh[71185]: 10-05 20:21:36| 11   3  84   0   0|5120M  378M  192M 2175M|  31k   17k|   0   224k|   0  39.0 |3554  8198 |1.47 1.83 1.49|  0   0   0|   0     0 |   0     0 | 25  208    2   56    0
May 10 20:21:37 ubuntu dstat.sh[71185]: 10-05 20:21:37|  3   1  94   0   0|5120M  378M  192M 2175M|  21k 1712 |   0   108k|   0  8.00 |1710  2686 |1.43 1.82 1.48|1.0   0   0|   0     0 |   0     0 | 25  208    2   56    0
May 10 20:21:38 ubuntu dstat.sh[71185]: 10-05 20:21:38|  4   1  93   1   0|5120M  378M  192M 2175M|  20k 3131 |   0   188k|   0  20.0 |1968  3163 |1.43 1.82 1.48|3.0   0 2.0|   0     0 |   0     0 | 25  208    2   56    0
May 10 20:21:39 ubuntu dstat.sh[71185]: 10-05 20:21:39|  4   1  90   4   0|5120M  378M  193M 2175M|  22k   11k|   0    14M|   0  1172 |3033  3246 |1.43 1.82 1.48|1.0   0   0|   0     0 |   0     0 | 25  208    0   56    0
May 10 20:21:40 ubuntu dstat.sh[71185]: 10-05 20:21:40|  3   1  94   0   0|5120M  378M  193M 2175M|  20k 1709 |   0     0 |   0     0 |1819  2673 |1.43 1.82 1.48|  0   0   0|   0     0 |   0     0 | 25  208    2   56    0
May 10 20:21:41 ubuntu dstat.sh[71185]: 10-05 20:21:41|  5   0  94   1   0|5120M  378M  193M 2175M|  22k 6068 |   0   132k|   0  18.0 |1945  3078 |1.43 1.82 1.48|  0   0   0|   0     0 |   0     0 | 25  208    2   56    0
May 10 20:21:42 ubuntu dstat.sh[71185]: 10-05 20:21:42|  3   1  93   1   1|5120M  378M  193M 2175M|  17k 2165 |   0  2880k|   0   152 |2168  3304 |1.32 1.79 1.48|1.0   0   0|   0     0 |   0     0 | 25  208    0   56    0
May 10 20:21:43 ubuntu dstat.sh[71185]: 10-05 20:21:43|  3   1  95   0   0|5120M  378M  193M 2175M| 232k 1708 |   0     0 |   0     0 |1787  2612 |1.32 1.79 1.48|  0   0   0|   0     0 |   0     0 | 25  208    0   56    0
May 10 20:21:44 ubuntu dstat.sh[71185]: 10-05 20:21:44|  4   2  93   0   1|5120M  378M  193M 2175M|  29k   10k|   0   216k|   0  24.0 |2031  3196 |1.32 1.79 1.48|  0   0   0|   0     0 |   0     0 | 25  208    0   57    0
May 10 20:21:45 ubuntu dstat.sh[71185]: 10-05 20:21:45|  8   2  89   0   0|5118M  380M  193M 2175M|  18k 1972 |   0   252k|   0  15.0 |1800  2550 |1.32 1.79 1.48|  0   0   0|   0     0 |   0     0 | 25  208    0   56    0
May 10 20:21:46 ubuntu dstat.sh[71185]: 10-05 20:21:46|  5   1  92   0   0|5118M  380M  193M 2175M|  37k   19k|   0   148k|   0  24.0 |2260  3453 |1.32 1.79 1.48|  0   0   0|   0     0 |   0     0 | 25  208    0   56    0
May 10 20:21:47 ubuntu dstat.sh[71185]: 10-05 20:21:47|  5   1  95   0   0|5118M  380M  193M 2175M|  39k 1620 |   0   312k|   0  23.0 |2216  3308 |1.21 1.76 1.47|  0   0   0|   0     0 |   0     0 | 25  208    0   56    0
May 10 20:21:48 ubuntu dstat.sh[71185]: 10-05 20:21:48|  4   1  95   0   0|5118M  380M  193M 2175M|  26k 1620 |   0     0 |   0     0 |1720  2530 |1.21 1.76 1.47|1.0   0 2.0|   0     0 |   0     0 | 25  208    0   56    0
May 10 20:21:49 ubuntu dstat.sh[71185]: 10-05 20:21:49|  4   1  94   1   0|5118M  380M  193M 2175M|  23k   11k|   0   384k|   0  19.0 |1787  2708 |1.21 1.76 1.47|  0   0   0|   0     0 |   0     0 | 25  208    0   56    0
May 10 20:21:50 ubuntu dstat.sh[71185]: 10-05 20:21:50|  3   1  94   0   0|5118M  380M  193M 2175M|  24k 3524 |   0   196k|   0  14.0 |1815  2742 |1.21 1.76 1.47|  0   0   0|   0     0 |   0     0 | 25  208    0   56    0
May 10 20:21:51 ubuntu dstat.sh[71185]: 10-05 20:21:51|  4   1  93   0   0|5118M  380M  193M 2175M|  49k 9908 |   0   116k|   0  14.0 |1917  2936 |1.21 1.76 1.47|  0   0   0|   0     0 |   0     0 | 25  208    0   56    0
May 10 20:21:52 ubuntu dstat.sh[71185]: 10-05 20:21:52|  3   1  95   0   0|5118M  380M  193M 2175M|  18k 1656 |   0   200k|   0  14.0 |1680  2580 |1.12 1.73 1.46|  0   0   0|   0     0 |   0     0 | 25  208    2   56    0
May 10 20:21:53 ubuntu dstat.sh[71185]: 10-05 20:21:53|  8   8  79   3   0|5122M  374M  193M 2176M|  38k 6581 | 699k   16k|18.0  1.00 |2805  4643 |1.12 1.73 1.46|  0   0  85|   0     0 |   0     0 | 25  208    2   55    0
May 10 20:21:54 ubuntu dstat.sh[71185]: 10-05 20:21:54| 33   8  59   0   0|4776M  720M  193M 2176M|  27k   12k|   0   301k|   0  15.0 |2382  3593 |1.12 1.73 1.46|3.0   0 2.0|   0     0 |   0     0 | 25  168    2   67    0
May 10 20:21:55 ubuntu dstat.sh[71185]: 10-05 20:21:55| 43  11  42   2   0|4616M  880M  193M 2176M|  21k 8441 |  72k 1144k|5.00  68.0 |3368  5255 |1.12 1.73 1.46|2.0   0  18|   0     0 |   0     0 | 24  157    0   64    0
May 10 20:21:56 ubuntu dstat.sh[71185]: 10-05 20:21:56| 47   6  47   0   0|4704M  791M  193M 2176M|  29k   14k|  20k  523k|2.99  32.9 |2634  3774 |1.12 1.73 1.46|2.0   0 1.0|   0     0 |   0     0 | 24  157    0   64    0
May 10 20:21:57 ubuntu dstat.sh[71185]: 10-05 20:21:57| 50   7  41   1   0|4779M  716M  193M 2177M| 181k  151k| 224k  140k|25.0  7.00 |3335  7175 |1.19 1.74 1.46|4.0   0 4.0|   0     0 |   0     0 | 24  165    0   54    0
May 10 20:21:58 ubuntu dstat.sh[71185]: 10-05 20:21:58| 45   7  46   3   0|4841M  652M  193M 2178M|  34k 2379 |1164k  484k| 142  8.00 |2943  4423 |1.19 1.74 1.46|2.0   0 5.0|   0     0 |   0     0 | 24  165    0   54    0
May 10 20:21:59 ubuntu dstat.sh[71185]: 10-05 20:21:59| 48   6  46   0   0|4879M  613M  193M 2178M| 810k  795k|  32k 1290k|1.00  49.1 |2518  3389 |1.19 1.74 1.46|2.0 1.0 2.0|   0     0 |   0     0 | 24  167    0   52    0
May 10 20:22:00 ubuntu dstat.sh[71185]: 10-05 20:22:00| 32   5  62   0   0|4934M  558M  193M 2178M|  29k 1618 |   0  1446k|   0   198 |2906  5083 |1.19 1.74 1.46|1.0   0 1.0|   0     0 |   0     0 | 24  167    0   52    0
May 10 20:22:01 ubuntu dstat.sh[71185]: 10-05 20:22:01| 27   2  67   3   0|4883M  609M  193M 2179M|  43k   26k|   0  1123k|   0  81.9 |2913  4355 |1.19 1.74 1.46|1.0   0   0|   0     0 |   0     0 | 24  167    0   52    0
May 10 20:22:02 ubuntu dstat.sh[71185]: 10-05 20:22:02| 33   7  43  14   0|4913M  576M  193M 2181M| 331k  315k|  20k 5311k|3.01   325 |6492    14k|1.17 1.72 1.46|3.0   0 2.0|   0     0 |   0     0 | 25  177    0   60    0
May 10 20:22:03 ubuntu dstat.sh[71185]: 10-05 20:22:03| 49   7  42   1   0|5008M  479M  193M 2183M| 715k  691k|  84k  423k|7.98  62.9 |4275    13k|1.17 1.72 1.46|  0   0 3.0|   0     0 |   0     0 | 25  192    0   65    0
May 10 20:22:04 ubuntu dstat.sh[71185]: 10-05 20:22:04|  3   1  94   0   0|5008M  479M  193M 2183M|  57k 7900 |   0   400k|   0  14.0 |1927  2970 |1.17 1.72 1.46|  0   0   0|   0     0 |   0     0 | 25  192    0   65    0
May 10 20:22:05 ubuntu dstat.sh[71185]: 10-05 20:22:05|  4   1  94   0   0|5008M  479M  193M 2183M|  31k 5913 |   0    64k|   0  3.00 |1697  2469 |1.17 1.72 1.46|  0   0   0|   0     0 |   0     0 | 25  192    0   65    0
May 10 20:22:06 ubuntu dstat.sh[71185]: 10-05 20:22:06|  8   1  90   0   0|5009M  479M  193M 2183M|  62k   44k|   0   248k|   0  33.0 |2301  3728 |1.17 1.72 1.46|  0   0   0|   0     0 |   0     0 | 25  192    0   65    0
May 10 20:22:07 ubuntu dstat.sh[71185]: 10-05 20:22:07|  4   1  93   1   0|5009M  478M  193M 2183M|  24k 1621 |   0  2609k|   0   153 |2136  3545 |1.08 1.69 1.45|  0   0   0|   0     0 |   0     0 | 25  192    0   65    0
May 10 20:22:08 ubuntu dstat.sh[71185]: 10-05 20:22:08|  4   1  88   6   0|5010M  478M  193M 2183M|  26k 2728 |   0  7952k|   0   891 |2911  3587 |1.08 1.69 1.45|  0   0 4.0|   0     0 |   0     0 | 25  192    0   65    0
May 10 20:22:09 ubuntu dstat.sh[71185]: 10-05 20:22:09|  4   1  94   0   0|5010M  478M  193M 2183M|  27k   10k|   0    88k|   0  10.0 |1861  2918 |1.08 1.69 1.45|1.0   0   0|   0     0 |   0     0 | 25  192    0   65    0
May 10 20:22:10 ubuntu dstat.sh[71185]: 10-05 20:22:10|  3   0  93   1   0|5010M  478M  193M 2183M|  25k 1708 |   0  2460k|   0   222 |2105  2841 |1.08 1.69 1.45|1.0   0   0|   0     0 |   0     0 | 25  192    2   64    0
May 10 20:22:11 ubuntu dstat.sh[71185]: 10-05 20:22:11|  8   2  88   0   0|5010M  478M  193M 2183M| 117k   94k|   0    88k|   0  13.0 |2918  5480 |1.08 1.69 1.45|  0   0   0|   0     0 |   0     0 | 25  192    2   65    0
May 10 20:22:12 ubuntu dstat.sh[71185]: 10-05 20:22:12|  5   1  94   0   0|5010M  477M  193M 2183M|  31k   16k|   0   196k|   0  13.0 |1766  2778 |1.07 1.68 1.45|1.0   0   0|   0     0 |   0     0 | 25  192    2   65    0
May 10 20:22:13 ubuntu dstat.sh[71185]: 10-05 20:22:13| 12   2  82   3   0|5020M  466M  193M 2183M| 140k  118k| 176k  244k|15.0  27.0 |2277  4570 |1.07 1.68 1.45|1.0   0   0|   0     0 |   0     0 | 25  194    0   65    0
May 10 20:22:14 ubuntu dstat.sh[71185]: 10-05 20:22:14| 35   6  58   0   0|5037M  450M  193M 2183M| 468k  444k|   0   276k|   0  28.0 |4057    16k|1.07 1.68 1.45|1.0   0  34|   0     0 |   0     0 | 25  194    2   66    0
May 10 20:22:15 ubuntu dstat.sh[71185]: 10-05 20:22:15|  9   3  86   0   0|5045M  441M  194M 2184M|  34k   19k|   0   136k|   0  11.0 |1906  2824 |1.07 1.68 1.45|1.0   0 4.0|   0     0 |   0     0 | 25  194    2   66    0
May 10 20:22:16 ubuntu dstat.sh[71185]: 10-05 20:22:16|  7   2  90   1   0|5050M  437M  194M 2183M|  38k   19k|   0   312k|   0  38.0 |2538  3820 |1.07 1.68 1.45|2.0   0   0|   0     0 |   0     0 | 25  194    0   65    0
May 10 20:22:17 ubuntu dstat.sh[71185]: 10-05 20:22:17|  5   2  91   0   0|5038M  448M  194M 2183M|  29k 1707 |   0   760k|   0  47.0 |2127  2717 |1.79 1.82 1.50|2.0   0   0|   0     0 |   0     0 | 25  194    2   65    0
May 10 20:22:18 ubuntu dstat.sh[71185]: 10-05 20:22:18|  3   1  95   0   0|5039M  448M  194M 2183M|2228k 1710 |   0     0 |   0     0 |2479  2659 |1.79 1.82 1.50|  0   0 2.0|   0     0 |   0     0 | 25  194    2   65    0
May 10 20:22:19 ubuntu dstat.sh[71185]: 10-05 20:22:19|  3   1  93   0   0|5038M  448M  194M 2183M|  25k   11k|   0   108k|   0  13.0 |1787  2844 |1.79 1.82 1.50|  0   0   0|   0     0 |   0     0 | 25  194    0   65    0
May 10 20:22:20 ubuntu dstat.sh[71185]: 10-05 20:22:20|  3   1  94   0   0|5038M  448M  194M 2183M|  42k 3561 |   0   232k|   0  20.0 |2003  3044 |1.79 1.82 1.50|  0   0   0|   0     0 |   0     0 | 25  194    0   65    0
May 10 20:22:21 ubuntu dstat.sh[71185]: 10-05 20:22:21|  4   1  93   0   0|5038M  448M  194M 2183M|  62k 9943 |   0   440k|   0  31.0 |2024  3097 |1.79 1.82 1.50|  0   0   0|   0     0 |   0     0 | 25  194    0   66    0
