-- Logs begin at Thu 2022-07-14 15:46:49 UTC, end at Thu 2022-07-14 17:14:10 UTC. --
Jul 14 16:36:24 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 14 16:36:24 ubuntu dstat.sh[91502]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 14 16:36:24 ubuntu dstat.sh[91502]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 14 16:51:50 ubuntu dstat.sh[91502]: 14-07 16:51:50| 30   2  65   2   0|5580M  378M  184M 1732M| 475k  470k|   0   869k|   0   119 |3507  5734 |1.18 1.51 1.46|1.0   0 1.0|   0     0 |   0     0 | 25  380    0   72    0
Jul 14 16:51:51 ubuntu dstat.sh[91502]: 14-07 16:51:51| 30   4  64   2   0|5580M  378M  184M 1732M| 523k  518k|   0  1569k|   0   209 |4679  8190 |1.18 1.51 1.46|1.0   0 1.0|   0     0 |   0     0 | 25  378    0   76    0
Jul 14 16:51:52 ubuntu dstat.sh[91502]: 14-07 16:51:52| 28   5  64   3   1|5579M  378M  184M 1732M| 575k  571k|   0  1934k|   0   245 |5594    11k|1.18 1.51 1.46|5.0   0 1.0|   0     0 |   0     0 | 25  382    0   77    0
Jul 14 16:51:53 ubuntu dstat.sh[91502]: 14-07 16:51:53| 30   3  63   3   0|5580M  378M  185M 1732M| 527k  522k|4106B 2141k|1.00   267 |4760  8852 |1.16 1.50 1.46|  0 1.0   0|   0     0 |   0     0 | 25  382    0   78    0
Jul 14 16:51:54 ubuntu dstat.sh[91502]: 14-07 16:51:54| 30   2  66   2   0|5579M  378M  185M 1732M| 485k  474k|   0  1276k|   0   151 |3634  6293 |1.16 1.50 1.46|2.0   0   0|   0     0 |   0     0 | 25  382    0   77    0
Jul 14 16:51:55 ubuntu dstat.sh[91502]: 14-07 16:51:55| 31   3  62   2   0|5579M  378M  185M 1732M| 582k  574k|   0  1577k|   0   188 |4322  7472 |1.16 1.50 1.46|1.0   0 2.0|   0     0 |   0     0 | 25  382    0   77    0
Jul 14 16:51:56 ubuntu dstat.sh[91502]: 14-07 16:51:56| 33   4  63   0   0|5580M  377M  185M 1732M| 532k  513k|   0   701k|   0  58.1 |3473  5689 |1.16 1.50 1.46|2.0   0   0|   0     0 |   0     0 | 25  381    0   77    0
Jul 14 16:51:57 ubuntu dstat.sh[91502]: 14-07 16:51:57| 35   4  57   3   0|5580M  376M  185M 1733M| 653k  640k|   0  1654k|   0   211 |4806  8035 |1.16 1.50 1.46|1.0 1.0   0|   0     0 |   0     0 | 25  381    0   80    0
Jul 14 16:51:58 ubuntu dstat.sh[91502]: 14-07 16:51:58| 57   9  29   4   0|5585M  370M  185M 1733M|1381k 1375k|   0  3516k|   0   438 |7482    13k|1.39 1.54 1.47|3.0   0  15|   0     0 |   0     0 | 25  382    0   75    0
Jul 14 16:51:59 ubuntu dstat.sh[91502]: 14-07 16:51:59| 48   8  42   2   0|5588M  367M  185M 1734M| 844k  834k|   0  2072k|   0   235 |4936  8358 |1.39 1.54 1.47|3.0   0  16|   0     0 |   0     0 | 25  384    0   75    0
Jul 14 16:52:00 ubuntu dstat.sh[91502]: 14-07 16:52:00| 48   6  44   1   0|5592M  362M  185M 1734M| 772k  753k|   0  1183k|   0   124 |4379  7006 |1.39 1.54 1.47|3.0   0  12|   0     0 |   0     0 | 25  384    0   76    0
Jul 14 16:52:01 ubuntu dstat.sh[91502]: 14-07 16:52:01| 63  14  23   1   0|5622M  332M  185M 1735M|1015k 1000k| 332k 1879k|27.0   186 |5936    11k|1.39 1.54 1.47|9.0   0  59|   0     0 |   0     0 | 26  385    0   77    0
Jul 14 16:52:02 ubuntu dstat.sh[91502]: 14-07 16:52:02| 59  17  20   1   0|5633M  320M  185M 1735M| 650k  639k|2172k 1232k| 109   109 |7576    16k|1.39 1.54 1.47|8.0   0  62|   0     0 |   0     0 | 26  386    0   72    0
Jul 14 16:52:03 ubuntu dstat.sh[91502]: 14-07 16:52:03| 58  14  26   2   0|5691M  261M  186M 1736M| 414k  406k|  17M 1277k| 609   107 |9312    18k|1.44 1.55 1.47|3.0   0  27|   0     0 |   0     0 | 27  386    0   73    0
Jul 14 16:52:04 ubuntu dstat.sh[91502]: 14-07 16:52:04| 55   9  32   5   1|5741M  212M  186M 1736M| 419k  409k|  14M   12M| 530  1131 |8806    19k|1.44 1.55 1.47|2.0 1.0   0|   0     0 |   0     0 | 27  386    0   72    0
Jul 14 16:52:05 ubuntu dstat.sh[91502]: 14-07 16:52:05| 57   6  35   1   0|5817M  137M  186M 1734M| 144k  136k|4997k  539k| 162  31.9 |4014  7082 |1.44 1.55 1.47|4.0   0 2.0|   0     0 |   0     0 | 27  387    0   73    0
Jul 14 16:52:06 ubuntu dstat.sh[91502]: 14-07 16:52:06| 69  11  18   1   0|5753M  216M  185M 1720M| 742k  731k|4093B 1519k|1.00   150 |5457    11k|1.44 1.55 1.47|7.0   0  23|   0     0 |   0     0 | 26  386    0   73    0
Jul 14 16:52:07 ubuntu dstat.sh[91502]: 14-07 16:52:07| 54   9  35   0   0|5772M  196M  185M 1721M| 217k  208k|4096B 1412k|1.00  96.0 |4105  7373 |1.44 1.55 1.47|3.0 1.0  35|   0     0 |   0     0 | 26  388    0   74    0
Jul 14 16:52:08 ubuntu dstat.sh[91502]: 14-07 16:52:08| 63   9  26   2   0|5768M  200M  185M 1722M| 250k  245k| 937k 1509k|23.0   141 |6036  8356 |1.72 1.61 1.49|6.0   0  35|   0     0 |   0     0 | 26  390    0   73    0
Jul 14 16:52:09 ubuntu dstat.sh[91502]: 14-07 16:52:09| 51  13  34   1   0|5776M  190M  185M 1722M| 270k  258k| 190k 2528k|42.0   259 |6818    12k|1.72 1.61 1.49|6.0   0 4.0|   0     0 |   0     0 | 27  390    0   73    0
Jul 14 16:52:10 ubuntu dstat.sh[91502]: 14-07 16:52:10| 58   5  29   6   0|5793M  174M  185M 1722M| 306k  297k|  19M  886k| 693  77.1 |  10k   15k|1.72 1.61 1.49|5.0   0   0|   0     0 |   0     0 | 27  391    0   72    0
Jul 14 16:52:11 ubuntu dstat.sh[91502]: 14-07 16:52:11| 65   4  28   1   0|5853M  130M  185M 1707M| 435k  420k|  16k 1612k|4.00   204 |6554  9482 |1.72 1.61 1.49|2.0   0   0|   0     0 |   0     0 | 27  390    0   73    0
Jul 14 16:52:12 ubuntu dstat.sh[91502]: 14-07 16:52:12| 65   5  30   0   0|5869M  129M  185M 1692M| 450k  444k|   0  1047k|   0   103 |6098  7785 |1.72 1.61 1.49|4.0   0   0|   0     0 |   0     0 | 27  390    0   72    0
Jul 14 16:52:13 ubuntu dstat.sh[91502]: 14-07 16:52:13| 67  16  14   1   0|5757M  241M  185M 1692M| 638k  632k| 324k 1802k|30.0   137 |5986    13k|2.79 1.83 1.57|6.0   0  61|   0     0 |   0     0 | 26  391    0   74    0
Jul 14 16:52:14 ubuntu dstat.sh[91502]: 14-07 16:52:14| 59   5  34   1   0|5767M  231M  185M 1693M| 333k  326k| 108k 1211k|12.0  96.9 |4015  7132 |2.79 1.83 1.57|3.0   0  17|   0     0 |   0     0 | 26  390    0   73    0
Jul 14 16:52:15 ubuntu dstat.sh[91502]: 14-07 16:52:15| 57  12  28   1   1|5780M  216M  185M 1694M| 379k  367k|1572k 1242k|60.1   102 |6216    12k|2.79 1.83 1.57|3.0   0  31|   0     0 |   0     0 | 27  390    0   73    0
Jul 14 16:52:16 ubuntu dstat.sh[91502]: 14-07 16:52:16| 52  10  33   2   0|5800M  196M  185M 1695M| 302k  293k|8966k  915k| 322  85.9 |6452    12k|2.79 1.83 1.57|2.0 1.0   0|   0     0 |   0     0 | 27  390    0   73    0
Jul 14 16:52:17 ubuntu dstat.sh[91502]: 14-07 16:52:17| 66   5  27   3   0|5864M  133M  185M 1694M| 497k  490k|  10M 1087k| 370   110 |5922    11k|2.79 1.83 1.57|3.0   0 1.0|   0     0 |   0     0 | 27  390    0   73    0
Jul 14 16:52:18 ubuntu dstat.sh[91502]: 14-07 16:52:18| 64   9  25   0   0|5778M  218M  185M 1694M| 419k  407k|  32k 1438k|7.96   126 |4832  8510 |3.12 1.91 1.60|5.0   0  48|   0     0 |   0     0 | 26  391    0   69    0
Jul 14 16:52:19 ubuntu dstat.sh[91502]: 14-07 16:52:19| 61   8  29   2   0|5786M  209M  185M 1695M| 306k  298k| 745k 1742k|61.1   129 |5284  8595 |3.12 1.91 1.60|5.0 1.0  31|   0     0 |   0     0 | 26  390    0   69    0
Jul 14 16:52:20 ubuntu dstat.sh[91502]: 14-07 16:52:20| 45  12  40   2   0|5800M  195M  185M 1695M| 196k  190k| 535k 1201k|85.1  81.1 |5317    11k|3.12 1.91 1.60|3.0   0 5.0|   0     0 |   0     0 | 27  390    0   64    0
Jul 14 16:52:21 ubuntu dstat.sh[91502]: 14-07 16:52:21| 62   7  24   6   0|5825M  170M  185M 1695M| 485k  472k|  19M   14M| 716   311 |9726    18k|3.12 1.91 1.60| 11   0  12|   0     0 |   0     0 | 27  390    0   64    0
Jul 14 16:52:22 ubuntu dstat.sh[91502]: 14-07 16:52:22| 58   7  29   4   0|5731M  279M  185M 1681M| 422k  416k| 508k   15M|29.0   331 |5555  9956 |3.12 1.91 1.60|7.0 1.0  34|   0     0 |   0     0 | 26  392    0   58    0
Jul 14 16:52:23 ubuntu dstat.sh[91502]: 14-07 16:52:23| 56   6  32   3   0|5747M  263M  185M 1681M| 688k  681k|4092B 1910k|1.00   220 |5526    10k|4.40 2.20 1.69|3.0   0  19|   0     0 |   0     0 | 26  393    0   59    0
Jul 14 16:52:24 ubuntu dstat.sh[91502]: 14-07 16:52:24| 30   2  65   0   0|5766M  242M  185M 1681M|  73k   61k|   0   775k|   0  64.9 |3373  5859 |4.40 2.20 1.69|2.0   0   0|   0     0 |   0     0 | 26  392    0   56    0
Jul 14 16:52:25 ubuntu dstat.sh[91502]: 14-07 16:52:25| 43   8  44   2   0|5627M  382M  185M 1681M| 757k  750k|   0  1896k|   0   189 |5535    10k|4.40 2.20 1.69|1.0   0  45|   0     0 |   0     0 | 25  392    0   57    0
Jul 14 16:52:26 ubuntu dstat.sh[91502]: 14-07 16:52:26| 20   3  73   3   0|5627M  381M  186M 1681M| 426k  408k|   0  1459k|   0   178 |4077  6826 |4.40 2.20 1.69|  0   0   0|   0     0 |   0     0 | 25  392    0   51    0
Jul 14 16:52:27 ubuntu dstat.sh[91502]: 14-07 16:52:27| 18   3  77   1   0|5627M  381M  186M 1681M| 429k  422k|   0   646k|   0  52.1 |2657  4292 |4.40 2.20 1.69|1.0   0   0|   0     0 |   0     0 | 25  394    0   51    0
Jul 14 16:52:28 ubuntu dstat.sh[91502]: 14-07 16:52:28| 30   4  64   1   1|5627M  381M  186M 1681M| 571k  566k|   0  1337k|   0   166 |4073  6759 |4.12 2.18 1.69|6.0   0 1.0|   0     0 |   0     0 | 25  394    0   55    0
Jul 14 16:52:29 ubuntu dstat.sh[91502]: 14-07 16:52:29| 28   5  61   3   0|5610M  397M  186M 1681M| 433k  421k|   0  1850k|   0   246 |5346  9313 |4.12 2.18 1.69|3.0   0   0|   0     0 |   0     0 | 25  395    0   59    0
Jul 14 16:52:30 ubuntu dstat.sh[91502]: 14-07 16:52:30| 29   4  61   3   0|5610M  397M  186M 1681M| 487k  469k|   0  1972k|   0   273 |5481    10k|4.12 2.18 1.69|2.0   0   0|   0     0 |   0     0 | 25  396    0   57    0
Jul 14 16:52:31 ubuntu dstat.sh[91502]: 14-07 16:52:31| 29   2  67   1   0|5610M  397M  186M 1682M| 500k  488k|   0  1323k|   0   175 |3994  7198 |4.12 2.18 1.69|2.0   0   0|   0     0 |   0     0 | 25  396    0   58    0
Jul 14 16:52:32 ubuntu dstat.sh[91502]: 14-07 16:52:32| 30   2  65   2   0|5610M  396M  186M 1682M| 454k  444k|   0  1309k|   0   154 |3502  6055 |4.12 2.18 1.69|2.0   0   0|   0     0 |   0     0 | 25  396    0   60    0
Jul 14 16:52:33 ubuntu dstat.sh[91502]: 14-07 16:52:33| 42   4  52   3   0|5610M  397M  186M 1682M| 869k  862k|   0  1753k|   0   222 |4829  8553 |3.95 2.17 1.69|3.0   0   0|   0     0 |   0     0 | 25  395    0   62    0
Jul 14 16:52:34 ubuntu dstat.sh[91502]: 14-07 16:52:34| 29   4  65   2   0|5610M  396M  186M 1682M| 608k  599k|   0  1089k|   0   131 |4010  7086 |3.95 2.17 1.69|1.0 1.0   0|   0     0 |   0     0 | 25  394    0   64    0
Jul 14 16:52:35 ubuntu dstat.sh[91502]: 14-07 16:52:35| 29   7  52  10   0|5613M  392M  186M 1682M| 653k  645k|   0    13M|   0  1172 |6666  8997 |3.95 2.17 1.69|2.0   0 6.0|   0     0 |   0     0 | 25  394    0   64    0
Jul 14 16:52:36 ubuntu dstat.sh[91502]: 14-07 16:52:36| 38   6  54   2   0|5609M  396M  187M 1683M| 738k  728k|   0  1784k|   0   193 |4419  8203 |3.95 2.17 1.69|1.0   0  11|   0     0 |   0     0 | 25  395    0   64    0
Jul 14 16:52:37 ubuntu dstat.sh[91502]: 14-07 16:52:37| 40   6  53   0   0|5610M  395M  187M 1683M| 541k  521k|   0   850k|   0  59.8 |3508  5872 |3.95 2.17 1.69|2.0   0  13|   0     0 |   0     0 | 25  394    0   64    0
Jul 14 16:52:38 ubuntu dstat.sh[91502]: 14-07 16:52:38| 41  16  39   1   0|5629M  374M  187M 1684M| 455k  446k|1654k 1170k|41.1   104 |4952  8709 |4.28 2.27 1.72|1.0   0  60|   0     0 |   0     0 | 26  394    0   64    0
Jul 14 16:52:39 ubuntu dstat.sh[91502]: 14-07 16:52:39| 31  11  55   2   0|5640M  362M  187M 1685M| 423k  417k|2370k  855k| 112  90.9 |6860    11k|4.28 2.27 1.72|1.0   0   0|   0     0 |   0     0 | 26  394    0   64    0
Jul 14 16:52:40 ubuntu dstat.sh[91502]: 14-07 16:52:40| 41   4  45   6   0|5670M  332M  187M 1685M| 406k  397k|  17M 1946k| 579   230 |7426    12k|4.28 2.27 1.72|2.0   0   0|   0     0 |   0     0 | 26  395    0   67    0
Jul 14 16:52:41 ubuntu dstat.sh[91502]: 14-07 16:52:41| 57   4  37   3   0|5725M  276M  187M 1685M| 855k  848k|   0  1771k|   0   224 |5221  9097 |4.28 2.27 1.72|6.0   0 1.0|   0     0 |   0     0 | 26  395    0   68    0
Jul 14 16:52:42 ubuntu dstat.sh[91502]: 14-07 16:52:42| 63   7  28   2   0|5739M  262M  187M 1686M| 575k  569k|   0  1518k|   0   130 |4771  8427 |4.28 2.27 1.72| 10   0  15|   0     0 |   0     0 | 26  395    0   68    0
Jul 14 16:52:43 ubuntu dstat.sh[91502]: 14-07 16:52:43| 57   5  36   2   0|5751M  250M  187M 1686M| 755k  749k|8160B 1387k|1.99   155 |5397  9491 |4.10 2.27 1.72|4.0   0   0|   0     0 |   0     0 | 26  395    0   68    0
Jul 14 16:52:44 ubuntu dstat.sh[91502]: 14-07 16:52:44| 62   4  33   1   0|5757M  244M  187M 1686M| 429k  422k|   0   858k|   0  53.1 |3683  6164 |4.10 2.27 1.72|3.0   0  19|   0     0 |   0     0 | 26  395    0   70    0
Jul 14 16:52:45 ubuntu dstat.sh[91502]: 14-07 16:52:45| 62  14  21   1   0|5771M  229M  187M 1687M| 459k  450k|  95k 1327k|21.0   120 |6131    11k|4.10 2.27 1.72|5.0   0  41|   0     0 |   0     0 | 27  396    0   66    0
Jul 14 16:52:46 ubuntu dstat.sh[91502]: 14-07 16:52:46| 61   9  24   3   0|5791M  209M  188M 1687M| 526k  512k|8553k 1306k| 309   149 |9937    16k|4.10 2.27 1.72|4.0   0 5.0|   0     0 |   0     0 | 27  396    0   66    0
Jul 14 16:52:47 ubuntu dstat.sh[91502]: 14-07 16:52:47| 69  10  17   2   0|5771M  228M  188M 1687M| 610k  603k|8500k 1555k| 304   165 |6998    13k|4.10 2.27 1.72|2.0   0  41|   0     0 |   0     0 | 26  395    0   66    0
Jul 14 16:52:48 ubuntu dstat.sh[91502]: 14-07 16:52:48| 55   3  37   2   0|5773M  227M  188M 1687M| 568k  562k|  16k 1478k|3.99   188 |6450  9038 |4.09 2.30 1.74|3.0   0   0|   0     0 |   0     0 | 26  395    0   66    0
Jul 14 16:52:49 ubuntu dstat.sh[91502]: 14-07 16:52:49| 37   2  58   1   0|5779M  220M  188M 1687M| 281k  273k| 340k  660k|51.0  83.0 |5571  8593 |4.09 2.30 1.74|4.0 1.0 1.0|   0     0 |   0     0 | 26  396    0   66    0
Jul 14 16:52:50 ubuntu dstat.sh[91502]: 14-07 16:52:50| 36   2  57   3   0|5778M  220M  188M 1687M| 232k  216k| 170k 1699k|41.9   172 |6308  7835 |4.09 2.30 1.74|1.0   0   0|   0     0 |   0     0 | 26  395    0   68    0
Jul 14 16:52:51 ubuntu dstat.sh[91502]: 14-07 16:52:51| 50   5  43   3   0|5768M  230M  188M 1688M| 551k  544k| 515k   14M|25.1   330 |6957  9701 |4.09 2.30 1.74|3.0 1.0 9.0|   0     0 |   0     0 | 26  395    0   67    0
Jul 14 16:52:52 ubuntu dstat.sh[91502]: 14-07 16:52:52| 31   2  61   2   0|5771M  227M  188M 1688M| 141k  136k| 207k   14M|17.0   285 |4817  8376 |4.09 2.30 1.74|2.0   0  24|   0     0 |   0     0 | 26  396    0   67    0
Jul 14 16:52:53 ubuntu dstat.sh[91502]: 14-07 16:52:53| 41   3  53   2   0|5772M  226M  188M 1688M| 330k  317k| 361k  940k|32.0   114 |4599  8231 |3.84 2.27 1.73|1.0   0   0|   0     0 |   0     0 | 26  395    0   62    0
Jul 14 16:52:54 ubuntu dstat.sh[91502]: 14-07 16:52:54| 37   2  57   1   0|5772M  226M  188M 1688M| 216k  198k| 163k  922k|12.0   115 |5144  7446 |3.84 2.27 1.73|2.0 1.0   0|   0     0 |   0     0 | 26  395    0   65    0
Jul 14 16:52:55 ubuntu dstat.sh[91502]: 14-07 16:52:55| 40   8  50   1   0|5629M  369M  189M 1688M| 472k  466k| 552k 1473k|34.9   152 |5311  9766 |3.84 2.27 1.73|5.0   0  37|   0     0 |   0     0 | 25  396    0   66    0
Jul 14 16:52:56 ubuntu dstat.sh[91502]: 14-07 16:52:56| 50  13  33   3   0|5627M  369M  189M 1688M|1097k 1088k|   0  2345k|   0   270 |6929    12k|3.84 2.27 1.73|2.0   0  44|   0     0 |   0     0 | 25  396    0   67    0
Jul 14 16:52:57 ubuntu dstat.sh[91502]: 14-07 16:52:57|  9   1  87   1   0|5627M  369M  189M 1688M| 144k  134k|   0   551k|   0  66.9 |2729  4410 |3.84 2.27 1.73|2.0   0   0|   0     0 |   0     0 | 25  395    0   64    0
Jul 14 16:52:58 ubuntu dstat.sh[91502]: 14-07 16:52:58| 29   3  65   2   0|5627M  369M  189M 1689M| 595k  578k|  56k  825k|1.00   104 |4028  6521 |3.61 2.25 1.73|1.0   0 1.0|   0     0 |   0     0 | 25  397    0   67    0
Jul 14 16:52:59 ubuntu dstat.sh[91502]: 14-07 16:52:59| 31   3  65   2   0|5627M  369M  189M 1689M| 456k  443k|   0   896k|   0   115 |3510  5712 |3.61 2.25 1.73|1.0   0   0|   0     0 |   0     0 | 25  397    0   65    0
Jul 14 16:53:00 ubuntu dstat.sh[91502]: 14-07 16:53:00| 34   6  59   2   1|5618M  377M  189M 1689M| 515k  482k|   0  1593k|   0   222 |5408  9583 |3.61 2.25 1.73|1.0   0 1.0|   0     0 |   0     0 | 25  397    0   68    0
Jul 14 16:53:01 ubuntu dstat.sh[91502]: 14-07 16:53:01| 26   5  66   3   0|5618M  377M  189M 1689M| 642k  625k|   0  1388k|   0   176 |5227  9619 |3.61 2.25 1.73|4.0   0   0|   0     0 |   0     0 | 25  396    0   67    0
Jul 14 16:53:02 ubuntu dstat.sh[91502]: 14-07 16:53:02| 16   5  78   1   0|5617M  379M  190M 1689M| 151k  140k|   0   561k|   0  65.1 |3259  7305 |3.61 2.25 1.73|3.0   0  34|   0     0 |   0     0 | 25  398    0   68    0
Jul 14 16:53:03 ubuntu dstat.sh[91502]: 14-07 16:53:03| 14   2  81   1   0|5616M  379M  190M 1689M| 229k  221k|   0   994k|   0   121 |3378  5623 |3.32 2.21 1.72|  0   0   0|   0     0 |   0     0 | 25  396    0   67    0
Jul 14 16:53:04 ubuntu dstat.sh[91502]: 14-07 16:53:04|  9   2  86   1   0|5617M  378M  190M 1690M| 191k  182k|   0   660k|   0  80.0 |2760  4737 |3.32 2.21 1.72|  0   0   0|   0     0 |   0     0 | 25  396    0   67    0
Jul 14 16:53:05 ubuntu dstat.sh[91502]: 14-07 16:53:05| 13   2  83   2   0|5617M  378M  190M 1690M| 208k  197k|  12k  852k|1.00   106 |3268  5610 |3.32 2.21 1.72|2.0   0 2.0|   0     0 |   0     0 | 25  397    0   66    0
Jul 14 16:53:06 ubuntu dstat.sh[91502]: 14-07 16:53:06| 16   4  75   5   0|5616M  378M  190M 1690M| 247k  229k|   0    13M|   0  1250 |6175  7091 |3.32 2.21 1.72|1.0   0   0|   0     0 |   0     0 | 25  397    0   67    0
Jul 14 16:53:07 ubuntu dstat.sh[91502]: 14-07 16:53:07| 30   6  60   2   0|5652M  342M  190M 1690M| 453k  439k|   0  1299k|   0   176 |4823  8702 |3.32 2.21 1.72|5.0   0 3.0|   0     0 |   0     0 | 25  397    0   66    0
Jul 14 16:53:08 ubuntu dstat.sh[91502]: 14-07 16:53:08| 29   3  62   2   0|5624M  369M  190M 1691M| 539k  532k|  52k 1807k|1.99   283 |5464    10k|3.14 2.19 1.71|  0   0 1.0|   0     0 |   0     0 | 25  396    0   70    0
Jul 14 16:53:09 ubuntu dstat.sh[91502]: 14-07 16:53:09| 16   5  77   1   0|5619M  374M  190M 1691M| 248k  236k|   0   782k|   0  81.2 |3279  5661 |3.14 2.19 1.71|1.0   0 1.0|   0     0 |   0     0 | 25  398    0   72    0
Jul 14 16:53:10 ubuntu dstat.sh[91502]: 14-07 16:53:10|  9   2  86   1   0|5619M  374M  190M 1691M|  88k   69k|   0   854k|   0   102 |3058  5232 |3.14 2.19 1.71|1.0   0   0|   0     0 |   0     0 | 25  399    0   71    0
Jul 14 16:53:11 ubuntu dstat.sh[91502]: 14-07 16:53:11| 31   5  63   3   0|5619M  374M  190M 1691M| 573k  567k|   0  2745k|   0   376 |5717    11k|3.14 2.19 1.71|1.0   0   0|   0     0 |   0     0 | 25  399    0   74    0
Jul 14 16:53:12 ubuntu dstat.sh[91502]: 14-07 16:53:12| 25   4  67   2   0|5620M  372M  190M 1691M| 512k  506k|   0  1544k|   0   217 |5236  9756 |3.14 2.19 1.71|1.0   0   0|   0     0 |   0     0 | 25  398    0   75    0
Jul 14 16:53:13 ubuntu dstat.sh[91502]: 14-07 16:53:13| 10   1  85   1   0|5620M  372M  190M 1691M| 192k  184k|   0   696k|   0  86.0 |2848  4939 |3.13 2.21 1.72|1.0   0   0|   0     0 |   0     0 | 25  399    0   73    0
Jul 14 16:53:14 ubuntu dstat.sh[91502]: 14-07 16:53:14| 12   2  84   1   0|5620M  372M  191M 1691M| 183k  176k|   0   896k|   0   108 |3060  5270 |3.13 2.21 1.72|  0   0   0|   0     0 |   0     0 | 25  398    0   74    0
Jul 14 16:53:15 ubuntu dstat.sh[91502]: 14-07 16:53:15| 17   3  76   2   0|5621M  370M  191M 1692M| 358k  349k|   0  1224k|   0   164 |3788  6977 |3.13 2.21 1.72|1.0   0 2.0|   0     0 |   0     0 | 25  398    0   76    0
Jul 14 16:53:16 ubuntu dstat.sh[91502]: 14-07 16:53:16| 15   2  82   0   0|5622M  369M  191M 1692M| 283k  267k|4096B  432k|1.00  28.0 |2315  4077 |3.13 2.21 1.72|2.0   0   0|   0     0 |   0     0 | 25  400    0   76    0
Jul 14 16:53:17 ubuntu dstat.sh[91502]: 14-07 16:53:17| 20   3  72   2   0|5624M  368M  191M 1692M| 363k  351k|   0  1287k|   0   166 |3846  6796 |3.13 2.21 1.72|  0   0 1.0|   0     0 |   0     0 | 25  398    0   76    0
Jul 14 16:53:18 ubuntu dstat.sh[91502]: 14-07 16:53:18| 16   3  80   2   0|5624M  367M  191M 1692M| 231k  212k|   0  1065k|   0   119 |3650  6219 |3.12 2.22 1.73|1.0   0   0|   0     0 |   0     0 | 25  398    0   76    0
Jul 14 16:53:19 ubuntu dstat.sh[91502]: 14-07 16:53:19| 12   2  81   1   0|5624M  367M  191M 1692M| 212k  205k|   0  1227k|   0   166 |3710  6394 |3.12 2.22 1.73|2.0   0   0|   0     0 |   0     0 | 25  399    0   76    0
Jul 14 16:53:20 ubuntu dstat.sh[91502]: 14-07 16:53:20| 14   3  78   3   1|5628M  362M  191M 1692M| 187k  176k|4096B 1144k|1.00   147 |3784  6608 |3.12 2.22 1.73|1.0   0   0|   0     0 |   0     0 | 25  399    0   76    0
Jul 14 16:53:21 ubuntu dstat.sh[91502]: 14-07 16:53:21| 28   4  64   3   1|5628M  362M  191M 1692M| 453k  448k|   0  1393k|   0   176 |5155  9476 |3.12 2.22 1.73|1.0   0   0|   0     0 |   0     0 | 25  399    0   78    0
Jul 14 16:53:22 ubuntu dstat.sh[91502]: 14-07 16:53:22| 28   5  65   1   0|5629M  361M  191M 1693M| 551k  545k|   0  1045k|   0   117 |4709    11k|3.12 2.22 1.73|2.0   0   0|   0     0 |   0     0 | 25  400    0   78    0
Jul 14 16:53:23 ubuntu dstat.sh[91502]: 14-07 16:53:23| 29   4  65   2   0|5629M  360M  191M 1693M| 522k  515k|   0  1379k|   0   183 |5369    11k|2.95 2.20 1.72|1.0   0   0|   0     0 |   0     0 | 25  399    0   81    0
Jul 14 16:53:24 ubuntu dstat.sh[91502]: 14-07 16:53:24| 26   6  66   1   0|5630M  358M  191M 1694M| 621k  610k|   0   976k|   0   104 |5185    10k|2.95 2.20 1.72|1.0   0 1.0|   0     0 |   0     0 | 25  402    0   82    0
Jul 14 16:53:25 ubuntu dstat.sh[91502]: 14-07 16:53:25| 30   4  62   3   0|5631M  357M  191M 1694M| 495k  490k|   0  2135k|   0   303 |5759    11k|2.95 2.20 1.72|3.0   0 2.0|   0     0 |   0     0 | 25  400    0   87    0
Jul 14 16:53:26 ubuntu dstat.sh[91502]: 14-07 16:53:26| 29   5  64   3   1|5631M  357M  191M 1695M| 516k  507k|   0  1898k|   0   244 |5280    10k|2.95 2.20 1.72|1.0   0   0|   0     0 |   0     0 | 25  401    0   87    0
Jul 14 16:53:27 ubuntu dstat.sh[91502]: 14-07 16:53:27| 28   3  63   3   0|5632M  356M  191M 1695M| 382k  376k|  12k 1722k|1.00   230 |4741  8572 |2.95 2.20 1.72|2.0   0   0|   0     0 |   0     0 | 25  400    0   89    0
Jul 14 16:53:28 ubuntu dstat.sh[91502]: 14-07 16:53:28| 29   4  62   3   0|5632M  356M  191M 1695M| 513k  508k|   0  2329k|   0   324 |5798    11k|2.79 2.18 1.72|1.0   0   0|   0     0 |   0     0 | 25  401    0   90    0
Jul 14 16:53:29 ubuntu dstat.sh[91502]: 14-07 16:53:29| 29   4  63   3   0|5632M  355M  192M 1695M| 562k  552k|   0  1948k|   0   277 |4799  8804 |2.79 2.18 1.72|2.0   0   0|   0     0 |   0     0 | 25  401    0   93    0
Jul 14 16:53:30 ubuntu dstat.sh[91502]: 14-07 16:53:30| 32   4  62   2   0|5632M  355M  192M 1695M| 571k  544k|   0  1836k|   0   250 |5080  9274 |2.79 2.18 1.72|3.0   0   0|   0     0 |   0     0 | 25  400    0   92    0
