-- Logs begin at Mon 2022-07-04 08:35:34 UTC, end at Mon 2022-07-04 10:08:35 UTC. --
Jul 04 09:32:49 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 04 09:32:49 ubuntu dstat.sh[86284]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 04 09:32:49 ubuntu dstat.sh[86284]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 04 09:50:22 ubuntu dstat.sh[86284]: 04-07 09:50:22| 18   2  73   3   0|5396M  307M  194M 1960M| 343k  334k|   0  1533k|   0   232 |4585  8367 |1.33 1.54 1.34|  0   0 1.0|   0     0 |   0     0 | 25  394    0  109    0
Jul 04 09:50:23 ubuntu dstat.sh[86284]: 04-07 09:50:23| 12   3  84   1   0|5396M  306M  194M 1960M| 254k  248k|  48k  594k|1.00  81.3 |2637  4565 |1.31 1.53 1.34|4.0   0   0|   0     0 |   0     0 | 25  395    0  115    0
Jul 04 09:50:24 ubuntu dstat.sh[86284]: 04-07 09:50:24|  8   1  88   1   0|5397M  306M  194M 1960M|  99k   91k|   0   623k|   0  79.9 |2552  4286 |1.31 1.53 1.34|  0   0   0|   0     0 |   0     0 | 25  394    0  110    0
Jul 04 09:50:25 ubuntu dstat.sh[86284]: 04-07 09:50:25| 14   2  83   0   0|5397M  306M  194M 1960M| 193k  185k|   0   484k|   0  55.0 |2471  4093 |1.31 1.53 1.34|1.0   0   0|   0     0 |   0     0 | 25  394    0  111    0
Jul 04 09:50:26 ubuntu dstat.sh[86284]: 04-07 09:50:26| 10   2  85   1   0|5397M  306M  194M 1960M| 256k  248k|   0   540k|   0  54.0 |2759  4322 |1.31 1.53 1.34|  0   0   0|   0     0 |   0     0 | 25  394    0  108    0
Jul 04 09:50:27 ubuntu dstat.sh[86284]: 04-07 09:50:27| 15   3  82   0   0|5399M  304M  194M 1960M| 353k  342k|   0   582k|   0  62.2 |2710  4533 |1.31 1.53 1.34|2.0   0   0|   0     0 |   0     0 | 25  396    0  113    0
Jul 04 09:50:28 ubuntu dstat.sh[86284]: 04-07 09:50:28| 18   5  75   1   0|5400M  302M  194M 1960M| 198k  176k|   0  1032k|   0   170 |3970  8930 |1.20 1.51 1.33|  0   0  34|   0     0 |   0     0 | 25  394    0  110    0
Jul 04 09:50:29 ubuntu dstat.sh[86284]: 04-07 09:50:29| 30   5  63   2   1|5399M  303M  194M 1960M| 556k  547k|   0  1139k|   0   144 |4622  8206 |1.20 1.51 1.33|1.0   0   0|   0     0 |   0     0 | 25  396    0  112    0
Jul 04 09:50:30 ubuntu dstat.sh[86284]: 04-07 09:50:30| 29   4  63   3   0|5399M  302M  195M 1961M| 563k  553k|   0  2191k|   0   321 |6421    12k|1.20 1.51 1.33|1.0   0 2.0|   0     0 |   0     0 | 25  395    0  114    0
Jul 04 09:50:31 ubuntu dstat.sh[86284]: 04-07 09:50:31| 26   3  68   1   0|5399M  302M  195M 1961M| 549k  540k|   0   958k|   0   117 |5171  9974 |1.20 1.51 1.33|2.0   0   0|   0     0 |   0     0 | 25  396    0  114    0
Jul 04 09:50:32 ubuntu dstat.sh[86284]: 04-07 09:50:32| 13   2  84   1   0|5399M  302M  195M 1961M| 214k  194k|   0   792k|   0   104 |3462  5590 |1.20 1.51 1.33|  0   0   0|   0     0 |   0     0 | 25  394    0  108    0
Jul 04 09:50:33 ubuntu dstat.sh[86284]: 04-07 09:50:33| 17   2  76   2   0|5400M  301M  195M 1961M| 342k  318k|   0  1112k|   0   163 |4339  6805 |1.10 1.48 1.33|  0   0   0|   0     0 |   0     0 | 25  394    0  111    0
Jul 04 09:50:34 ubuntu dstat.sh[86284]: 04-07 09:50:34| 13   1  84   1   0|5400M  301M  195M 1961M| 212k  194k|   0   524k|   0  61.0 |2884  4537 |1.10 1.48 1.33|2.0   0   0|   0     0 |   0     0 | 25  395    0  110    0
Jul 04 09:50:35 ubuntu dstat.sh[86284]: 04-07 09:50:35| 17   3  79   2   0|5400M  301M  195M 1961M| 348k  337k|  56k  940k|1.00   137 |3781  6241 |1.10 1.48 1.33|  0   0   0|   0     0 |   0     0 | 25  394    0  113    0
Jul 04 09:50:36 ubuntu dstat.sh[86284]: 04-07 09:50:36| 13   1  83   0   0|5401M  300M  195M 1962M| 312k  297k|   0   419k|   0  34.0 |2553  4243 |1.10 1.48 1.33|  0   0   0|   0     0 |   0     0 | 25  394    0  115    1
Jul 04 09:50:37 ubuntu dstat.sh[86284]: 04-07 09:50:37| 19   3  75   2   0|5401M  299M  195M 1962M| 397k  379k|   0  1299k|   0   184 |3981  6527 |1.10 1.48 1.33|  0   0   0|   0     0 |   0     0 | 25  395    0  119    0
Jul 04 09:50:38 ubuntu dstat.sh[86284]: 04-07 09:50:38| 12   2  85   1   0|5402M  299M  195M 1962M| 124k  107k|   0  1060k|   0   154 |3426  5482 |1.02 1.46 1.32|1.0   0   0|   0     0 |   0     0 | 25  396    0  114    0
Jul 04 09:50:39 ubuntu dstat.sh[86284]: 04-07 09:50:39| 29   3  64   2   0|5402M  298M  195M 1962M| 582k  576k|   0  1662k|   0   221 |5746    10k|1.02 1.46 1.32|3.0   0   0|   0     0 |   0     0 | 25  395    0  119    0
Jul 04 09:50:40 ubuntu dstat.sh[86284]: 04-07 09:50:40| 27   4  60   8   0|5402M  297M  195M 1962M| 506k  493k|   0    12M|   0  1416 |7973    11k|1.02 1.46 1.32|1.0   0 2.0|   0     0 |   0     0 | 25  395    0  124    0
Jul 04 09:50:41 ubuntu dstat.sh[86284]: 04-07 09:50:41| 27   5  66   2   1|5403M  296M  195M 1963M| 609k  602k|  92k 1412k|4.00   180 |5379    10k|1.02 1.46 1.32|2.0   0   0|   0     0 |   0     0 | 25  394    0  121    0
Jul 04 09:50:42 ubuntu dstat.sh[86284]: 04-07 09:50:42|  7   1  90   0   0|5403M  295M  195M 1964M|  82k   70k|   0   544k|   0  59.9 |2415  4030 |1.02 1.46 1.32|2.0   0   0|   0     0 |   0     0 | 25  395    0  121    0
Jul 04 09:50:43 ubuntu dstat.sh[86284]: 04-07 09:50:43| 17   2  77   1   0|5404M  294M  195M 1964M| 351k  331k|   0  1018k|   0   120 |3698  6282 |0.93 1.43 1.31|  0   0   0|   0     0 |   0     0 | 25  394    0  124    0
Jul 04 09:50:44 ubuntu dstat.sh[86284]: 04-07 09:50:44| 16   4  79   1   0|5404M  293M  195M 1964M| 276k  267k|   0   752k|   0  90.0 |3470  6363 |0.93 1.43 1.31|1.0   0   0|   0     0 |   0     0 | 25  396    0  124    0
Jul 04 09:50:45 ubuntu dstat.sh[86284]: 04-07 09:50:45| 29   4  62   3   1|5404M  292M  195M 1965M| 558k  548k|   0  2703k|   0   316 |6030    11k|0.93 1.43 1.31|1.0   0   0|   0     0 |   0     0 | 25  395    0  129    0
Jul 04 09:50:46 ubuntu dstat.sh[86284]: 04-07 09:50:46| 28   4  67   1   0|5405M  290M  195M 1965M| 536k  519k|   0   999k|   0   116 |5452    10k|0.93 1.43 1.31|1.0   0   0|   0     0 |   0     0 | 25  395    0  132    0
Jul 04 09:50:47 ubuntu dstat.sh[86284]: 04-07 09:50:47| 23   3  69   3   0|5410M  285M  195M 1965M| 439k  429k|   0  1450k|   0   221 |4682  8164 |0.93 1.43 1.31|1.0 1.0   0|   0     0 |   0     0 | 25  394    0  128    0
Jul 04 09:50:48 ubuntu dstat.sh[86284]: 04-07 09:50:48| 15   2  81   1   0|5411M  285M  196M 1965M| 252k  243k|   0   932k|   0   143 |3437  5863 |1.10 1.46 1.32|3.0   0   0|   0     0 |   0     0 | 25  395    0  129    0
Jul 04 09:50:49 ubuntu dstat.sh[86284]: 04-07 09:50:49|  8   2  89   1   0|5411M  284M  196M 1966M| 120k  111k|   0   536k|   0  68.0 |2734  4584 |1.10 1.46 1.32|  0   0   0|   0     0 |   0     0 | 25  394    0  126    0
Jul 04 09:50:50 ubuntu dstat.sh[86284]: 04-07 09:50:50| 22   3  72   4   0|5411M  283M  196M 1966M| 384k  373k|   0  1324k|   0   213 |4511  7616 |1.10 1.46 1.32|  0   0 2.0|   0     0 |   0     0 | 25  394    0  128    0
Jul 04 09:50:51 ubuntu dstat.sh[86284]: 04-07 09:50:51| 20   4  72   2   0|5412M  282M  196M 1966M| 459k  450k|   0   940k|   0   127 |4556  8744 |1.10 1.46 1.32|  0   0   0|   0     0 |   0     0 | 25  395    0  127    0
Jul 04 09:50:52 ubuntu dstat.sh[86284]: 04-07 09:50:52| 11   2  85   1   0|5412M  282M  196M 1966M| 196k  171k|   0   513k|   0  74.2 |2886  4690 |1.10 1.46 1.32|1.0   0   0|   0     0 |   0     0 | 25  395    0  127    0
Jul 04 09:50:53 ubuntu dstat.sh[86284]: 04-07 09:50:53| 18   2  76   2   0|5412M  282M  196M 1967M| 399k  387k|   0   827k|   0   105 |3771  6229 |1.01 1.43 1.31|1.0   0   0|   0     0 |   0     0 | 25  394    0  126    0
Jul 04 09:50:54 ubuntu dstat.sh[86284]: 04-07 09:50:54| 13   2  82   1   0|5412M  281M  196M 1967M| 237k  224k|   0   792k|   0   101 |3279  5528 |1.01 1.43 1.31|  0   0   0|   0     0 |   0     0 | 25  395    0  127    0
Jul 04 09:50:55 ubuntu dstat.sh[86284]: 04-07 09:50:55| 15   3  79   2   0|5414M  279M  196M 1967M| 265k  256k|   0  1110k|   0   141 |3862  6367 |1.01 1.43 1.31|2.0   0   0|   0     0 |   0     0 | 25  394    0  125    0
Jul 04 09:50:56 ubuntu dstat.sh[86284]: 04-07 09:50:56| 11   2  85   1   0|5415M  278M  196M 1967M| 169k  151k|   0   682k|   0  95.3 |3125  4923 |1.01 1.43 1.31|5.0   0   0|   0     0 |   0     0 | 25  395    0  126    0
Jul 04 09:50:57 ubuntu dstat.sh[86284]: 04-07 09:50:57| 11   2  84   2   0|5415M  278M  196M 1967M| 158k  141k|  20k  945k|3.00   126 |3320  5418 |1.01 1.43 1.31|  0   0   0|   0     0 |   0     0 | 25  394    0  125    0
Jul 04 09:50:58 ubuntu dstat.sh[86284]: 04-07 09:50:58| 27   4  64   2   1|5415M  277M  196M 1968M| 593k  575k|   0  1728k|   0   277 |5907    11k|1.01 1.43 1.31|1.0   0   0|   0     0 |   0     0 | 25  396    0  127    0
Jul 04 09:50:59 ubuntu dstat.sh[86284]: 04-07 09:50:59| 31   6  60   1   0|5426M  266M  196M 1968M| 527k  514k|   0  1197k|   0   160 |5341  9701 |1.01 1.43 1.31|1.0   0 4.0|   0     0 |   0     0 | 25  395    0  129    0
Jul 04 09:51:00 ubuntu dstat.sh[86284]: 04-07 09:51:00| 27   4  63   3   0|5426M  266M  196M 1968M| 553k  541k|   0  1282k|   0   162 |5482    10k|1.01 1.43 1.31|3.0   0 2.0|   0     0 |   0     0 | 25  395    0  132    0
Jul 04 09:51:01 ubuntu dstat.sh[86284]: 04-07 09:51:01| 30   4  62   2   0|5419M  272M  196M 1969M| 540k  533k|   0  1591k|   0   179 |5434  9401 |1.01 1.43 1.31|3.0   0   0|   0     0 |   0     0 | 25  395    0  132    0
Jul 04 09:51:02 ubuntu dstat.sh[86284]: 04-07 09:51:02| 27   5  64   3   0|5419M  272M  196M 1969M| 546k  531k|   0  2119k|   0   334 |5825    11k|1.01 1.43 1.31|1.0 1.0   0|   0     0 |   0     0 | 25  396    0  134    0
Jul 04 09:51:03 ubuntu dstat.sh[86284]: 04-07 09:51:03| 30   3  63   2   0|5420M  270M  196M 1969M| 597k  582k|   0  1348k|   0   187 |5564    10k|0.93 1.40 1.31|1.0   0   0|   0     0 |   0     0 | 25  395    0  135    0
Jul 04 09:51:04 ubuntu dstat.sh[86284]: 04-07 09:51:04| 28   3  67   1   0|5421M  269M  196M 1969M| 420k  412k|   0  1009k|   0   137 |4172  7535 |0.93 1.40 1.31|1.0   0   0|   0     0 |   0     0 | 25  395    0  136    0
Jul 04 09:51:05 ubuntu dstat.sh[86284]: 04-07 09:51:05| 14   1  81   4   0|5421M  269M  197M 1970M| 191k  184k|   0   769k|   0   106 |3293  5586 |0.93 1.40 1.31|  0   0   0|   0     0 |   0     0 | 25  394    0  135    0
Jul 04 09:51:06 ubuntu dstat.sh[86284]: 04-07 09:51:06| 13   2  83   2   0|5420M  269M  197M 1970M| 237k  232k|   0   859k|   0   113 |3373  5290 |0.93 1.40 1.31|  0   0   0|   0     0 |   0     0 | 25  394    0  136    0
Jul 04 09:51:07 ubuntu dstat.sh[86284]: 04-07 09:51:07| 17   3  78   1   0|5421M  269M  197M 1970M| 399k  387k|   0  1093k|   0   150 |3895  6514 |0.93 1.40 1.31|1.0   0   0|   0     0 |   0     0 | 25  394    0  131    0
Jul 04 09:51:08 ubuntu dstat.sh[86284]: 04-07 09:51:08| 10   3  85   0   0|5421M  268M  197M 1970M| 172k  165k|   0   508k|   0  46.0 |2648  4397 |1.18 1.45 1.32|  0   0 2.0|   0     0 |   0     0 | 25  395    0  131    0
Jul 04 09:51:09 ubuntu dstat.sh[86284]: 04-07 09:51:09|  5   1  92   1   0|5421M  268M  197M 1970M|  63k   57k|   0   503k|   0  58.9 |2225  3828 |1.18 1.45 1.32|2.0   0   0|   0     0 |   0     0 | 25  395    0  126    0
Jul 04 09:51:10 ubuntu dstat.sh[86284]: 04-07 09:51:10| 14   3  79   2   0|5421M  268M  197M 1970M| 305k  294k|   0  1105k|   0   155 |3910  6625 |1.18 1.45 1.32|  0   0 2.0|   0     0 |   0     0 | 25  394    0  127    0
Jul 04 09:51:11 ubuntu dstat.sh[86284]: 04-07 09:51:11| 11   1  77   9   0|5422M  268M  197M 1970M| 229k  224k|   0    13M|   0  1486 |5605  5136 |1.18 1.45 1.32|1.0   0   0|   0     0 |   0     0 | 25  394    0  115    0
Jul 04 09:51:12 ubuntu dstat.sh[86284]: 04-07 09:51:12| 13   2  81   1   0|5421M  268M  197M 1970M| 297k  288k|   0  1028k|   0   146 |3578  5996 |1.18 1.45 1.32|  0   0   0|   0     0 |   0     0 | 25  394    0  115    0
Jul 04 09:51:13 ubuntu dstat.sh[86284]: 04-07 09:51:13| 12   4  82   0   0|5422M  267M  197M 1970M| 208k  193k|   0   500k|   0  49.4 |2639  4038 |1.08 1.42 1.31|1.0   0 1.0|   0     0 |   0     0 | 25  394    0  111    0
Jul 04 09:51:14 ubuntu dstat.sh[86284]: 04-07 09:51:14|  7   1  90   1   0|5422M  266M  197M 1970M|  76k   68k|   0   503k|   0  55.8 |2332  3775 |1.08 1.42 1.31|1.0   0   0|   0     0 |   0     0 | 25  395    0  111    0
Jul 04 09:51:15 ubuntu dstat.sh[86284]: 04-07 09:51:15| 13   3  81   4   0|5423M  266M  197M 1971M| 254k  245k|   0   925k|   0   131 |3510  5849 |1.08 1.42 1.31|  0   0   0|   0     0 |   0     0 | 25  394    0  109    0
Jul 04 09:51:16 ubuntu dstat.sh[86284]: 04-07 09:51:16| 10   1  85   0   0|5423M  266M  197M 1971M| 229k  219k|   0  1136k|   0  82.0 |3029  4785 |1.08 1.42 1.31|  0   0   0|   0     0 |   0     0 | 25  394    0  109    0
Jul 04 09:51:17 ubuntu dstat.sh[86284]: 04-07 09:51:17| 21   3  73   1   0|5424M  264M  197M 1971M| 516k  506k|   0  1103k|   0   124 |3804  6464 |1.08 1.42 1.31|4.0   0   0|   0     0 |   0     0 | 25  394    0  104    0
Jul 04 09:51:18 ubuntu dstat.sh[86284]: 04-07 09:51:18|  7   1  90   1   0|5424M  264M  197M 1971M|  85k   78k|   0   541k|   0  73.2 |2528  4120 |1.07 1.41 1.31|2.0   0   0|   0     0 |   0     0 | 25  395    0  104    0
Jul 04 09:51:19 ubuntu dstat.sh[86284]: 04-07 09:51:19| 10   2  85   1   0|5424M  264M  197M 1971M| 141k  127k|   0   674k|   0  84.8 |2941  4870 |1.07 1.41 1.31|  0   0   0|   0     0 |   0     0 | 25  394    0  100    0
Jul 04 09:51:20 ubuntu dstat.sh[86284]: 04-07 09:51:20| 27   6  65   2   0|5424M  263M  197M 1971M| 513k  500k|   0  1462k|   0   222 |5702    10k|1.07 1.41 1.31|1.0   0 2.0|   0     0 |   0     0 | 25  395    0  102    0
Jul 04 09:51:21 ubuntu dstat.sh[86284]: 04-07 09:51:21| 27   4  66   2   0|5425M  263M  197M 1972M| 610k  591k|   0  1662k|   0   229 |5668    11k|1.07 1.41 1.31|1.0   0   0|   0     0 |   0     0 | 25  394    0  106    0
Jul 04 09:51:22 ubuntu dstat.sh[86284]: 04-07 09:51:22| 27   4  65   2   0|5425M  262M  197M 1972M| 557k  547k|   0  1297k|   0   182 |5345  9625 |1.07 1.41 1.31|2.0   0   0|   0     0 |   0     0 | 25  394    0  111    0
Jul 04 09:51:23 ubuntu dstat.sh[86284]: 04-07 09:51:23|  5   1  92   1   0|5425M  262M  197M 1972M|  39k   32k|   0   336k|   0  42.0 |2155  3536 |1.07 1.41 1.31|1.0   0   0|   0     0 |   0     0 | 25  395    0  111    0
Jul 04 09:51:24 ubuntu dstat.sh[86284]: 04-07 09:51:24| 12   3  81   1   0|5426M  261M  197M 1972M| 234k  225k|   0  1085k|   0   160 |3723  6252 |0.99 1.39 1.30|  0   0   0|   0     0 |   0     0 | 25  394    0  102    0
Jul 04 09:51:25 ubuntu dstat.sh[86284]: 04-07 09:51:25| 19   3  78   2   0|5426M  261M  197M 1973M| 381k  374k|   0  1112k|   0   168 |3950  6970 |0.99 1.39 1.30|1.0   0   0|   0     0 |   0     0 | 25  395    0  102    0
Jul 04 09:51:26 ubuntu dstat.sh[86284]: 04-07 09:51:26| 28   4  65   3   0|5426M  260M  197M 1973M| 484k  476k|   0  1732k|   0   262 |5761    11k|0.99 1.39 1.30|1.0   0   0|   0     0 |   0     0 | 25  396    0  103    0
Jul 04 09:51:27 ubuntu dstat.sh[86284]: 04-07 09:51:27| 28   4  65   2   0|5427M  259M  197M 1973M| 584k  574k|   0  1848k|   0   251 |5633    10k|0.99 1.39 1.30|8.0   0   0|   0     0 |   0     0 | 25  395    0  106    0
Jul 04 09:51:28 ubuntu dstat.sh[86284]: 04-07 09:51:28| 31   7  59   0   0|5430M  255M  197M 1973M| 586k  577k|   0   771k|   0  97.8 |5679    13k|0.99 1.39 1.30|2.0   0  34|   0     0 |   0     0 | 25  396    0  101    0
Jul 04 09:51:29 ubuntu dstat.sh[86284]: 04-07 09:51:29| 31   5  60   2   0|5456M  229M  197M 1974M| 525k  514k|   0  1864k|   0   273 |5496    10k|0.99 1.38 1.30|3.0   0   0|   0     0 |   0     0 | 25  395    0  106    0
Jul 04 09:51:30 ubuntu dstat.sh[86284]: 04-07 09:51:30| 26   5  59  10   0|5430M  247M  197M 1981M| 533k  527k|   0  8076k|   0  1049 |7710    12k|0.99 1.38 1.30|2.0   0 6.0|   0     0 |   0     0 | 25  395    0  102    0
Jul 04 09:51:31 ubuntu dstat.sh[86284]: 04-07 09:51:31| 29   3  65   2   0|5430M  247M  197M 1982M| 577k  568k|   0  1141k|   0   168 |4917  9679 |0.99 1.38 1.30|1.0   0   0|   0     0 |   0     0 | 25  395    0  104    0
Jul 04 09:51:32 ubuntu dstat.sh[86284]: 04-07 09:51:32| 29   3  65   2   0|5431M  245M  197M 1982M| 529k  517k|   0  1709k|   0   265 |5967    11k|0.99 1.38 1.30|2.0   0   0|   0     0 |   0     0 | 25  395    0  104    0
Jul 04 09:51:33 ubuntu dstat.sh[86284]: 04-07 09:51:33| 26   4  67   1   0|5432M  244M  197M 1982M| 597k  574k|   0  1185k|   0   158 |5353  9900 |0.99 1.38 1.30|1.0   0   0|   0     0 |   0     0 | 25  395    0  104    0
Jul 04 09:51:34 ubuntu dstat.sh[86284]: 04-07 09:51:34| 26   4  68   2   0|5432M  244M  197M 1982M| 483k  473k|   0  1144k|   0   164 |4924  9652 |0.99 1.38 1.30|1.0   0   0|   0     0 |   0     0 | 25  395    0  102    0
Jul 04 09:51:35 ubuntu dstat.sh[86284]: 04-07 09:51:35| 29   5  61   3   0|5431M  244M  198M 1983M| 533k  523k|  88k 1850k|1.00   288 |6062    11k|0.99 1.38 1.30|2.0   0   0|   0     0 |   0     0 | 25  394    0  106    0
Jul 04 09:51:36 ubuntu dstat.sh[86284]: 04-07 09:51:36| 28   4  67   1   0|5432M  243M  198M 1983M| 583k  555k|   0  1075k|   0   143 |6492    11k|0.99 1.38 1.30|1.0   0   0|   0     0 |   0     0 | 25  394    0  101    0
Jul 04 09:51:37 ubuntu dstat.sh[86284]: 04-07 09:51:37| 26   4  66   2   0|5433M  242M  198M 1983M| 542k  521k|   0  1112k|   0   158 |5434  9465 |0.99 1.38 1.30|2.0 1.0   0|   0     0 |   0     0 | 25  394    0  101    0
Jul 04 09:51:38 ubuntu dstat.sh[86284]: 04-07 09:51:38| 18   3  75   3   0|5434M  241M  198M 1984M| 387k  378k|   0  1332k|   0   170 |4059  7747 |0.99 1.38 1.30|  0   0   0|   0     0 |   0     0 | 25  393    0   95    0
Jul 04 09:51:39 ubuntu dstat.sh[86284]: 04-07 09:51:39| 13   2  84   1   1|5434M  240M  198M 1984M| 225k  213k|   0   712k|   0  92.0 |3213  5447 |0.91 1.35 1.29|1.0   0   0|   0     0 |   0     0 | 25  393    0   96    0
Jul 04 09:51:40 ubuntu dstat.sh[86284]: 04-07 09:51:40| 17   3  78   3   0|5434M  240M  198M 1984M| 300k  287k|   0   961k|   0   132 |3770  6353 |0.91 1.35 1.29|2.0   0 2.0|   0     0 |   0     0 | 25  393    0   90    0
Jul 04 09:51:41 ubuntu dstat.sh[86284]: 04-07 09:51:41|  8   2  88   0   0|5434M  240M  198M 1984M| 106k   99k|   0   388k|   0  51.0 |2521  4336 |0.91 1.35 1.29|1.0   0   0|   0     0 |   0     0 | 25  394    0   90    0
Jul 04 09:51:42 ubuntu dstat.sh[86284]: 04-07 09:51:42| 26   4  65   3   0|5434M  240M  198M 1984M| 582k  569k|   0  3369k|   0   339 |5763  9831 |0.91 1.35 1.29|  0   0   0|   0     0 |   0     0 | 25  394    0   84    0
Jul 04 09:51:43 ubuntu dstat.sh[86284]: 04-07 09:51:43|  9   1  87   1   0|5434M  239M  198M 1984M| 116k   98k|   0   588k|   0  99.0 |2784  4566 |0.91 1.35 1.29|1.0   0   0|   0     0 |   0     0 | 25  394    0   84    0
Jul 04 09:51:44 ubuntu dstat.sh[86284]: 04-07 09:51:44| 26   3  65   3   0|5435M  239M  198M 1985M| 554k  546k|   0  1592k|   0   244 |5432  9644 |1.00 1.37 1.30|1.0   0   0|   0     0 |   0     0 | 25  395    0   82    0
Jul 04 09:51:45 ubuntu dstat.sh[86284]: 04-07 09:51:45| 28   6  62   5   0|5434M  239M  198M 1985M| 561k  553k|   0  2154k|   0   322 |6659    13k|1.00 1.37 1.30|2.0   0   0|   0     0 |   0     0 | 25  395    0   87    0
Jul 04 09:51:46 ubuntu dstat.sh[86284]: 04-07 09:51:46| 26   4  66   2   0|5435M  238M  198M 1985M| 523k  516k|   0  1276k|   0   171 |5902    11k|1.00 1.37 1.30|  0 1.0   0|   0     0 |   0     0 | 25  394    0   81    0
Jul 04 09:51:47 ubuntu dstat.sh[86284]: 04-07 09:51:47| 28   3  64   2   0|5436M  237M  198M 1986M| 579k  571k|   0  2003k|   0   205 |5487    10k|1.00 1.37 1.30|2.0   0   0|   0     0 |   0     0 | 25  393    0   83    0
Jul 04 09:51:48 ubuntu dstat.sh[86284]: 04-07 09:51:48|  8   2  88   0   0|5436M  237M  198M 1986M| 106k   89k|   0   379k|   0  47.8 |2503  4017 |1.00 1.37 1.30|2.0   0   0|   0     0 |   0     0 | 25  394    0   81    0
Jul 04 09:51:49 ubuntu dstat.sh[86284]: 04-07 09:51:49| 23   4  69   3   0|5438M  234M  198M 1986M| 496k  482k|8199B 1305k|1.00   167 |4760  8271 |1.00 1.36 1.29|2.0   0   0|   0     0 |   0     0 | 25  394    0   81    0
Jul 04 09:51:50 ubuntu dstat.sh[86284]: 04-07 09:51:50| 13   3  80   3   0|5437M  234M  198M 1986M| 173k  163k|   0   913k|   0   133 |3698  6368 |1.00 1.36 1.29|1.0   0 2.0|   0     0 |   0     0 | 25  394    0   78    0
Jul 04 09:51:51 ubuntu dstat.sh[86284]: 04-07 09:51:51| 38   6  55   2   0|5438M  234M  198M 1986M| 700k  689k|   0  1436k|   0   197 |6929    14k|1.00 1.36 1.29|1.0   0   0|   0     0 |   0     0 | 25  395    0   83    0
Jul 04 09:51:52 ubuntu dstat.sh[86284]: 04-07 09:51:52| 29   4  63   2   0|5438M  233M  198M 1986M| 611k  595k|   0  1572k|   0   223 |6113    11k|1.00 1.36 1.29|1.0 1.0   0|   0     0 |   0     0 | 25  394    0   82    0
Jul 04 09:51:53 ubuntu dstat.sh[86284]: 04-07 09:51:53| 26   4  66   2   0|5439M  231M  198M 1987M| 612k  608k|   0  1376k|   0   205 |5429    10k|1.00 1.36 1.29|1.0 1.0   0|   0     0 |   0     0 | 25  393    0   83    0
Jul 04 09:51:54 ubuntu dstat.sh[86284]: 04-07 09:51:54|  7   1  90   0   0|5439M  231M  198M 1987M|  83k   76k|   0   460k|   0  66.0 |2513  4336 |1.16 1.39 1.30|2.0   0   0|   0     0 |   0     0 | 25  393    0   82    0
Jul 04 09:51:55 ubuntu dstat.sh[86284]: 04-07 09:51:55| 14   3  79   2   0|5441M  230M  198M 1987M| 296k  284k|   0  1088k|   0   161 |3708  6413 |1.16 1.39 1.30|  0   0   0|   0     0 |   0     0 | 25  393    0   82    0
Jul 04 09:51:56 ubuntu dstat.sh[86284]: 04-07 09:51:56| 14   2  82   1   0|5441M  230M  198M 1987M| 276k  261k|   0   781k|   0   114 |3239  5198 |1.16 1.39 1.30|  0   0   0|   0     0 |   0     0 | 25  394    0   81    0
Jul 04 09:51:57 ubuntu dstat.sh[86284]: 04-07 09:51:57| 16   2  80   1   0|5442M  229M  198M 1987M| 305k  298k|   0  1099k|   0   146 |3824  7161 |1.16 1.39 1.30|4.0   0   0|   0     0 |   0     0 | 25  396    0   81    0
Jul 04 09:51:58 ubuntu dstat.sh[86284]: 04-07 09:51:58| 30   3  63   3   0|5441M  229M  198M 1987M| 492k  478k|   0  1635k|   0   240 |5089  9369 |1.16 1.39 1.30|4.0 1.0   0|   0     0 |   0     0 | 25  395    0   80    0
Jul 04 09:51:59 ubuntu dstat.sh[86284]: 04-07 09:51:59| 24   5  65   4   0|5442M  228M  198M 1988M| 535k  526k|   0  1414k|   0   169 |5495    11k|1.23 1.40 1.31|1.0   0   0|   0     0 |   0     0 | 25  394    0   81    0
Jul 04 09:52:00 ubuntu dstat.sh[86284]: 04-07 09:52:00| 29   7  60   2   0|5452M  216M  198M 1988M| 595k  584k|   0  1483k|   0   195 |5584  9941 |1.23 1.40 1.31|  0   0 6.0|   0     0 |   0     0 | 25  396    0   77    0
Jul 04 09:52:01 ubuntu dstat.sh[86284]: 04-07 09:52:01| 13   4  81   1   0|5446M  223M  198M 1988M| 140k  133k|   0   678k|   0  66.2 |2854  4636 |1.23 1.40 1.31|2.0   0   0|   0     0 |   0     0 | 25  396    0   77    0
Jul 04 09:52:02 ubuntu dstat.sh[86284]: 04-07 09:52:02| 11   2  82   2   0|5446M  223M  198M 1988M| 169k  154k|   0    12M|   0   185 |3742  6048 |1.23 1.40 1.31|  0   0   0|   0     0 |   0     0 | 25  395    0   71    0
Jul 04 09:52:03 ubuntu dstat.sh[86284]: 04-07 09:52:03| 26   4  67   2   0|5446M  222M  198M 1989M| 510k  492k|   0  1547k|   0   208 |5121  9366 |1.23 1.40 1.31|2.0   0   0|   0     0 |   0     0 | 25  396    0   73    0
