-- Logs begin at Tue 2022-05-10 20:07:36 UTC, end at Tue 2022-05-10 21:13:07 UTC. --
May 10 20:52:18 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
May 10 20:52:19 ubuntu dstat.sh[71205]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
May 10 20:52:19 ubuntu dstat.sh[71205]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 10 21:02:08 ubuntu dstat.sh[71205]: 10-05 21:02:08| 23   4  68   4   0|5181M  156M  187M 2323M|  28k   12k| 881k 2103k|9.01  36.0 |2258  3397 |1.43 1.87 1.41|2.0   0 5.0|   0     0 |   0     0 | 25  220    0   22    0
May 10 21:02:09 ubuntu dstat.sh[71205]: 10-05 21:02:09| 14   3  70  11   0|5194M  138M  187M 2328M|  26k 7387 |3358k  723k|31.0  17.0 |2026  2888 |1.39 1.86 1.40|1.0   0 4.0|   0     0 |   0     0 | 25  220    0   22    0
May 10 21:02:10 ubuntu dstat.sh[71205]: 10-05 21:02:10| 30   4  65   2   0|5202M  129M  187M 2329M|  28k   12k|   0   736k|   0  50.0 |9633    20k|1.39 1.86 1.40|2.0   0 5.0|   0     0 |   0     0 | 25  220    0   22    0
May 10 21:02:11 ubuntu dstat.sh[71205]: 10-05 21:02:11| 26   3  71   0   0|5201M  130M  187M 2329M|  25k 1840 |   0  1038k|   0  11.0 |2116  2870 |1.39 1.86 1.40|2.0   0 7.0|   0     0 |   0     0 | 25  220    0   22    0
May 10 21:02:12 ubuntu dstat.sh[71205]: 10-05 21:02:12| 26   3  71   0   0|5191M  140M  187M 2329M|  23k 1971 |   0   958k|   0  27.1 |2011  2835 |1.39 1.86 1.40|2.0   0 1.0|   0     0 |   0     0 | 25  220    0   22    0
May 10 21:02:13 ubuntu dstat.sh[71205]: 10-05 21:02:13| 27   4  65   1   0|5204M  127M  187M 2329M|  36k   17k|   0   296k|   0  27.0 |8861    19k|1.39 1.86 1.40|1.0 1.0 6.0|   0     0 |   0     0 | 25  220    0   22    0
May 10 21:02:14 ubuntu dstat.sh[71205]: 10-05 21:02:14| 24   3  71   0   0|5206M  125M  187M 2329M|  22k 1893 |   0   379k|   0  29.0 |2123  3083 |1.44 1.86 1.41|1.0 1.0 7.0|   0     0 |   0     0 | 25  220    0   22    0
May 10 21:02:15 ubuntu dstat.sh[71205]: 10-05 21:02:15| 16   2  71   9   0|5188M  131M  187M 2341M|  18k 1730 |  11M  236k|98.9  7.99 |1967  2811 |1.44 1.86 1.41|  0 1.0 1.0|   0     0 |   0     0 | 25  220    0   22    0
May 10 21:02:16 ubuntu dstat.sh[71205]: 10-05 21:02:16| 21   6  71   3   0|5130M  188M  187M 2343M|  18k 3273 |2118k   12k|23.0  2.00 |2203  2999 |1.44 1.86 1.41|1.0 1.0  47|   0     0 |   0     0 | 25  220    0   22    0
May 10 21:02:17 ubuntu dstat.sh[71205]: 10-05 21:02:17| 27   5  67   1   1|5170M  146M  187M 2343M|  17k 1858 | 653k   16k|8.01  1.00 |2419  3404 |1.44 1.86 1.41|2.0   0  47|   0     0 |   0     0 | 25  220    0   22    0
May 10 21:02:18 ubuntu dstat.sh[71205]: 10-05 21:02:18| 48   9  42   1   0|5159M  167M  187M 2334M|  29k   14k| 256k  984k|2.00  26.0 |8593    17k|1.44 1.86 1.41|3.0 1.0  11|   0     0 |   0     0 | 25  220    0   23    0
May 10 21:02:19 ubuntu dstat.sh[71205]: 10-05 21:02:19| 44  10  46   0   0|5178M  147M  187M 2334M|  23k 7435 | 256k 1350k|2.00  38.9 |2396  3133 |1.56 1.88 1.42|4.0   0  11|   0     0 |   0     0 | 25  220    0   23    0
May 10 21:02:20 ubuntu dstat.sh[71205]: 10-05 21:02:20| 36   7  50   8   0|5190M  135M  187M 2335M|  32k   16k|  10M  728k|93.0  43.0 |3052  4416 |1.56 1.88 1.42|4.0 1.0 8.0|   0     0 |   0     0 | 25  220    0   19    0
May 10 21:02:21 ubuntu dstat.sh[71205]: 10-05 21:02:21| 40   5  54   1   0|5182M  164M  187M 2316M|  38k   11k| 256k  400k|2.00  17.0 |2221  3018 |1.56 1.88 1.42|2.0   0 2.0|   0     0 |   0     0 | 25  220    0   19    0
May 10 21:02:22 ubuntu dstat.sh[71205]: 10-05 21:02:22| 21   5  70   3   0|5141M  202M  187M 2318M|  18k 1858 |2132k   68k|19.0  2.00 |2046  2965 |1.56 1.88 1.42|4.0 1.0  52|   0     0 |   0     0 | 25  220    0   19    0
May 10 21:02:23 ubuntu dstat.sh[71205]: 10-05 21:02:23| 27   3  69   1   0|5165M  179M  187M 2318M|  39k   15k|   0  1075k|   0  69.9 |2596  3737 |1.56 1.88 1.42|2.0   0  39|   0     0 |   0     0 | 25  220    0   19    0
May 10 21:02:24 ubuntu dstat.sh[71205]: 10-05 21:02:24| 23   7  67   0   0|5156M  174M  188M 2330M|  27k 1669 |   0   862k|   0  8.98 |8850    17k|1.52 1.87 1.41|3.0   0 7.0|   0     0 |   0     0 | 25  220    0   19    0
May 10 21:02:25 ubuntu dstat.sh[71205]: 10-05 21:02:25| 25   4  71   0   0|5175M  152M  188M 2333M|  18k 1728 |   0  1471k|   0  31.1 |2012  2776 |1.52 1.87 1.41|1.0 2.0 1.0|   0     0 |   0     0 | 25  220    0   19    0
May 10 21:02:26 ubuntu dstat.sh[71205]: 10-05 21:02:26| 25   3  69   0   0|5178M  148M  188M 2334M|  19k 3367 |   0  2306k|   0   101 |2144  2822 |1.52 1.87 1.41|1.0   0 6.0|   0     0 |   0     0 | 25  220    0   17    0
May 10 21:02:27 ubuntu dstat.sh[71205]: 10-05 21:02:27| 13   3  83   0   0|5178M  148M  188M 2334M|  24k 6342 |   0   379k|   0  9.98 |1880  2618 |1.52 1.87 1.41|1.0   0   0|   0     0 |   0     0 | 25  221    0   17    0
May 10 21:02:28 ubuntu dstat.sh[71205]: 10-05 21:02:28| 21   3  73   3   0|5182M  139M  188M 2340M|  35k   19k|   0  1191k|   0  50.9 |2368  3654 |1.52 1.87 1.41|  0 2.0   0|   0     0 |   0     0 | 25  221    0   16    0
May 10 21:02:29 ubuntu dstat.sh[71205]: 10-05 21:02:29| 17   1  80   2   0|5186M  133M  188M 2341M|  35k   15k|   0  1431k|   0  66.1 |2122  3144 |1.48 1.85 1.41|1.0   0   0|   0     0 |   0     0 | 25  221    0   16    0
May 10 21:02:30 ubuntu dstat.sh[71205]: 10-05 21:02:30|  6   1  89   2   0|5186M  132M  188M 2342M|  46k   16k|   0   752k|   0  64.0 |2734  4404 |1.48 1.85 1.41|  0 1.0   0|   0     0 |   0     0 | 25  222    0   13    0
May 10 21:02:31 ubuntu dstat.sh[71205]: 10-05 21:02:31|  4   2  94   0   0|5186M  132M  188M 2342M|  66k 5709 |   0   228k|   0  15.0 |1845  2797 |1.48 1.85 1.41|1.0   0 1.0|   0     0 |   0     0 | 25  222    0   13    0
May 10 21:02:32 ubuntu dstat.sh[71205]: 10-05 21:02:32|  8   2  89   1   1|5186M  131M  188M 2344M|1089k   27k|   0  1293k|   0  9.01 |2723  3405 |1.48 1.85 1.41|  0 1.0   0|   0     0 |   0     0 | 25  222    0   12    0
May 10 21:02:33 ubuntu dstat.sh[71205]: 10-05 21:02:33|  9   1  84   3   0|5186M  125M  188M 2349M|3157k   63k|   0  1019k|   0  56.0 |3792  3751 |1.48 1.85 1.41|4.0   0 2.0|   0     0 |   0     0 | 25  222    0   12    0
May 10 21:02:34 ubuntu dstat.sh[71205]: 10-05 21:02:34| 13   3  79   5   0|5191M  120M  188M 2350M| 225k   17k|   0  4109k|   0  47.0 |2405  3355 |1.44 1.84 1.41|  0 1.0   0|   0     0 |   0     0 | 25  222    0   10    0
May 10 21:02:35 ubuntu dstat.sh[71205]: 10-05 21:02:35| 19   2  77   2   0|5195M  125M  188M 2341M|  22k 9944 |   0   897k|   0  28.0 |2089  3027 |1.44 1.84 1.41|  0   0   0|   0     0 |   0     0 | 25  222    0   10    0
May 10 21:02:36 ubuntu dstat.sh[71205]: 10-05 21:02:36| 17   2  80   1   0|5197M  123M  188M 2341M|  24k 8678 |   0  1021k|   0  33.0 |2065  2894 |1.44 1.84 1.41|1.0   0 2.0|   0     0 |   0     0 | 25  222    0    9    0
May 10 21:02:37 ubuntu dstat.sh[71205]: 10-05 21:02:37| 18   1  78   2   0|5199M  119M  188M 2342M|  20k 7379 |   0   755k|   0  18.0 |1991  2854 |1.44 1.84 1.41|  0   0   0|   0     0 |   0     0 | 25  222    0    9    0
May 10 21:02:38 ubuntu dstat.sh[71205]: 10-05 21:02:38| 12   2  82   2   0|5201M  126M  188M 2334M| 693k   22k|   0  6795k|   0   503 |3008  3631 |1.44 1.84 1.41|3.0 1.0 1.0|   0     0 |   0     0 | 25  222    0    7    0
May 10 21:02:39 ubuntu dstat.sh[71205]: 10-05 21:02:39|  5   1  90   1   0|5202M  125M  188M 2334M| 196k   14k|   0   895k|   0  44.9 |2054  2910 |1.40 1.82 1.41|1.0   0 1.0|   0     0 |   0     0 | 25  222    0    7    0
May 10 21:02:40 ubuntu dstat.sh[71205]: 10-05 21:02:40| 13   4  81   1   0|5204M  133M  187M 2325M|9754k   64k|   0    10M|   0  51.2 |5474  3707 |1.40 1.82 1.41|1.0   0 2.0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:41 ubuntu dstat.sh[71205]: 10-05 21:02:41|  6   2  90   0   0|5203M  132M  187M 2328M|1274k 9322 |   0  1774k|   0  20.9 |2182  2941 |1.40 1.82 1.41|2.0   0 2.0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:42 ubuntu dstat.sh[71205]: 10-05 21:02:42|  6   1  86   7   1|5203M  132M  187M 2328M| 227k 7269 |   0   792k|   0  21.0 |2001  2831 |1.40 1.82 1.41|  0   0 2.0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:43 ubuntu dstat.sh[71205]: 10-05 21:02:43|  8   2  87   2   0|5203M  131M  187M 2330M| 850k   26k|   0  4064k|   0  73.1 |2577  3484 |1.40 1.82 1.41|1.0   0 3.0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:44 ubuntu dstat.sh[71205]: 10-05 21:02:44| 13   1  83   0   0|5202M  130M  187M 2330M| 184k   11k|   0   886k|   0  27.0 |2112  3148 |1.37 1.81 1.40|  0   0 1.0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:45 ubuntu dstat.sh[71205]: 10-05 21:02:45| 13   1  86   0   0|5203M  129M  187M 2330M|  97k 7002 |   0   480k|   0  12.0 |1875  2664 |1.37 1.81 1.40|1.0   0   0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:46 ubuntu dstat.sh[71205]: 10-05 21:02:46| 26   1  71   0   0|5205M  126M  187M 2331M|  19k 4052 |   0   656k|   0  21.0 |1987  2808 |1.37 1.81 1.40|2.0   0 2.0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:47 ubuntu dstat.sh[71205]: 10-05 21:02:47| 19   7  70   1   0|5205M  125M  189M 2331M|  16k 2079 |   0  3903k|   0   111 |2309  3091 |1.37 1.81 1.40|2.0   0   0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:48 ubuntu dstat.sh[71205]: 10-05 21:02:48| 24   6  69   1   0|5207M  122M  190M 2333M|  31k   13k|   0  2364k|   0  72.1 |2376  3535 |1.37 1.81 1.40|4.0   0   0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:49 ubuntu dstat.sh[71205]: 10-05 21:02:49| 20   7  71   1   0|5214M  153M  191M 2295M|  23k 7846 |   0  2190k|   0   126 |2297  2980 |1.34 1.80 1.40|5.0 1.0   0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:50 ubuntu dstat.sh[71205]: 10-05 21:02:50| 20   4  68   6   0|5213M  139M  191M 2309M|  30k   16k|   0  1591k|   0  74.9 |2470  3634 |1.34 1.80 1.40|6.0   0   0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:51 ubuntu dstat.sh[71205]: 10-05 21:02:51| 18   7  64  11   1|5215M  134M  191M 2314M|  40k 1512 |   0   124M|   0   633 |3092  2956 |1.34 1.80 1.40|2.0   0   0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:52 ubuntu dstat.sh[71205]: 10-05 21:02:52| 22   4  71   2   0|5214M  123M  192M 2326M|  20k 1853 |  32k 2390k|5.99  83.9 |2259  3186 |1.34 1.80 1.40|1.0   0   0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:53 ubuntu dstat.sh[71205]: 10-05 21:02:53| 25   6  68   1   0|5215M  147M  193M 2300M|  41k   16k|  20k 2325k|3.01  59.1 |2425  3360 |1.34 1.80 1.40|1.0 1.0   0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:54 ubuntu dstat.sh[71205]: 10-05 21:02:54| 23   4  71   2   0|5215M  127M  193M 2319M|  38k 1564 |   0  2153k|   0  82.9 |2317  3180 |1.39 1.80 1.41|3.0   0   0|   0     0 |   0     0 | 25  222    0    6    0
May 10 21:02:55 ubuntu dstat.sh[71205]: 10-05 21:02:55| 16   3  78   3   0|5214M  124M  194M 2324M|  25k 2130 | 256k 1211k|22.0  43.0 |1971  2765 |1.39 1.80 1.41|  0   0 1.0|   0     0 |   0     0 | 25  223    0    6    0
May 10 21:02:56 ubuntu dstat.sh[71205]: 10-05 21:02:56| 16   3  77   2   0|5150M  215M  194M 2297M|  23k 5770 | 405k  200k|40.1  10.0 |2014  2875 |1.39 1.80 1.41|3.0   0 4.0|   0     0 |   0     0 | 25  220    0    6    0
May 10 21:02:57 ubuntu dstat.sh[71205]: 10-05 21:02:57| 27   6  65   1   0|5195M  169M  194M 2298M|  20k 1967 |  16k   12k|3.00  3.00 |2099  2842 |1.39 1.80 1.41|1.0   0  10|   0     0 |   0     0 | 25  220    0    6    0
May 10 21:02:58 ubuntu dstat.sh[71205]: 10-05 21:02:58| 24   6  67   1   1|5219M  143M  194M 2300M|  33k   14k|  88k 1763k|3.00  25.0 |3950  7260 |1.39 1.80 1.41|4.0 2.0 5.0|   0     0 |   0     0 | 25  220    0    6    0
May 10 21:02:59 ubuntu dstat.sh[71205]: 10-05 21:02:59| 32   3  63   0   0|5216M  156M  194M 2291M|  25k 8526 |  16k  487k|2.00  38.9 |5650    11k|1.36 1.79 1.40|4.0   0 1.0|   0     0 |   0     0 | 25  220    0    6    0
May 10 21:03:00 ubuntu dstat.sh[71205]: 10-05 21:03:00| 25   5  69   1   0|5215M  156M  194M 2291M|  34k   16k|   0   805k|   0  43.0 |2589  3874 |1.36 1.79 1.40|3.0   0 7.0|   0     0 |   0     0 | 25  220    0    6    0
May 10 21:03:01 ubuntu dstat.sh[71205]: 10-05 21:03:01| 35   8  56   1   0|5179M  192M  194M 2291M| 113k   93k|  68k 1734k|4.00  8.01 |3822    17k|1.36 1.79 1.40|4.0   0  34|   0     0 |   0     0 | 25  220    0    8    0
May 10 21:03:02 ubuntu dstat.sh[71205]: 10-05 21:03:02| 26   2  71   0   0|5207M  164M  194M 2291M|  22k 1971 |   0    80k|   0  6.00 |1960  2466 |1.36 1.79 1.40|6.0 2.0 2.0|   0     0 |   0     0 | 25  220    0    8    0
May 10 21:03:03 ubuntu dstat.sh[71205]: 10-05 21:03:03| 28   4  66   0   0|5218M  153M  194M 2291M|  45k   29k|   0   757k|   0  33.0 |8836    19k|1.36 1.79 1.40|6.0 1.0 5.0|   0     0 |   0     0 | 25  220    0    6    0
May 10 21:03:04 ubuntu dstat.sh[71205]: 10-05 21:03:04| 26   4  70   0   1|5220M  151M  194M 2291M|  22k 1956 |   0   544k|   0  42.0 |2259  2972 |1.33 1.77 1.40|4.0 1.0 7.0|   0     0 |   0     0 | 25  220    0    6    0
May 10 21:03:05 ubuntu dstat.sh[71205]: 10-05 21:03:05| 25   3  71   0   0|5150M  221M  194M 2291M|  21k 4919 |   0   527k|   0  16.0 |1940  2594 |1.33 1.77 1.40|6.0 1.0 2.0|   0     0 |   0     0 | 25  220    0    6    0
May 10 21:03:06 ubuntu dstat.sh[71205]: 10-05 21:03:06| 24   4  70   0   0|5163M  209M  194M 2291M|  18k 1617 |   0  2104k|   0  98.8 |2202  2904 |1.33 1.77 1.40|2.0   0 9.0|   0     0 |   0     0 | 25  220    0    6    0
May 10 21:03:07 ubuntu dstat.sh[71205]: 10-05 21:03:07| 19   3  71   6   0|5191M  177M  194M 2294M|  29k 2195 | 553k    0 |23.0     0 |1816  2498 |1.33 1.77 1.40|5.0   0   0|   0     0 |   0     0 | 25  220    0    6    0
May 10 21:03:08 ubuntu dstat.sh[71205]: 10-05 21:03:08| 25   4  68   2   0|5192M  176M  194M 2294M| 472k  459k| 272k 2228k|7.01  95.2 |4055  7187 |1.33 1.77 1.40|6.0   0   0|   0     0 |   0     0 | 25  223    0   14    0
May 10 21:03:09 ubuntu dstat.sh[71205]: 10-05 21:03:09| 28   5  64   3   0|5130M  237M  194M 2295M| 362k  343k| 160k 2629k|5.99   251 |4651  7954 |1.39 1.78 1.40|4.0   0  38|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:10 ubuntu dstat.sh[71205]: 10-05 21:03:10| 13  18  67   0   0|5131M  236M  194M 2295M|  28k   12k|   0   472k|   0  39.0 |4221  6935 |1.39 1.78 1.40|2.0 1.0 371|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:11 ubuntu dstat.sh[71205]: 10-05 21:03:11| 19   5  70   5   0|5113M  253M  194M 2296M|  19k 1953 | 991k  112k|77.9  5.99 |2252  3257 |1.39 1.78 1.40|  0 2.0  25|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:12 ubuntu dstat.sh[71205]: 10-05 21:03:12|  7   5  71  17   0|5112M  244M  194M 2306M|  43k 2141 |  10M  924k|1402  13.0 |4965  5622 |1.39 1.78 1.40|1.0   0 5.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:13 ubuntu dstat.sh[71205]: 10-05 21:03:13|  7   1  88   3   0|5117M  238M  194M 2306M| 266k   18k| 461k 3475k|11.0   196 |2801  4091 |1.39 1.78 1.40|1.0 1.0   0|   0     0 |   0     0 | 25  223    0   16    0
May 10 21:03:14 ubuntu dstat.sh[71205]: 10-05 21:03:14|  3   1  94   0   0|5117M  238M  194M 2306M| 205k 3749 |   0   323k|   0  26.9 |2101  3105 |1.28 1.75 1.40|1.0   0   0|   0     0 |   0     0 | 25  223    0   16    0
May 10 21:03:15 ubuntu dstat.sh[71205]: 10-05 21:03:15|  4   1  93   0   0|5119M  236M  194M 2306M|2351k   43k|   0    44k|   0  2.00 |2587  2490 |1.28 1.75 1.40|5.0   0   0|   0     0 |   0     0 | 25  223    0   16    0
May 10 21:03:16 ubuntu dstat.sh[71205]: 10-05 21:03:16| 11   7  77   4   0|5160M  193M  194M 2309M|3505k   30k|2391k   92k|24.0  6.99 |5041  6957 |1.28 1.75 1.40|2.0   0 3.0|   0     0 |   0     0 | 25  223    0   16    0
May 10 21:03:17 ubuntu dstat.sh[71205]: 10-05 21:03:17| 15   4  80   0   0|5196M  157M  194M 2309M|  18k 9677 |  56k    0 |4.00     0 |2122  3330 |1.28 1.75 1.40|1.0   0 2.0|   0     0 |   0     0 | 25  223    0   16    0
May 10 21:03:18 ubuntu dstat.sh[71205]: 10-05 21:03:18| 37   7  52   3   0|5129M  223M  194M 2310M| 142k   16k| 653k 1338k|21.0  29.0 |2705  3665 |1.28 1.75 1.40|3.0   0  19|   0     0 |   0     0 | 25  222    0   17    0
May 10 21:03:19 ubuntu dstat.sh[71205]: 10-05 21:03:19| 39  12  46   3   0|5136M  214M  194M 2311M|  60k 7702 | 456k  736k|14.0  29.0 |4321  6185 |1.41 1.77 1.40|2.0 1.0  70|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:20 ubuntu dstat.sh[71205]: 10-05 21:03:20| 44   8  46   1   0|5163M  187M  195M 2311M| 118k   16k| 443k 1905k|9.98  32.9 |2871  3671 |1.41 1.77 1.40|2.0 1.0 5.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:21 ubuntu dstat.sh[71205]: 10-05 21:03:21| 18   8  63  11   0|5148M  184M  195M 2327M|  29k   13k|7686k  305k| 649  9.02 |3344  4125 |1.41 1.77 1.40|3.0   0 5.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:22 ubuntu dstat.sh[71205]: 10-05 21:03:22|  6   4  67  22   0|5148M  156M  196M 2354M|  53k 1850 |  13M   22M| 416   766 |3439  3608 |1.41 1.77 1.40|  0 2.0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:23 ubuntu dstat.sh[71205]: 10-05 21:03:23| 10   6  68  16   1|5149M  122M  196M 2385M| 118k   13k|7959k 2720k| 538  19.0 |3125  4111 |1.41 1.77 1.40|  0 2.0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:24 ubuntu dstat.sh[71205]: 10-05 21:03:24|  3   8  42  45   0|5146M  124M  191M 2400M|  98k 2928 |  45M   14M|3414  83.7 |8275  6385 |1.46 1.77 1.41|  0 1.0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:25 ubuntu dstat.sh[71205]: 10-05 21:03:25| 14   8  65  13   0|5151M  122M  191M 2397M|  11k 1756 |1158k   17k| 100  4.35 | 951  1235 |1.46 1.77 1.41|4.0   0 2.2|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:26 ubuntu dstat.sh[71205]: 10-05 21:03:26| 24   5  69   2   0|5171M  125M  190M 2377M|  17k 3361 |  56k   20k|5.99  2.00 |3258  5946 |1.46 1.77 1.41|2.0   0 7.0|   0     0 |   0     0 | 25  222    0   17    0
May 10 21:03:27 ubuntu dstat.sh[71205]: 10-05 21:03:27| 30   8  62   1   0|5175M  262M  190M 2240M|  22k 1802 |  92k 1713k|11.0  11.0 |9000    19k|1.46 1.77 1.41|1.0   0 1.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:28 ubuntu dstat.sh[71205]: 10-05 21:03:28| 27   3  69   1   0|5176M  261M  190M 2240M|  50k   14k|  12k  416k|1.00  25.0 |2439  3472 |1.46 1.77 1.41|3.0   0 7.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:29 ubuntu dstat.sh[71205]: 10-05 21:03:29| 28   2  69   0   0|5151M  287M  190M 2240M|2238k 7875 |   0   874k|   0  47.1 |2926  3322 |1.42 1.76 1.41|1.0   0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:30 ubuntu dstat.sh[71205]: 10-05 21:03:30| 28   5  58   9   0|5169M  268M  190M 2240M|  32k   14k|   0   229M|   0   977 |5731  8701 |1.42 1.76 1.41|1.0 1.0 2.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:31 ubuntu dstat.sh[71205]: 10-05 21:03:31| 27   6  65   0   0|5182M  255M  190M 2240M|  73k 3436 |   0   128k|   0  10.0 |  11k   24k|1.42 1.76 1.41|2.0   0  16|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:32 ubuntu dstat.sh[71205]: 10-05 21:03:32| 23   5  69   2   0|5183M  228M  191M 2266M|  83k 1965 |  20k  148k|2.00  7.99 |3170  5230 |1.42 1.76 1.41|1.0   0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:33 ubuntu dstat.sh[71205]: 10-05 21:03:33| 26   4  65   4   0|5187M  222M  191M 2267M|  22k   13k|8205B 3137k|2.00  53.1 |4346  7915 |1.42 1.76 1.41|1.0 1.0 9.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:34 ubuntu dstat.sh[71205]: 10-05 21:03:34| 30  10  56   1   0|5184M  224M  191M 2268M|  21k 9712 |   0  3264k|   0   173 |  23k   50k|1.39 1.75 1.40|3.0   0 3.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:35 ubuntu dstat.sh[71205]: 10-05 21:03:35| 21   9  67   1   0|5184M  195M  192M 2295M|  47k 4908 |  12k    0 |2.00     0 |7655    15k|1.39 1.75 1.40|4.0   0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:36 ubuntu dstat.sh[71205]: 10-05 21:03:36| 28   4  68   0   0|5183M  190M  192M 2300M|  15k 1619 |   0     0 |   0     0 |3123  5070 |1.39 1.75 1.40|2.0   0 2.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:37 ubuntu dstat.sh[71205]: 10-05 21:03:37| 24   3  71   0   0|5153M  238M  192M 2283M|  37k 2081 |   0  2466k|   0  15.0 |1843  2862 |1.39 1.75 1.40|2.0   0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:38 ubuntu dstat.sh[71205]: 10-05 21:03:38| 25   5  70   0   0|5158M  211M  193M 2304M|  36k   13k|   0  2273k|   0  28.0 |2328  3244 |1.39 1.75 1.40|1.0   0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:39 ubuntu dstat.sh[71205]: 10-05 21:03:39| 25   5  69   1   0|5161M  202M  193M 2309M|1863k 7468 |   0  1123k|   0  44.1 |2723  3161 |1.60 1.78 1.42|2.0   0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:40 ubuntu dstat.sh[71205]: 10-05 21:03:40| 26   3  69   0   0|5160M  198M  193M 2313M| 189k   13k|   0   655k|   0  24.0 |2224  3221 |1.60 1.78 1.42|4.0   0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:41 ubuntu dstat.sh[71205]: 10-05 21:03:41| 23   5  70   0   0|5159M  185M  194M 2325M|  12k 1885 |   0     0 |   0     0 |1886  2518 |1.60 1.78 1.42|1.0   0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:42 ubuntu dstat.sh[71205]: 10-05 21:03:42| 17  11  71   0   1|5159M  190M  196M 2318M| 664k 1968 |   0   236k|   0  2.00 |2096  2535 |1.60 1.78 1.42|1.0   0   0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:43 ubuntu dstat.sh[71205]: 10-05 21:03:43| 23   7  69   1   0|5129M  457M  196M 2084M|  70k   17k|   0  6252k|   0  71.1 |2227  3106 |1.60 1.78 1.42|1.0   0 3.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:44 ubuntu dstat.sh[71205]: 10-05 21:03:44| 27   5  64   0   0|5137M  449M  196M 2084M|  83k 1737 |   0   332k|   0  23.0 |9148    22k|1.55 1.77 1.41|2.0   0 7.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:45 ubuntu dstat.sh[71205]: 10-05 21:03:45| 33   6  58   0   0|5141M  444M  196M 2085M|  29k 1618 |   0     0 |   0     0 |  24k   54k|1.55 1.77 1.41|2.0   0 3.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:46 ubuntu dstat.sh[71205]: 10-05 21:03:46| 25   8  67   0   0|5143M  417M  196M 2110M|  54k 3375 |   0  1244k|   0  12.0 |8891    21k|1.55 1.77 1.41|1.0   0 2.0|   0     0 |   0     0 | 25  222    0   16    0
May 10 21:03:47 ubuntu dstat.sh[71205]: 10-05 21:03:47| 25   4  71   0   0|5145M  413M  196M 2112M|  68k 1855 |4097B  200k|1.00  6.00 |1864  3092 |1.55 1.77 1.41|1.0   0 7.0|   0     0 |   0     0 | 25  222    0   16    0
