-- Logs begin at Wed 2022-07-06 15:56:24 UTC, end at Wed 2022-07-06 17:09:03 UTC. --
Jul 06 16:54:59 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 06 16:55:00 ubuntu dstat.sh[83352]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 06 16:55:00 ubuntu dstat.sh[83352]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 06 17:02:01 ubuntu dstat.sh[83352]: 06-07 17:02:01| 23   4  72   0   0|3085M  128M  181M 4367M| 132k  125k|   0     0 |   0     0 |1423  2244 |2.92 2.36 1.36|2.0   0   0|   0     0 |   0     0 | 21  122    0   46    0
Jul 06 17:02:02 ubuntu dstat.sh[83352]: 06-07 17:02:02| 29   4  65   2   0|3088M  125M  181M 4367M| 620k  611k|   0  4417k|   0   331 |3733  6479 |2.92 2.36 1.36|3.0   0 1.0|   0     0 |   0     0 | 21  124    0   46    0
Jul 06 17:02:03 ubuntu dstat.sh[83352]: 06-07 17:02:03| 28   6  65   1   1|3041M  172M  181M 4367M| 389k  380k|   0  1445k|   0   131 |3145  5335 |2.92 2.36 1.36|2.0   0  70|   0     0 |   0     0 | 21  122    0   48    0
Jul 06 17:02:04 ubuntu dstat.sh[83352]: 06-07 17:02:04| 24   2  71   1   0|3078M  135M  181M 4367M|  14k 2569 |   0   816k|   0  49.0 |1645  2503 |3.01 2.38 1.38|2.0   0 1.0|   0     0 |   0     0 | 21  122    0   47    0
Jul 06 17:02:05 ubuntu dstat.sh[83352]: 06-07 17:02:05| 25   4  69   2   0|3040M  187M  181M 4353M| 259k  251k|   0  1442k|   0   133 |2942  5071 |3.01 2.38 1.38|1.0   0  10|   0     0 |   0     0 | 21  122    0   48    0
Jul 06 17:02:06 ubuntu dstat.sh[83352]: 06-07 17:02:06| 20   9  68   2   0|3067M  161M  181M 4353M|  10k 1565 |4095B 5686k|1.00   446 |2893  3319 |3.01 2.38 1.38|3.0   0 140|   0     0 |   0     0 | 21  122    0   48    0
Jul 06 17:02:07 ubuntu dstat.sh[83352]: 06-07 17:02:07| 25   3  70   0   0|3112M  118M  181M 4350M| 186k  179k|   0   979k|   0  40.0 |1719  2555 |3.01 2.38 1.38|7.0   0 2.0|   0     0 |   0     0 | 21  124    0   48    0
Jul 06 17:02:08 ubuntu dstat.sh[83352]: 06-07 17:02:08| 32   5  60   1   0|3102M  197M  181M 4282M| 514k  507k|   0  4187k|   0   279 |3492  5634 |3.01 2.38 1.38|2.0   0 3.0|   0     0 |   0     0 | 21  126    0   48    0
Jul 06 17:02:09 ubuntu dstat.sh[83352]: 06-07 17:02:09| 31   3  63   1   0|3105M  194M  181M 4283M| 658k  651k|  72k 1027k|4.00   107 |2772  4493 |2.85 2.36 1.37|3.0   0 2.0|   0     0 |   0     0 | 21  126    0   48    0
Jul 06 17:02:10 ubuntu dstat.sh[83352]: 06-07 17:02:10| 39  14  43   2   1|3061M  238M  181M 4283M| 531k  526k| 112k 1677k|6.00   143 |4463  8135 |2.85 2.36 1.37|1.0 1.0 287|   0     0 |   0     0 | 21  124    0   49    0
Jul 06 17:02:11 ubuntu dstat.sh[83352]: 06-07 17:02:11| 30   4  66   0   0|3105M  194M  181M 4283M| 136k  128k|   0  1082k|   0  63.1 |2036  3275 |2.85 2.36 1.37|1.0   0 1.0|   0     0 |   0     0 | 21  124    0   49    0
Jul 06 17:02:12 ubuntu dstat.sh[83352]: 06-07 17:02:12| 17  11  70   0   0|3056M  243M  181M 4283M| 106k   89k|   0   727k|   0  26.0 |2588  4360 |2.85 2.36 1.37|1.0   0 210|   0     0 |   0     0 | 21  124    0   51    0
Jul 06 17:02:13 ubuntu dstat.sh[83352]: 06-07 17:02:13| 13  18  67   0   0|3056M  243M  181M 4283M|  13k 2284 |  16k  472k|2.00  27.0 |2996  5001 |2.85 2.36 1.37|3.0   0 339|   0     0 |   0     0 | 21  124    0   51    0
Jul 06 17:02:14 ubuntu dstat.sh[83352]: 06-07 17:02:14| 23  18  58   0   1|3074M  223M  181M 4283M|  15k 3108 |   0  1681k|   0  73.0 |3937  9296 |2.70 2.34 1.37|4.0   0 142|   0     0 |   0     0 | 21  124    0   51    0
Jul 06 17:02:15 ubuntu dstat.sh[83352]: 06-07 17:02:15| 33  21  45   0   0|3122M  175M  181M 4283M|7354  2020 |   0   568k|   0  13.0 |3286  5293 |2.70 2.34 1.37|3.0   0 365|   0     0 |   0     0 | 21  124    0   51    0
Jul 06 17:02:16 ubuntu dstat.sh[83352]: 06-07 17:02:16| 37  20  41   0   0|3155M  141M  181M 4284M|  13k 1733 |  16k  304k|2.00  14.0 |2970  6597 |2.70 2.34 1.37|3.0   0 296|   0     0 |   0     0 | 21  124    0   51    0
Jul 06 17:02:17 ubuntu dstat.sh[83352]: 06-07 17:02:17| 50  24  23   1   0|3269M  131M  181M 4183M| 139k  130k| 160k  995k|12.0  28.0 |6531    15k|2.70 2.34 1.37|3.0   0 235|   0     0 |   0     0 | 23  136    0   51    0
Jul 06 17:02:18 ubuntu dstat.sh[83352]: 06-07 17:02:18| 55  23  20   0   0|3363M  137M  181M 4086M|  24k   14k| 224k  851k|16.0  36.0 |3571  6882 |2.70 2.34 1.37|5.0   0 504|   0     0 |   0     0 | 23  138    0   46    0
Jul 06 17:02:19 ubuntu dstat.sh[83352]: 06-07 17:02:19| 63  20  18   0   0|3423M  127M  181M 4036M|  12k 1623 |8206B  858k|2.00  26.0 |5597    13k|2.72 2.35 1.38|4.0   0 141|   0     0 |   0     0 | 23  138    0   46    0
Jul 06 17:02:20 ubuntu dstat.sh[83352]: 06-07 17:02:20| 57  23  18   0   0|3506M  129M  181M 3953M|  66k   58k| 519k  783k|30.9  27.0 |5913    17k|2.72 2.35 1.38|2.0   0 511|   0     0 |   0     0 | 23  154    0   41    0
Jul 06 17:02:21 ubuntu dstat.sh[83352]: 06-07 17:02:21| 32  26  41   0   0|3557M  120M  181M 3911M|  10k 1712 |   0   661k|   0  25.0 |3336  5115 |2.72 2.35 1.38|2.0   0 358|   0     0 |   0     0 | 23  154    0   41    0
Jul 06 17:02:22 ubuntu dstat.sh[83352]: 06-07 17:02:22| 26  20  52   1   0|3564M  133M  181M 3891M|  24k   13k| 188k  824k|6.00  38.0 |4929  8877 |2.72 2.35 1.38|2.0   0 219|   0     0 |   0     0 | 24  154    0   36    0
Jul 06 17:02:23 ubuntu dstat.sh[83352]: 06-07 17:02:23| 25  22  50   2   0|3604M  134M  181M 3851M|  13k 1686 | 794k  726k|43.9  14.0 |3297  6674 |2.72 2.35 1.38|2.0   0 287|   0     0 |   0     0 | 24  154    0   36    0
Jul 06 17:02:24 ubuntu dstat.sh[83352]: 06-07 17:02:24| 35  23  41   0   0|3644M  135M  181M 3812M|  20k 1514 | 625k   28k|10.0  7.01 |3290  7489 |2.74 2.36 1.39|2.0   0 339|   0     0 |   0     0 | 24  154    0   36    0
Jul 06 17:02:25 ubuntu dstat.sh[83352]: 06-07 17:02:25| 47  19  33   0   0|3734M  125M  181M 3734M|  78k   71k| 160k  531k|12.0  8.98 |4180  8725 |2.74 2.36 1.39|8.0   0 129|   0     0 |   0     0 | 24  165    0   31    0
Jul 06 17:02:26 ubuntu dstat.sh[83352]: 06-07 17:02:26| 38  23  37   1   0|3772M  124M  181M 3698M|  17k   11k| 209k  634k|12.0  26.1 |4441  9507 |2.74 2.36 1.39|2.0   0 463|   0     0 |   0     0 | 24  166    0   31    0
Jul 06 17:02:27 ubuntu dstat.sh[83352]: 06-07 17:02:27| 31  24  43   0   0|3814M  120M  181M 3660M|  24k   14k|  64k  412k|6.00  23.0 |3511  5896 |2.74 2.36 1.39|2.0   0 408|   0     0 |   0     0 | 24  172    0   31    0
Jul 06 17:02:28 ubuntu dstat.sh[83352]: 06-07 17:02:28| 32  25  39   4   0|3875M  134M  181M 3586M|  76k   63k|8197B   16M|2.00  1140 |7059    11k|2.74 2.36 1.39|4.0   0 356|   0     0 |   0     0 | 24  180    0   31    0
Jul 06 17:02:29 ubuntu dstat.sh[83352]: 06-07 17:02:29| 20  17  61   0   0|3869M  139M  181M 3587M|9212  1843 |   0   871k|   0  23.0 |4364  8443 |2.76 2.37 1.40|1.0   0 170|   0     0 |   0     0 | 24  180    0   31    0
Jul 06 17:02:30 ubuntu dstat.sh[83352]: 06-07 17:02:30| 33  13  48   4   0|3932M  123M  181M 3542M|7705  1621 |1009k  677k|79.1  26.0 |3209  5132 |2.76 2.37 1.40|2.0   0 131|   0     0 |   0     0 | 24  180    0   31    0
Jul 06 17:02:31 ubuntu dstat.sh[83352]: 06-07 17:02:31| 45   8  45   1   0|4028M  129M  181M 3443M|  16k 9922 | 216k 3086k|11.0   149 |2437  3500 |2.76 2.37 1.40|3.0   0 1.0|   0     0 |   0     0 | 24  180    0   31    0
Jul 06 17:02:32 ubuntu dstat.sh[83352]: 06-07 17:02:32| 45   7  46   1   0|4085M  128M  181M 3389M|  16k 8176 |  84k  196k|3.00  16.0 |2092  2803 |2.76 2.37 1.40|4.0 1.0 1.0|   0     0 |   0     0 | 24  180    0   31    0
Jul 06 17:02:33 ubuntu dstat.sh[83352]: 06-07 17:02:33| 53  16  29   2   0|4017M  249M  181M 3338M|  76k   68k| 316k  665k|10.0  29.0 |5389    15k|2.76 2.37 1.40|3.0   0 214|   0     0 |   0     0 | 24  184    0   27    0
Jul 06 17:02:34 ubuntu dstat.sh[83352]: 06-07 17:02:34| 45  26  23   4   0|4073M  187M  181M 3344M|  27k   18k|4179k  632k|87.0  37.0 |4775  9476 |2.62 2.35 1.40|3.0   0 529|   0     0 |   0     0 | 24  186    0   27    0
Jul 06 17:02:35 ubuntu dstat.sh[83352]: 06-07 17:02:35| 44  27  26   0   0|4070M  185M  181M 3347M| 196k  189k| 628k 1192k|8.00  44.0 |5413    12k|2.62 2.35 1.40|2.0   0 275|   0     0 |   0     0 | 24  202    0   18    0
Jul 06 17:02:36 ubuntu dstat.sh[83352]: 06-07 17:02:36| 65  21  14   0   0|4127M  126M  181M 3349M|  18k 1983 |  12k  897k|1.00  13.0 |2841  5896 |2.62 2.35 1.40|5.0   0 184|   0     0 |   0     0 | 24  203    0   18    0
Jul 06 17:02:37 ubuntu dstat.sh[83352]: 06-07 17:02:37| 69  17   5   7   0|4175M  156M  181M 3274M| 118k  111k| 371k   15M|26.0   876 |5272  6674 |2.62 2.35 1.40|4.0   0  45|   0     0 |   0     0 | 24  213    0   19    0
Jul 06 17:02:38 ubuntu dstat.sh[83352]: 06-07 17:02:38| 76  22   2   1   1|4274M  136M  181M 3199M|  22k   13k| 625k  853k|16.0  25.0 |3356  6385 |2.62 2.35 1.40|7.0   0  47|   0     0 |   0     0 | 24  219    0   19    0
Jul 06 17:02:39 ubuntu dstat.sh[83352]: 06-07 17:02:39| 78  19   2   0   0|4295M  123M  181M 3190M| 219k  213k| 494k 2004k|11.0  64.7 |6993    33k|2.81 2.39 1.41|6.0   0  84|   0     0 |   0     0 | 24  218    0   24    0
Jul 06 17:02:40 ubuntu dstat.sh[83352]: 06-07 17:02:40| 50  24  24   1   0|4338M  129M  181M 3143M| 376k  369k| 631k 1635k|10.0  85.4 |5704    16k|2.81 2.39 1.41|3.0   0 394|   0     0 |   0     0 | 24  221    0   25    0
Jul 06 17:02:41 ubuntu dstat.sh[83352]: 06-07 17:02:41| 47  17  32   2   0|4318M  148M  181M 3144M|  85k   79k|  68k 1887k|4.00   158 |5140    12k|2.81 2.39 1.41|2.0   0 154|   0     0 |   0     0 | 24  223    0   25    0
Jul 06 17:02:42 ubuntu dstat.sh[83352]: 06-07 17:02:42| 51  22  22   3   0|4331M  166M  181M 3115M| 120k  113k| 352k   21M|11.0   880 |5820  8259 |2.81 2.39 1.41|3.0 1.0 412|   0     0 |   0     0 | 24  227    0   26    0
Jul 06 17:02:43 ubuntu dstat.sh[83352]: 06-07 17:02:43| 58  22  18   2   0|4405M  132M  181M 3076M|  17k 8340 | 588k 5826k|12.0   584 |5539  8671 |2.81 2.39 1.41|4.0   0 232|   0     0 |   0     0 | 24  227    0   25    0
Jul 06 17:02:44 ubuntu dstat.sh[83352]: 06-07 17:02:44| 65  24   9   1   0|4443M  145M  181M 3026M| 148k  138k| 815k 1715k|56.0  65.0 |4796    10k|2.83 2.40 1.42|7.0   0 383|   0     0 |   0     0 | 24  229    0   28    0
Jul 06 17:02:45 ubuntu dstat.sh[83352]: 06-07 17:02:45| 59  22  16   2   0|4514M  130M  181M 2973M|  24k   18k| 749k  589k|38.1  18.0 |5450    12k|2.83 2.40 1.42|4.0   0 239|   0     0 |   0     0 | 24  231    0   28    0
Jul 06 17:02:46 ubuntu dstat.sh[83352]: 06-07 17:02:46| 64  22  10   3   0|4554M  118M  181M 2947M| 135k  124k| 144k 9696k|13.0   988 |7773    12k|2.83 2.40 1.42|4.0   0 206|   0     0 |   0     0 | 24  233    0   30    0
Jul 06 17:02:47 ubuntu dstat.sh[83352]: 06-07 17:02:47| 67  12  14   6   0|4656M  133M  180M 2835M| 104k   97k| 232k  648k|14.0  17.0 |3036  6327 |2.83 2.40 1.42|4.0   0 3.0|   0     0 |   0     0 | 24  243    0   29    0
Jul 06 17:02:48 ubuntu dstat.sh[83352]: 06-07 17:02:48| 62   9  23   4   0|4690M  119M  179M 2818M| 193k  183k| 655k 4731k|57.9   447 |3758  4327 |2.83 2.40 1.42|3.0   0 8.0|   0     0 |   0     0 | 24  246    0   29    0
Jul 06 17:02:49 ubuntu dstat.sh[83352]: 06-07 17:02:49| 64  10  22   3   0|4683M  203M  178M 2745M| 229k  218k|1116k 1312k|20.0  74.0 |3687  6124 |2.84 2.41 1.43|3.0   0  11|   0     0 |   0     0 | 24  253    0   33    0
Jul 06 17:02:50 ubuntu dstat.sh[83352]: 06-07 17:02:50| 52  24  22   2   0|4679M  206M  178M 2746M|  11k 6406 | 440k  680k|15.0  29.0 |4412  9064 |2.84 2.41 1.43|3.0   0 423|   0     0 |   0     0 | 24  253    0   34    0
Jul 06 17:02:51 ubuntu dstat.sh[83352]: 06-07 17:02:51| 52  24  23   1   0|4657M  228M  178M 2748M| 114k  106k| 456k 2109k|16.0  77.0 |5143  9182 |2.84 2.41 1.43|3.0   0 319|   0     0 |   0     0 | 24  253    0   33    0
Jul 06 17:02:52 ubuntu dstat.sh[83352]: 06-07 17:02:52| 63  18  17   2   0|4729M  153M  178M 2748M|  42k   33k| 557k  990k|15.9  28.8 |3487  7389 |2.84 2.41 1.43|6.0   0  91|   0     0 |   0     0 | 25  253    0   33    0
Jul 06 17:02:53 ubuntu dstat.sh[83352]: 06-07 17:02:53| 74  13   7   5   0|4791M  118M  177M 2726M| 111k   91k|1730k 9358k|52.2   812 |5113  6315 |2.84 2.41 1.43|5.0 1.0 131|   0     0 |   0     0 | 25  260    0   31    0
Jul 06 17:02:54 ubuntu dstat.sh[83352]: 06-07 17:02:54| 53  25   8  12   0|4901M  124M  178M 2615M|  91k   81k|  13M 1770k| 315  73.8 |8581    11k|2.94 2.44 1.45| 10 1.0  82|   0     0 |   0     0 | 25  261    0   32    0
Jul 06 17:02:55 ubuntu dstat.sh[83352]: 06-07 17:02:55| 65  15  18   3   0|4887M  159M  178M 2595M|  39k   29k|4005k 3237k| 103   432 |4550  6042 |2.94 2.44 1.45|3.0   0  85|   0     0 |   0     0 | 25  262    0   32    0
Jul 06 17:02:56 ubuntu dstat.sh[83352]: 06-07 17:02:56| 35  14  48   0   0|4895M  150M  178M 2596M|  33k   21k| 811k 1254k|48.9  41.9 |4490    11k|2.94 2.44 1.45|  0   0 199|   0     0 |   0     0 | 25  261    1   34    0
Jul 06 17:02:57 ubuntu dstat.sh[83352]: 06-07 17:02:57| 23   5  72   0   0|4894M  151M  178M 2596M|  21k   11k| 256k  997k|2.00  40.0 |2038  3126 |2.94 2.44 1.45|3.0   0 5.0|   0     0 |   0     0 | 25  264    0   33    0
Jul 06 17:02:58 ubuntu dstat.sh[83352]: 06-07 17:02:58| 22   6  72   0   0|4872M  173M  178M 2596M|  22k 3449 | 352k  636k|7.00  18.0 |1882  2761 |2.94 2.44 1.45|1.0   0 6.0|   0     0 |   0     0 | 25  264    0   33    0
Jul 06 17:02:59 ubuntu dstat.sh[83352]: 06-07 17:02:59| 23   5  69   1   0|4864M  181M  178M 2597M|  21k 9072 | 256k 4134k|2.00   311 |3087  3992 |2.78 2.41 1.44|1.0 1.0 7.0|   0     0 |   0     0 | 25  267    0   33    0
Jul 06 17:03:00 ubuntu dstat.sh[83352]: 06-07 17:03:00| 21   6  70   3   0|4869M  175M  178M 2597M|  21k 7537 | 260k 2600k|3.00   231 |2652  3094 |2.78 2.41 1.44|1.0   0 7.0|   0     0 |   0     0 | 25  269    0   33    0
Jul 06 17:03:01 ubuntu dstat.sh[83352]: 06-07 17:03:01| 24   6  70   0   0|4877M  167M  178M 2597M|  29k   19k| 256k  444k|2.00  38.0 |2120  3383 |2.78 2.41 1.44|2.0   0 7.0|   0     0 |   0     0 | 25  273    0   32    0
Jul 06 17:03:02 ubuntu dstat.sh[83352]: 06-07 17:03:02| 23   6  71   0   0|4886M  158M  178M 2597M| 201k   18k| 512k  512k|4.00  18.0 |2384  3321 |2.78 2.41 1.44|  0   0 5.0|   0     0 |   0     0 | 25  272    0   33    0
Jul 06 17:03:03 ubuntu dstat.sh[83352]: 06-07 17:03:03| 26   7  65   1   1|4883M  160M  178M 2598M|1535k   44k| 256k  856k|2.00  34.0 |3474  3514 |2.78 2.41 1.44|2.0   0 5.0|   0     0 |   0     0 | 25  272    0   32    0
Jul 06 17:03:04 ubuntu dstat.sh[83352]: 06-07 17:03:04| 24   7  69   0   0|4857M  183M  178M 2601M|3333k   63k| 256k  676k|2.00  29.0 |4938  4452 |2.72 2.41 1.45|1.0   0 6.0|   0     0 |   0     0 | 25  272    0   32    0
Jul 06 17:03:05 ubuntu dstat.sh[83352]: 06-07 17:03:05| 26   5  68   0   0|4869M  167M  178M 2605M|3797k   91k| 256k  472k|2.00  18.0 |5424  5040 |2.72 2.41 1.45|2.0   0 6.0|   0     0 |   0     0 | 25  276    0   31    0
Jul 06 17:03:06 ubuntu dstat.sh[83352]: 06-07 17:03:06| 25   7  68   0   0|4876M  157M  178M 2609M|4309k   76k| 256k  541k|2.00  30.0 |6619  5496 |2.72 2.41 1.45|1.0   0 6.0|   0     0 |   0     0 | 25  276    0   31    0
Jul 06 17:03:07 ubuntu dstat.sh[83352]: 06-07 17:03:07| 26   9  62   1   0|4885M  142M  178M 2613M|3998k   67k|1308k  884k|13.0  28.0 |6556  5916 |2.72 2.41 1.45|1.0 1.0  89|   0     0 |   0     0 | 25  273    0   32    1
Jul 06 17:03:08 ubuntu dstat.sh[83352]: 06-07 17:03:08| 41  19  37   1   0|4914M  161M  177M 2570M|  11k 5831 |1207k  572k|19.0  16.0 |2887  4433 |2.72 2.41 1.45|2.0   0 171|   0     0 |   0     0 | 25  273    0   32    0
Jul 06 17:03:09 ubuntu dstat.sh[83352]: 06-07 17:03:09| 43  10  46   1   0|4952M  123M  177M 2570M|  84k   79k| 316k  864k|9.00  28.0 |2770  4211 |2.74 2.42 1.46|2.0   0 6.0|   0     0 |   0     0 | 25  282    0   33    0
Jul 06 17:03:10 ubuntu dstat.sh[83352]: 06-07 17:03:10| 44   9  46   0   0|4975M  128M  176M 2543M|8087k 8083k| 256k   21M|2.00   622 |4621  7373 |2.74 2.42 1.46|2.0   0 8.0|   0     0 |   0     0 | 25  287    0   33    0
Jul 06 17:03:11 ubuntu dstat.sh[83352]: 06-07 17:03:11| 43   8  47   1   0|4984M  121M  176M 2541M|3265k 3256k| 512k  932k|4.00  57.0 |4529  8621 |2.74 2.42 1.46|2.0   0 7.0|   0     0 |   0     0 | 25  290    0   33    0
Jul 06 17:03:12 ubuntu dstat.sh[83352]: 06-07 17:03:12| 48  11  39   2   0|4988M  145M  174M 2516M|  56M   56M| 323k   17M|11.0  74.8 |5584    10k|2.74 2.42 1.46|1.0   0  26|   0     0 |   0     0 | 25  288    0   44    0
Jul 06 17:03:13 ubuntu dstat.sh[83352]: 06-07 17:03:13| 18  16  61   2   0|4894M  239M  174M 2516M|  22k   15k| 180k  710k|14.0  55.1 |3690  6009 |2.74 2.42 1.46|2.0   0 322|   0     0 |   0     0 | 25  288    0   44    0
Jul 06 17:03:14 ubuntu dstat.sh[83352]: 06-07 17:03:14| 22   6  69   0   0|4930M  203M  174M 2516M|  14k 3171 |4093B  484k|1.00  31.0 |2530  3980 |2.60 2.39 1.45|1.0   0 145|   0     0 |   0     0 | 25  288    0   42    0
Jul 06 17:03:15 ubuntu dstat.sh[83352]: 06-07 17:03:15| 16   3  79   0   0|4956M  176M  174M 2516M|  23k   16k|   0   440k|   0  16.0 |1810  2698 |2.60 2.39 1.45|1.0   0   0|   0     0 |   0     0 | 25  289    0   42    0
Jul 06 17:03:16 ubuntu dstat.sh[83352]: 06-07 17:03:16|  8   1  90   1   0|4956M  177M  174M 2516M|  25k   13k|   0  1008k|   0  70.0 |2122  3314 |2.60 2.39 1.45|2.0   0 2.0|   0     0 |   0     0 | 25  288    1   42    0
Jul 06 17:03:17 ubuntu dstat.sh[83352]: 06-07 17:03:17| 13  15  69   1   0|4897M  235M  174M 2516M|  18k 8398 |4100B  312k|1.00  22.0 |3210  5346 |2.60 2.39 1.45|1.0   0 275|   0     0 |   0     0 | 25  288    0   42    0
Jul 06 17:03:18 ubuntu dstat.sh[83352]: 06-07 17:03:18| 12  19  69   0   1|4897M  235M  174M 2516M|  20k 2135 |   0   156k|   0  9.02 |3248  5339 |2.60 2.39 1.45|1.0   0 315|   0     0 |   0     0 | 25  288    0   42    0
Jul 06 17:03:19 ubuntu dstat.sh[83352]: 06-07 17:03:19|  5   4  89   0   0|4897M  235M  174M 2516M|  18k 7199 |  28k  116k|1.99  8.97 |1994  3250 |2.39 2.35 1.45|1.0   0  75|   0     0 |   0     0 | 25  290    0   42    0
Jul 06 17:03:20 ubuntu dstat.sh[83352]: 06-07 17:03:20| 21   4  75   0   0|4933M  199M  174M 2516M|  21k   13k|   0   404k|   0  29.0 |2035  3144 |2.39 2.35 1.45|1.0   0  11|   0     0 |   0     0 | 25  292    0   42    0
Jul 06 17:03:21 ubuntu dstat.sh[83352]: 06-07 17:03:21| 24   5  69   1   0|4898M  234M  174M 2517M| 106k   97k|   0   784k|   0  42.0 |2594  4248 |2.39 2.35 1.45|1.0   0  69|   0     0 |   0     0 | 25  296    0   42    0
Jul 06 17:03:22 ubuntu dstat.sh[83352]: 06-07 17:03:22| 14  16  67   1   0|4899M  233M  174M 2517M|  24k   14k| 120k  789k|16.0  39.0 |3237  5315 |2.39 2.35 1.45|3.0   0 202|   0     0 |   0     0 | 25  298    0   42    0
Jul 06 17:03:23 ubuntu dstat.sh[83352]: 06-07 17:03:23| 15  18  63   2   0|4900M  231M  174M 2517M|  32k   19k| 180k 1344k|22.0  71.0 |3795  6546 |2.39 2.35 1.45|1.0   0 237|   0     0 |   0     0 | 25  300    0   43    0
Jul 06 17:03:24 ubuntu dstat.sh[83352]: 06-07 17:03:24| 18  10  70   0   0|4927M  204M  174M 2517M|9666  1618 |4091B  276k|1.00  12.0 |2466  3717 |2.28 2.33 1.44|1.0   0 119|   0     0 |   0     0 | 25  300    0   43    0
Jul 06 17:03:25 ubuntu dstat.sh[83352]: 06-07 17:03:25| 25   5  70   0   0|4978M  153M  174M 2517M|  12k 3054 |   0   592k|   0  23.0 |1828  3040 |2.28 2.33 1.44|1.0   0 1.0|   0     0 |   0     0 | 25  300    0   43    0
Jul 06 17:03:26 ubuntu dstat.sh[83352]: 06-07 17:03:26| 24   4  68   1   0|5022M  131M  174M 2498M|  52k   44k| 140k 2708k|3.00   159 |2553  4181 |2.28 2.33 1.44|3.0   0 4.0|   0     0 |   0     0 | 25  304    0   43    0
Jul 06 17:03:27 ubuntu dstat.sh[83352]: 06-07 17:03:27| 24   5  70   1   0|4934M  220M  174M 2498M|  17k 8237 |   0   316k|   0  27.0 |1924  3030 |2.28 2.33 1.44|1.0   0 6.0|   0     0 |   0     0 | 25  300    0   43    0
Jul 06 17:03:28 ubuntu dstat.sh[83352]: 06-07 17:03:28| 25   2  71   1   0|4981M  172M  174M 2498M|  11k 1907 |  20k  444k|4.00  11.0 |1763  2519 |2.28 2.33 1.44|1.0   0   0|   0     0 |   0     0 | 25  300    0   43    0
Jul 06 17:03:29 ubuntu dstat.sh[83352]: 06-07 17:03:29| 27   3  70   0   0|5016M  137M  174M 2498M| 121k  106k|4099B  300k|1.00  17.0 |2141  3383 |2.66 2.41 1.47|2.0   0 6.0|   0     0 |   0     0 | 25  306    0   46    0
Jul 06 17:03:30 ubuntu dstat.sh[83352]: 06-07 17:03:30| 25   4  70   0   0|4942M  211M  174M 2498M|  13k 6682 |  80k  268k|5.99  20.0 |2083  3104 |2.66 2.41 1.47|1.0   0  21|   0     0 |   0     0 | 25  300    0   46    0
Jul 06 17:03:31 ubuntu dstat.sh[83352]: 06-07 17:03:31| 26   3  69   1   0|4966M  187M  174M 2498M|  17k 9650 |   0   824k|   0  46.0 |2175  3357 |2.66 2.41 1.47|2.0   0   0|   0     0 |   0     0 | 25  300    0   46    0
Jul 06 17:03:32 ubuntu dstat.sh[83352]: 06-07 17:03:32| 12  16  70   1   0|4907M  246M  174M 2498M|  24k   16k| 404k  640k|8.01  25.0 |3281  5530 |2.66 2.41 1.47|1.0   0 304|   0     0 |   0     0 | 25  300    0   46    0
Jul 06 17:03:33 ubuntu dstat.sh[83352]: 06-07 17:03:33| 27  16  53   3   0|4907M  244M  174M 2499M| 131k  118k| 834k  798k|45.1  63.1 |4925    13k|2.66 2.41 1.47|1.0   0 229|   0     0 |   0     0 | 25  300    0   48    0
Jul 06 17:03:34 ubuntu dstat.sh[83352]: 06-07 17:03:34| 19   6  70   3   0|4926M  225M  174M 2500M|  16k 4990 | 667k  356k|99.9  21.0 |2541  3742 |2.53 2.39 1.47|1.0   0  81|   0     0 |   0     0 | 25  300    0   45    0
Jul 06 17:03:35 ubuntu dstat.sh[83352]: 06-07 17:03:35| 22   4  71   2   0|4943M  207M  174M 2501M|  12k 3649 |1311k  368k| 139  10.0 |2047  2817 |2.53 2.39 1.47|1.0   0 2.0|   0     0 |   0     0 | 25  300    0   45    0
Jul 06 17:03:36 ubuntu dstat.sh[83352]: 06-07 17:03:36| 25   3  70   1   0|4957M  193M  174M 2501M|  18k   10k|  12k 1007k|3.01  52.2 |2036  3053 |2.53 2.39 1.47|2.0   0 5.0|   0     0 |   0     0 | 25  300    0   45    0
Jul 06 17:03:37 ubuntu dstat.sh[83352]: 06-07 17:03:37| 22   6  66   4   0|4967M  179M  174M 2504M|  15k 6300 |3303k  579k|76.9  40.9 |8270    17k|2.53 2.39 1.47|  0 1.0  26|   0     0 |   0     0 | 25  302    0   45    0
Jul 06 17:03:38 ubuntu dstat.sh[83352]: 06-07 17:03:38| 25   7  66   1   0|4953M  193M  174M 2505M|  15k 5540 | 100k  732k|10.0  32.0 |2081  3279 |2.53 2.39 1.47|  0   0  11|   0     0 |   0     0 | 25  302    1   44    0
Jul 06 17:03:39 ubuntu dstat.sh[83352]: 06-07 17:03:39|  5   2  92   0   0|4954M  191M  174M 2506M|8307  3293 |   0   348k|   0  12.0 |1960  3121 |2.32 2.35 1.46|  0   0   0|   0     0 |   0     0 | 25  303    0   44    0
